enterprise_id,month,in_all_invoice_count,in_valid_invoice_count,in_void_invoice_count,in_positive_invoice_count,in_negative_invoice_count,in_zero_invoice_count,in_valid_positive_invoice_count,in_valid_negative_invoice_count,in_valid_zero_invoice_count,in_positive_amount_10k,in_negative_amount_10k,in_net_amount_10k,in_abs_amount_10k,out_all_invoice_count,out_valid_invoice_count,out_void_invoice_count,out_positive_invoice_count,out_negative_invoice_count,out_zero_invoice_count,out_valid_positive_invoice_count,out_valid_negative_invoice_count,out_valid_zero_invoice_count,out_positive_amount_10k,out_negative_amount_10k,out_net_amount_10k,out_abs_amount_10k,active_month
E22,2018-02,8,8,0,8,0,0,8,0,0,15.838353,0,15.838353,15.838353,19,19,0,19,0,0,19,0,0,177.019195,0,177.019195,177.019195,True
E22,2018-03,19,16,3,19,0,0,16,0,0,107.182257,0,107.182257,107.182257,13,12,1,13,0,0,12,0,0,87.156717,0,87.156717,87.156717,True
E22,2018-04,11,10,1,10,1,0,9,1,0,23.472989,1.1203,22.352689,24.593289,10,7,3,9,1,0,6,1,0,39.477732,6.2205,33.257232,45.698232,True
E22,2018-05,14,13,1,14,0,0,13,0,0,122.980069,0,122.980069,122.980069,23,23,0,23,0,0,23,0,0,223.747188,0,223.747188,223.747188,True
E22,2018-06,21,19,2,21,0,0,19,0,0,138.200054,0,138.200054,138.200054,24,20,4,24,0,0,20,0,0,188.643025,0,188.643025,188.643025,True
E22,2018-07,20,20,0,20,0,0,20,0,0,54.182515,0,54.182515,54.182515,32,28,4,32,0,0,28,0,0,261.956433,0,261.956433,261.956433,True
E22,2018-08,16,16,0,16,0,0,16,0,0,11.076632,0,11.076632,11.076632,14,10,4,14,0,0,10,0,0,92.969479,0,92.969479,92.969479,True
E22,2018-09,23,21,2,23,0,0,21,0,0,80.505757,0,80.505757,80.505757,8,8,0,8,0,0,8,0,0,66.475855,0,66.475855,66.475855,True
E22,2018-10,15,15,0,15,0,0,15,0,0,24.39051,0,24.39051,24.39051,20,19,1,20,0,0,19,0,0,159.198303,0,159.198303,159.198303,True
E22,2018-11,17,17,0,17,0,0,17,0,0,95.436842,0,95.436842,95.436842,13,13,0,13,0,0,13,0,0,121.540227,0,121.540227,121.540227,True
E22,2018-12,37,35,2,37,0,0,35,0,0,98.512124,0,98.512124,98.512124,11,11,0,11,0,0,11,0,0,103.776437,0,103.776437,103.776437,True
E22,2019-01,28,23,5,28,0,0,23,0,0,93.722796,0,93.722796,93.722796,46,38,8,46,0,0,38,0,0,357.693817,0,357.693817,357.693817,True
E22,2019-02,46,37,9,41,5,0,34,3,0,121.361478,30.06,91.301478,151.421478,15,14,1,15,0,0,14,0,0,135.76426,0,135.76426,135.76426,True
E22,2019-03,26,26,0,26,0,0,26,0,0,44.727629,0,44.727629,44.727629,38,30,8,38,0,0,30,0,0,255.99689,0,255.99689,255.99689,True
E22,2019-04,19,18,1,19,0,0,18,0,0,51.847478,0,51.847478,51.847478,45,40,5,45,0,0,40,0,0,368.943319,0,368.943319,368.943319,True
E22,2019-05,28,24,4,28,0,0,24,0,0,101.016866,0,101.016866,101.016866,49,47,2,49,0,0,47,0,0,442.07457,0,442.07457,442.07457,True
E22,2019-06,70,69,1,67,3,0,66,3,0,650.374959,1.756014,648.618945,652.130973,57,38,19,57,0,0,38,0,0,354.953975,0,354.953975,354.953975,True
E22,2019-07,38,37,1,38,0,0,37,0,0,210.075115,0,210.075115,210.075115,47,46,1,47,0,0,46,0,0,454.026108,0,454.026108,454.026108,True
E22,2019-08,53,53,0,53,0,0,53,0,0,141.71515,0,141.71515,141.71515,68,62,6,67,1,0,61,1,0,575.365825,4.5,570.865825,579.865825,True
E22,2019-09,48,43,5,48,0,0,43,0,0,174.577152,0,174.577152,174.577152,19,19,0,19,0,0,19,0,0,176.382995,0,176.382995,176.382995,True
E22,2019-10,29,29,0,29,0,0,29,0,0,111.995586,0,111.995586,111.995586,39,37,2,39,0,0,37,0,0,370.139747,0,370.139747,370.139747,True
E22,2019-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E22,2019-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E22,2020-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E22,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E23,2016-10,26,26,0,26,0,0,26,0,0,479.033082,0,479.033082,479.033082,71,70,1,71,0,0,70,0,0,535.71168,0,535.71168,535.71168,True
E23,2016-11,100,51,49,100,0,0,51,0,0,618.865476,0,618.865476,618.865476,85,84,1,85,0,0,84,0,0,586.203623,0,586.203623,586.203623,True
E23,2016-12,36,36,0,36,0,0,36,0,0,430.659085,0,430.659085,430.659085,84,79,5,84,0,0,79,0,0,580.240983,0,580.240983,580.240983,True
E23,2017-01,53,53,0,52,1,0,52,1,0,532.742124,4.02339,528.718734,536.765514,87,85,2,87,0,0,85,0,0,634.997699,0,634.997699,634.997699,True
E23,2017-02,24,23,1,24,0,0,23,0,0,583.228808,0,583.228808,583.228808,96,95,1,96,0,0,95,0,0,694.11107,0,694.11107,694.11107,True
E23,2017-03,221,221,0,219,2,0,219,2,0,992.242488,1.391775,990.850713,993.634263,105,104,1,105,0,0,104,0,0,772.465456,0,772.465456,772.465456,True
E23,2017-04,28,27,1,27,1,0,26,1,0,612.751704,2.71377,610.037934,615.465474,95,92,3,95,0,0,92,0,0,678.73136,0,678.73136,678.73136,True
E23,2017-05,38,37,1,38,0,0,37,0,0,657.153554,0,657.153554,657.153554,86,83,3,86,0,0,83,0,0,507.837756,0,507.837756,507.837756,True
E23,2017-06,34,33,1,33,1,0,33,0,0,552.575144,0,552.575144,552.575144,87,86,1,87,0,0,86,0,0,492.094825,0,492.094825,492.094825,True
E23,2017-07,145,139,6,142,3,0,136,3,0,505.32919,30,475.32919,535.32919,89,87,2,89,0,0,87,0,0,521.14581,0,521.14581,521.14581,True
E23,2017-08,191,185,6,191,0,0,185,0,0,587.701445,0,587.701445,587.701445,78,74,4,78,0,0,74,0,0,416.481071,0,416.481071,416.481071,True
E23,2017-09,142,141,1,141,1,0,140,1,0,402.084796,1.37793,400.706866,403.462726,94,92,2,94,0,0,92,0,0,555.113443,0,555.113443,555.113443,True
E23,2017-10,118,116,2,117,1,0,115,1,0,233.59807,4.203066,229.395004,237.801136,79,78,1,79,0,0,78,0,0,528.321346,0,528.321346,528.321346,True
E23,2017-11,105,101,4,105,0,0,101,0,0,395.131727,0,395.131727,395.131727,97,97,0,97,0,0,97,0,0,616.600472,0,616.600472,616.600472,True
E23,2017-12,125,124,1,124,1,0,123,1,0,388.752874,0.241,388.511874,388.993874,109,108,1,109,0,0,108,0,0,748.039958,0,748.039958,748.039958,True
E23,2018-01,120,117,3,118,2,0,115,2,0,362.308433,1.751013,360.55742,364.059446,100,91,9,100,0,0,91,0,0,616.068448,0,616.068448,616.068448,True
E23,2018-02,95,95,0,95,0,0,95,0,0,669.071953,0,669.071953,669.071953,85,84,1,85,0,0,84,0,0,592.691946,0,592.691946,592.691946,True
E23,2018-03,160,154,6,160,0,0,154,0,0,819.268056,0,819.268056,819.268056,117,116,1,114,3,0,113,3,0,713.48232,1.8401,711.64222,715.32242,True
E23,2018-04,206,202,4,203,3,0,199,3,0,968.887601,6.749097,962.138504,975.636698,154,150,4,148,6,0,146,4,0,928.273313,11.739477,916.533836,940.01279,True
E23,2018-05,188,185,3,186,2,0,183,2,0,39.519428,0.1683,39.351128,39.687728,64,62,2,60,4,0,58,4,0,350.884586,28.356156,322.52843,379.240742,True
E23,2018-06,165,164,1,162,3,0,161,3,0,536.830341,0.2067,536.623641,537.037041,92,91,1,92,0,0,91,0,0,506.138718,0,506.138718,506.138718,True
E23,2018-07,161,153,8,160,1,0,152,1,0,504.289783,3.10845,501.181333,507.398233,86,85,1,84,2,0,83,2,0,464.914344,12.241158,452.673186,477.155502,True
E23,2018-08,153,151,2,149,4,0,147,4,0,490.330285,2.441427,487.888858,492.771712,79,77,2,78,1,0,76,1,0,403.019287,0.009864,403.009423,403.029151,True
E23,2018-09,186,176,10,186,0,0,176,0,0,486.286722,0,486.286722,486.286722,97,92,5,97,0,0,92,0,0,482.248899,0,482.248899,482.248899,True
E23,2018-10,148,146,2,145,3,0,143,3,0,411.556753,2.243121,409.313632,413.799874,97,96,1,97,0,0,96,0,0,551.657292,0,551.657292,551.657292,True
E23,2018-11,191,186,5,189,2,0,184,2,0,520.573237,0.298071,520.275166,520.871308,105,104,1,105,0,0,104,0,0,630.033423,0,630.033423,630.033423,True
E23,2018-12,167,159,8,159,8,0,151,8,0,457.044037,31.468212,425.575825,488.512249,100,99,1,100,0,0,99,0,0,743.394667,0,743.394667,743.394667,True
E23,2019-01,190,188,2,189,1,0,187,1,0,778.531161,0.0099,778.521261,778.541061,96,94,2,96,0,0,94,0,0,511.814014,0,511.814014,511.814014,True
E23,2019-02,158,153,5,158,0,0,153,0,0,938.102442,0,938.102442,938.102442,91,91,0,91,0,0,91,0,0,491.347166,0,491.347166,491.347166,True
E23,2019-03,151,150,1,150,1,0,149,1,0,631.930288,0.005001,631.925287,631.935289,116,116,0,108,8,0,108,8,0,790.251877,49.882831,740.369046,840.134708,True
E23,2019-04,224,220,4,223,1,0,219,1,0,637.60478,3.13467,634.47011,640.73945,116,115,1,114,2,0,113,2,0,576.760491,1.066965,575.693526,577.827456,True
E23,2019-05,160,156,4,156,4,0,152,4,0,604.190886,4.619555,599.571331,608.810441,120,110,10,118,2,0,108,2,0,685.479085,0.839213,684.639872,686.318298,True
E23,2019-06,144,142,2,138,6,0,136,6,0,648.511791,1.498578,647.013213,650.010369,100,97,3,99,1,0,96,1,0,512.643146,2.122865,510.520281,514.766011,True
E23,2019-07,162,161,1,154,8,0,153,8,0,453.632702,2.128628,451.504074,455.76133,144,96,48,94,3,47,93,3,0,556.154887,2.797515,553.357372,558.952402,True
E23,2019-08,162,160,2,159,3,0,157,3,0,492.668177,0.460012,492.208165,493.128189,95,92,3,95,0,0,92,0,0,464.643029,0,464.643029,464.643029,True
E23,2019-09,156,154,2,152,4,0,150,4,0,436.041042,0.214408,435.826634,436.25545,79,78,1,77,2,0,76,2,0,446.362538,0.51626,445.846278,446.878798,True
E23,2019-10,118,117,1,110,8,0,109,8,0,352.325884,7.424662,344.901222,359.750546,95,91,4,92,3,0,89,2,0,429.687589,0.17596,429.511629,429.863549,True
E23,2019-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E23,2019-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E23,2020-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E23,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E24,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E24,2016-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E24,2016-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E24,2017-01,4,4,0,4,0,0,4,0,0,151.63641,0,151.63641,151.63641,22,21,1,22,0,0,21,0,0,201.338401,0,201.338401,201.338401,True
E24,2017-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E24,2017-03,5,5,0,5,0,0,5,0,0,141.349374,0,141.349374,141.349374,21,21,0,21,0,0,21,0,0,225,0,225,225,True
E24,2017-04,16,16,0,16,0,0,16,0,0,101.2736,0,101.2736,101.2736,15,15,0,15,0,0,15,0,0,165,0,165,165,True
E24,2017-05,13,13,0,12,1,0,12,1,0,175.469029,10,165.469029,185.469029,20,20,0,20,0,0,20,0,0,215,0,215,215,True
E24,2017-06,8,8,0,8,0,0,8,0,0,131.190894,0,131.190894,131.190894,25,24,1,25,0,0,24,0,0,242.28,0,242.28,242.28,True
E24,2017-07,6,6,0,6,0,0,6,0,0,51.742832,0,51.742832,51.742832,20,20,0,20,0,0,20,0,0,212.3,0,212.3,212.3,True
E24,2017-08,22,21,1,22,0,0,21,0,0,157.228037,0,157.228037,157.228037,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E24,2017-09,20,20,0,15,5,0,15,5,0,120.341591,48.438991,71.9026,168.780582,19,19,0,19,0,0,19,0,0,199.05,0,199.05,199.05,True
E24,2017-10,14,14,0,13,1,0,13,1,0,140.822264,10,130.822264,150.822264,16,11,5,16,0,0,11,0,0,112.1296,0,112.1296,112.1296,True
E24,2017-11,8,8,0,8,0,0,8,0,0,4.424577,0,4.424577,4.424577,27,14,13,27,0,0,14,0,0,145.892425,0,145.892425,145.892425,True
E24,2017-12,8,8,0,8,0,0,8,0,0,71.095643,0,71.095643,71.095643,28,28,0,28,0,0,28,0,0,254.122238,0,254.122238,254.122238,True
E24,2018-01,48,47,1,48,0,0,47,0,0,446.976161,0,446.976161,446.976161,81,74,7,81,0,0,74,0,0,721.789893,0,721.789893,721.789893,True
E24,2018-02,18,18,0,18,0,0,18,0,0,192.482163,0,192.482163,192.482163,27,24,3,27,0,0,24,0,0,255.670556,0,255.670556,255.670556,True
E24,2018-03,9,9,0,9,0,0,9,0,0,1.586041,0,1.586041,1.586041,2,2,0,2,0,0,2,0,0,11.8,0,11.8,11.8,True
E24,2018-04,25,24,1,25,0,0,24,0,0,116.503062,0,116.503062,116.503062,13,7,6,13,0,0,7,0,0,62.6728,0,62.6728,62.6728,True
E24,2018-05,41,41,0,41,0,0,41,0,0,218.808554,0,218.808554,218.808554,67,52,15,66,1,0,51,1,0,486.984645,8.444645,478.54,495.42929,True
E24,2018-06,69,66,3,69,0,0,66,0,0,360.079148,0,360.079148,360.079148,69,69,0,69,0,0,69,0,0,732.878551,0,732.878551,732.878551,True
E24,2018-07,74,70,4,74,0,0,70,0,0,242.81772,0,242.81772,242.81772,57,50,7,57,0,0,50,0,0,504.48248,0,504.48248,504.48248,True
E24,2018-08,106,103,3,106,0,0,103,0,0,301.887334,0,301.887334,301.887334,62,59,3,62,0,0,59,0,0,609.745903,0,609.745903,609.745903,True
E24,2018-09,80,79,1,80,0,0,79,0,0,331.064813,0,331.064813,331.064813,78,77,1,78,0,0,77,0,0,749.95986,0,749.95986,749.95986,True
E24,2018-10,57,55,2,57,0,0,55,0,0,373.031822,0,373.031822,373.031822,38,38,0,38,0,0,38,0,0,362.163042,0,362.163042,362.163042,True
E24,2018-11,65,65,0,65,0,0,65,0,0,202.537343,0,202.537343,202.537343,60,51,9,60,0,0,51,0,0,479.47895,0,479.47895,479.47895,True
E24,2018-12,87,86,1,87,0,0,86,0,0,493.596962,0,493.596962,493.596962,96,82,14,96,0,0,82,0,0,810.95634,0,810.95634,810.95634,True
E24,2019-01,130,130,0,130,0,0,130,0,0,466.1914,0,466.1914,466.1914,105,105,0,105,0,0,105,0,0,1018.265,0,1018.265,1018.265,True
E24,2019-02,45,44,1,42,3,0,41,3,0,59.528944,25.839043,33.689901,85.367987,2,2,0,2,0,0,2,0,0,15,0,15,15,True
E24,2019-03,85,84,1,85,0,0,84,0,0,500.812846,0,500.812846,500.812846,26,26,0,26,0,0,26,0,0,216.88233,0,216.88233,216.88233,True
E24,2019-04,62,60,2,61,1,0,59,1,0,136.063113,1.036374,135.026739,137.099487,55,52,3,53,2,0,50,2,0,456.296839,13,443.296839,469.296839,True
E24,2019-05,53,53,0,53,0,0,53,0,0,289.3075,0,289.3075,289.3075,78,77,1,77,1,0,76,1,0,718.913765,4.567639,714.346126,723.481404,True
E24,2019-06,104,97,7,103,1,0,96,1,0,315.402613,0.0266,315.376013,315.429213,90,85,5,82,8,0,77,8,0,737.087992,66.6795,670.408492,803.767492,True
E24,2019-07,99,97,2,99,0,0,97,0,0,313.800656,0,313.800656,313.800656,109,108,1,109,0,0,108,0,0,1085.015302,0,1085.015302,1085.015302,True
E24,2019-08,78,72,6,78,0,0,72,0,0,301.626166,0,301.626166,301.626166,68,54,14,68,0,0,54,0,0,497.655163,0,497.655163,497.655163,True
E24,2019-09,90,90,0,90,0,0,90,0,0,523.693551,0,523.693551,523.693551,42,41,1,42,0,0,41,0,0,381.314516,0,381.314516,381.314516,True
E24,2019-10,106,106,0,106,0,0,106,0,0,212.232996,0,212.232996,212.232996,84,76,8,82,2,0,74,2,0,728.527585,20,708.527585,748.527585,True
E24,2019-11,139,135,4,139,0,0,135,0,0,460.114788,0,460.114788,460.114788,97,92,5,88,9,0,83,9,0,787.366657,84.524948,702.841709,871.891605,True
E24,2019-12,129,128,1,128,1,0,127,1,0,420.407198,0.269,420.138198,420.676198,62,57,5,61,1,0,56,1,0,527.046096,3.813281,523.232815,530.859377,True
E24,2020-01,124,122,2,121,3,0,119,3,0,191.856204,0.3064,191.549804,192.162604,101,85,16,97,4,0,81,4,0,720.436377,24.62801,695.808367,745.064387,True
E24,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2016-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2016-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2017-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2017-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2017-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E25,2017-04,3,3,0,3,0,0,3,0,0,6.606,0,6.606,6.606,6,3,3,6,0,0,3,0,0,3.31225,0,3.31225,3.31225,True
E25,2017-05,6,6,0,6,0,0,6,0,0,5.45,0,5.45,5.45,34,25,9,33,1,0,24,1,0,46.6475,5.2,41.4475,51.8475,True
E25,2017-06,3,3,0,3,0,0,3,0,0,4.9935,0,4.9935,4.9935,33,29,4,32,1,0,28,1,0,92.8275,0.86,91.9675,93.6875,True
E25,2017-07,2,2,0,2,0,0,2,0,0,0.0246,0,0.0246,0.0246,29,24,5,29,0,0,24,0,0,29.60765,0,29.60765,29.60765,True
E25,2017-08,12,12,0,12,0,0,12,0,0,44.6743,0,44.6743,44.6743,28,25,3,27,1,0,24,1,0,58.3105,0.78,57.5305,59.0905,True
E25,2017-09,19,19,0,19,0,0,19,0,0,10.406259,0,10.406259,10.406259,16,14,2,16,0,0,14,0,0,5.077,0,5.077,5.077,True
E25,2017-10,7,7,0,7,0,0,7,0,0,24.7751,0,24.7751,24.7751,41,35,6,41,0,0,35,0,0,151.798,0,151.798,151.798,True
E25,2017-11,14,14,0,14,0,0,14,0,0,32.333,0,32.333,32.333,27,24,3,27,0,0,24,0,0,56.90949,0,56.90949,56.90949,True
E25,2017-12,12,12,0,12,0,0,12,0,0,7.5988,0,7.5988,7.5988,54,50,4,53,1,0,49,1,0,242.765,10.57,232.195,253.335,True
E25,2018-01,31,31,0,31,0,0,31,0,0,21.2778,0,21.2778,21.2778,60,30,30,33,0,27,30,0,0,252.431,0,252.431,252.431,True
E25,2018-02,40,40,0,39,1,0,39,1,0,40.5551,6.2748,34.2803,46.8299,13,11,2,12,1,0,10,1,0,68.982,1.2,67.782,70.182,True
E25,2018-03,74,74,0,74,0,0,74,0,0,50.826825,0,50.826825,50.826825,19,17,2,19,0,0,17,0,0,90.235,0,90.235,90.235,True
E25,2018-04,56,54,2,55,1,0,53,1,0,22.617715,0.021787,22.595928,22.639502,23,17,6,23,0,0,17,0,0,117.077,0,117.077,117.077,True
E25,2018-05,67,66,1,67,0,0,66,0,0,42.079695,0,42.079695,42.079695,45,27,18,45,0,0,27,0,0,136.78941,0,136.78941,136.78941,True
E25,2018-06,51,51,0,51,0,0,51,0,0,7.286479,0,7.286479,7.286479,24,20,4,23,1,0,19,1,0,42.81243,3.56,39.25243,46.37243,True
E25,2018-07,50,50,0,50,0,0,50,0,0,94.507065,0,94.507065,94.507065,32,29,3,31,1,0,28,1,0,33.3965,0.471,32.9255,33.8675,True
E25,2018-08,47,46,1,47,0,0,46,0,0,4.076124,0,4.076124,4.076124,17,17,0,17,0,0,17,0,0,32.780864,0,32.780864,32.780864,True
E25,2018-09,54,52,2,54,0,0,52,0,0,50.469405,0,50.469405,50.469405,27,25,2,27,0,0,25,0,0,540.901,0,540.901,540.901,True
E25,2018-10,53,53,0,53,0,0,53,0,0,57.512397,0,57.512397,57.512397,31,27,4,31,0,0,27,0,0,229.67843,0,229.67843,229.67843,True
E25,2018-11,47,47,0,47,0,0,47,0,0,14.456639,0,14.456639,14.456639,24,23,1,24,0,0,23,0,0,57.0035,0,57.0035,57.0035,True
E25,2018-12,62,62,0,61,1,0,61,1,0,70.328981,0.016892,70.312089,70.345873,40,37,3,40,0,0,37,0,0,642.268,0,642.268,642.268,True
E25,2019-01,80,76,4,80,0,0,76,0,0,28.927006,0,28.927006,28.927006,22,16,6,22,0,0,16,0,0,77.5305,0,77.5305,77.5305,True
E25,2019-02,32,32,0,32,0,0,32,0,0,1.389126,0,1.389126,1.389126,17,15,2,17,0,0,15,0,0,40.589796,0,40.589796,40.589796,True
E25,2019-03,37,36,1,37,0,0,36,0,0,1.72461,0,1.72461,1.72461,34,28,6,34,0,0,28,0,0,36.4045,0,36.4045,36.4045,True
E25,2019-04,55,54,1,55,0,0,54,0,0,7.051179,0,7.051179,7.051179,23,19,4,23,0,0,19,0,0,88.41805,0,88.41805,88.41805,True
E25,2019-05,57,57,0,57,0,0,57,0,0,5.987505,0,5.987505,5.987505,26,23,3,25,1,0,22,1,0,71.555,0.21,71.345,71.765,True
E25,2019-06,46,46,0,46,0,0,46,0,0,4.078842,0,4.078842,4.078842,22,20,2,21,1,0,19,1,0,418.3125,0.21,418.1025,418.5225,True
E25,2019-07,58,58,0,58,0,0,58,0,0,72.605381,0,72.605381,72.605381,18,17,1,18,0,0,17,0,0,248.2885,0,248.2885,248.2885,True
E25,2019-08,52,50,2,52,0,0,50,0,0,36.375597,0,36.375597,36.375597,28,24,4,27,1,0,23,1,0,98.4075,0.9,97.5075,99.3075,True
E25,2019-09,49,48,1,48,1,0,47,1,0,17.981471,0.1299,17.851571,18.111371,30,24,6,30,0,0,24,0,0,54.635,0,54.635,54.635,True
E25,2019-10,64,64,0,64,0,0,64,0,0,40.590015,0,40.590015,40.590015,34,30,4,31,3,0,27,3,0,60.75801,1.135,59.62301,61.89301,True
E25,2019-11,59,57,2,57,2,0,55,2,0,119.1508,1.47,117.6808,120.6208,38,35,3,31,7,0,29,6,0,60.343514,4.9,55.443514,65.243514,True
E25,2019-12,70,68,2,70,0,0,68,0,0,47.370927,0,47.370927,47.370927,47,39,8,44,3,0,36,3,0,137.052409,25.2,111.852409,162.252409,True
E25,2020-01,41,41,0,41,0,0,41,0,0,12.244023,0,12.244023,12.244023,16,15,1,16,0,0,15,0,0,114.6703,0,114.6703,114.6703,True
E25,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E26,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E26,2016-11,7,7,0,7,0,0,7,0,0,17.26944,0,17.26944,17.26944,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E26,2016-12,8,8,0,8,0,0,8,0,0,20.454354,0,20.454354,20.454354,2,1,1,2,0,0,1,0,0,1.5801,0,1.5801,1.5801,True
E26,2017-01,5,5,0,5,0,0,5,0,0,134.828029,0,134.828029,134.828029,3,3,0,3,0,0,3,0,0,27,0,27,27,True
E26,2017-02,17,13,4,17,0,0,13,0,0,67.139476,0,67.139476,67.139476,8,7,1,8,0,0,7,0,0,65.4277,0,65.4277,65.4277,True
E26,2017-03,11,11,0,11,0,0,11,0,0,31.77142,0,31.77142,31.77142,4,4,0,4,0,0,4,0,0,30.5909,0,30.5909,30.5909,True
E26,2017-04,15,15,0,14,1,0,14,1,0,97.261107,7.94808,89.313027,105.209187,17,15,2,17,0,0,15,0,0,122.704774,0,122.704774,122.704774,True
E26,2017-05,16,16,0,16,0,0,16,0,0,89.283599,0,89.283599,89.283599,20,18,2,20,0,0,18,0,0,178.5688,0,178.5688,178.5688,True
E26,2017-06,20,19,1,20,0,0,19,0,0,136.968837,0,136.968837,136.968837,11,10,1,11,0,0,10,0,0,93.861522,0,93.861522,93.861522,True
E26,2017-07,28,23,5,28,0,0,23,0,0,66.803141,0,66.803141,66.803141,8,7,1,8,0,0,7,0,0,74.6747,0,74.6747,74.6747,True
E26,2017-08,26,23,3,26,0,0,23,0,0,80.376222,0,80.376222,80.376222,17,12,5,17,0,0,12,0,0,117.417632,0,117.417632,117.417632,True
E26,2017-09,41,41,0,41,0,0,41,0,0,176.217517,0,176.217517,176.217517,22,18,4,21,1,0,17,1,0,156.64279,2.8872,153.75559,159.52999,True
E26,2017-10,26,26,0,26,0,0,26,0,0,102.930987,0,102.930987,102.930987,12,11,1,12,0,0,11,0,0,114,0,114,114,True
E26,2017-11,35,33,2,35,0,0,33,0,0,257.382576,0,257.382576,257.382576,18,18,0,18,0,0,18,0,0,178.8417,0,178.8417,178.8417,True
E26,2017-12,22,22,0,22,0,0,22,0,0,105.538802,0,105.538802,105.538802,24,22,2,24,0,0,22,0,0,194.7348,0,194.7348,194.7348,True
E26,2018-01,38,37,1,38,0,0,37,0,0,221.751545,0,221.751545,221.751545,25,21,4,25,0,0,21,0,0,206.59145,0,206.59145,206.59145,True
E26,2018-02,12,11,1,12,0,0,11,0,0,107.979182,0,107.979182,107.979182,8,8,0,8,0,0,8,0,0,82.626,0,82.626,82.626,True
E26,2018-03,18,18,0,18,0,0,18,0,0,87.561624,0,87.561624,87.561624,6,4,2,6,0,0,4,0,0,23.86135,0,23.86135,23.86135,True
E26,2018-04,20,20,0,20,0,0,20,0,0,89.935769,0,89.935769,89.935769,11,11,0,11,0,0,11,0,0,92.451447,0,92.451447,92.451447,True
E26,2018-05,9,9,0,9,0,0,9,0,0,35.507621,0,35.507621,35.507621,6,4,2,6,0,0,4,0,0,25.6322,0,25.6322,25.6322,True
E26,2018-06,14,12,2,14,0,0,12,0,0,57.989956,0,57.989956,57.989956,6,6,0,6,0,0,6,0,0,43.525088,0,43.525088,43.525088,True
E26,2018-07,21,21,0,21,0,0,21,0,0,79.154883,0,79.154883,79.154883,13,10,3,13,0,0,10,0,0,103.876,0,103.876,103.876,True
E26,2018-08,27,27,0,27,0,0,27,0,0,56.284576,0,56.284576,56.284576,9,9,0,9,0,0,9,0,0,56.309867,0,56.309867,56.309867,True
E26,2018-09,47,47,0,47,0,0,47,0,0,156.9481,0,156.9481,156.9481,18,16,2,17,1,0,15,1,0,139.335127,3.29,136.045127,142.625127,True
E26,2018-10,29,29,0,29,0,0,29,0,0,158.386819,0,158.386819,158.386819,22,21,1,22,0,0,21,0,0,232.837577,0,232.837577,232.837577,True
E26,2018-11,31,25,6,31,0,0,25,0,0,144.40002,0,144.40002,144.40002,17,16,1,17,0,0,16,0,0,146.399272,0,146.399272,146.399272,True
