firm,in_lines,in_unique_invoices,in_active_days,in_total_net,in_total_abs,in_mean_abs,in_median_abs,in_negative_lines,in_zero_lines,in_valid_lines,in_valid_total_net,in_valid_total_abs,in_valid_mean_abs,in_valid_median_abs,in_valid_negative_lines,in_valid_zero_lines,in_valid_active_months,in_valid_counterparties,in_void_lines,in_duplicate_lines,in_void_rate,in_duplicate_rate,in_negative_rate,in_zero_rate,in_valid_negative_rate,in_valid_zero_rate,in_valid_rate,in_date_span_days,in_monthly_abs_mean,in_monthly_abs_std,in_monthly_net_std,in_monthly_count,in_monthly_abs_cv,in_monthly_abs_trend,in_recent_to_initial_abs,in_top_counterparty_share,in_counterparty_hhi,out_lines,out_unique_invoices,out_active_days,out_total_net,out_total_abs,out_mean_abs,out_median_abs,out_negative_lines,out_zero_lines,out_valid_lines,out_valid_total_net,out_valid_total_abs,out_valid_mean_abs,out_valid_median_abs,out_valid_negative_lines,out_valid_zero_lines,out_valid_active_months,out_valid_counterparties,out_void_lines,out_duplicate_lines,out_void_rate,out_duplicate_rate,out_negative_rate,out_zero_rate,out_valid_negative_rate,out_valid_zero_rate,out_valid_rate,out_date_span_days,out_monthly_abs_mean,out_monthly_abs_std,out_monthly_net_std,out_monthly_count,out_monthly_abs_cv,out_monthly_abs_trend,out_recent_to_initial_abs,out_top_counterparty_share,out_counterparty_hhi,cross_out_to_in_abs,cross_out_to_in_count,cross_out_minus_in_net,cross_out_minus_in_void_rate,cross_out_minus_in_negative_rate
E15,92,92,56,4803944.44,4803944.44,52216.78739130435,51180.0,0,0,92,4803944.44,4803944.44,52216.78739130435,51180.0,0,0,20,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,904,240197.22199999998,345369.67387337727,345369.67387337727,20,1.4378587354077612,0.11529195611990621,124.86653919694074,0.464201871577016,0.26438601319738475,2412,2412,97,234179413.01,234179413.01,97089.30887645108,100000.0,0,0,2260,219600852.16,219600852.16,97168.51865486725,100000.0,0,0,29,2,152,0,0.06301824212271974,0.0,0.0,0.0,0.0,0.0,0.9369817578772802,1101,7572443.177931034,6501951.186804629,6501951.186804629,29,0.8586332091277721,0.01010534276308734,0.6541236450822887,0.8299089860417052,0.7176798781421321,45.712612812815955,24.565217391304348,214796907.72,0.06301824212271974,0.0
E16,290,290,226,293248.42,334248.42,1152.5807586206895,435.0,1,0,289,292748.42,333748.42,1154.8388235294117,435.0,1,0,26,77,1,0,0.0034482758620689655,0.0,0.0034482758620689655,0.0,0.0034602076124567475,0.0,0.996551724137931,999,12836.477692307692,13284.01711306766,10581.383144225045,26,1.0348646592536954,0.052230837960055204,2.4151719770047744,0.18427053527324563,0.08715522888898697,439,439,170,238024635.44,238024635.44,542197.3472437358,558346.32,0,11,390,213556685.94,213556685.94,547581.246,558346.32,0,0,36,53,49,0,0.11161731207289294,0.0,0.0,0.025056947608200455,0.0,0.0,0.8883826879271071,1124,5932130.165,5457429.192062874,5457429.192062874,36,0.9199779910869292,-0.0025909628515426875,0.6199318182579755,0.15142835583750208,0.06603363098644045,639.8732492576295,1.3494809688581315,213263937.52,0.10816903621082397,-0.0034602076124567475
E17,7568,7568,860,156248941.46,163124062.84,21554.448049682876,9900.0,91,0,7143,142782019.19,149657140.57,20951.580648187035,9800.0,91,0,37,869,425,0,0.05615750528541226,0.0,0.01202431289640592,0.0,0.012739745205095899,0.0,0.9438424947145877,1113,4044787.5829729727,2725396.2731770515,2602352.6614432666,37,0.6738045490077007,0.045076582701488725,23.384681204643844,0.06047283006698168,0.018960396021677192,676,676,301,201628870.88,208445175.84,308350.85183431953,180750.0,13,1,561,168088057.43,174904362.39,311772.4819786096,175696.06,13,0,37,182,115,0,0.17011834319526628,0.0,0.019230769230769232,0.0014792899408284023,0.023172905525846704,0.0,0.8298816568047337,1116,4727144.929459459,3122554.8068733574,3145580.585468976,37,0.6605582975494716,0.040199494075848365,6.5921067447987545,0.1061778261344371,0.041652093362084475,1.168700415655683,0.07853842923141537,25306038.24000001,0.11396083790985402,0.010433160320750805
E18,5765,5765,808,148426889.98,151722388.6,26317.847111882045,10070.0,31,0,5455,137752837.21,141048335.83,25856.706843263062,10039.2,31,0,37,642,310,0,0.053772766695576756,0.0,0.005377276669557675,0.0,0.0056828597616865265,0.0,0.9462272333044233,1125,3812117.184594594,3822870.4322471456,3833640.400337437,37,1.0028208072133793,0.03151652925243154,4.170183770491136,0.14024560703673775,0.04162940459864149,381,381,174,217474538.47,219614618.67,576416.3219685039,607608.51,2,0,345,197656390.77,199796470.97,579120.205710145,640747.48,2,0,37,46,36,0,0.09448818897637795,0.0,0.005249343832020997,0.0,0.005797101449275362,0.0,0.905511811023622,1119,5399904.6208108105,4818512.811936391,4851403.467402773,37,0.8923329485054641,0.005588986427738633,0.9632240980404176,0.2610754523178353,0.12751334341638562,1.4165106578131257,0.06324472960586618,59903553.56,0.040715422280801196,0.00011424168758883586
E19,1524,1524,487,221345740.28,221676960.28,145457.3230183727,95270.04000000001,3,0,1484,212140557.3,212471777.3,143175.05208894878,95000.0,3,0,37,167,40,0,0.026246719160104987,0.0,0.001968503937007874,0.0,0.0020215633423180594,0.0,0.973753280839895,1122,5742480.467567568,2749850.531959966,2747345.1764842854,37,0.47886110322718484,0.01526371770151149,1.657530503309534,0.36843485287681077,0.18799586805123353,3099,3099,451,230839653.54,240678359.56,77663.23315908358,89211.0,66,0,2821,209115169.14,218754375.16,77544.97524282169,88767.8,65,0,37,508,278,0,0.08970635688931913,0.0,0.021297192642787996,0.0,0.02304147465437788,0.0,0.9102936431106808,1117,5912280.409729729,2410528.6561271464,2270041.5461725113,37,0.4077155495128723,0.01595712359352582,1.4125534663779005,0.05638489210091646,0.014642931768548828,1.0295690935513249,1.900943396226415,-3025388.160000026,0.06345963772921415,0.02101991131205982
E2,32156,32152,1068,171736465.85,173811951.05,5405.272765580296,333.0,156,0,31435,162487956.62,164563441.82,5235.038709082233,330.0,156,0,38,3625,721,4,0.02242194302773977,0.00012439358129120537,0.00485134967035701,0.0,0.004962621282010498,0.0,0.9775780569722602,1143,4330616.89,3070954.7786837877,3049249.803950703,38,0.7091264031632657,0.020789157758922195,3.174122728661498,0.2476577841303198,0.06800115802162585,12707,10552,739,694708186.72,735189708.86,57857.063733375304,66233.0,360,6,11665,626295633.94,666655486.08,57150.06310158595,62705.5,358,0,37,1579,1042,2155,0.08200204611631384,0.16959156370504447,0.028330841268592116,0.00047218068780986857,0.030690098585512218,0.0,0.9179979538836861,1113,18017715.84,13375296.265637236,12749112.55439333,37,0.7423413924612786,0.038231206107417245,4.866338197461944,0.04445469214430738,0.008919232644221214,4.0510545884740905,0.37108318752982344,463807677.32000005,0.059580103088574074,0.02572747730350172
E20,1130,1130,256,224188361.31,224291073.83,198487.67595575223,113820.0,3,0,1041,204339817.17,204442529.69,196390.51843419787,113459.5,3,0,37,70,89,0,0.07876106194690266,0.0,0.002654867256637168,0.0,0.002881844380403458,0.0,0.9212389380530973,1118,5525473.775405405,3675937.693947322,3675726.2439656956,37,0.665271041609028,0.0061561508026437665,1.3757738179690011,0.1610654680311885,0.07297300558800633,777,777,102,237239059.56,237239059.56,305326.974980695,115340.9,0,1,737,222122058.8,222122058.8,301386.7826322931,115340.9,0,0,35,25,40,0,0.05148005148005148,0.0,0.0,0.001287001287001287,0.0,0.0,0.9485199485199485,1108,6346344.537142858,3091197.0903460886,3091197.0903460886,35,0.4870830873197052,0.0078109004900920485,1.2480730839983607,0.5381373311852268,0.3147606763061085,1.0864767675141167,0.7079731027857828,17782241.630000025,-0.027281010466851184,-0.002881844380403458
E21,2312,2312,623,139254206.27,141407123.75,61162.25075692042,40937.6,22,0,2146,123194760.08,125347677.56,58409.91498602051,33113.770000000004,22,0,37,480,166,0,0.07179930795847751,0.0,0.009515570934256055,0.0,0.010251630941286114,0.0,0.9282006920415224,1121,3387775.0691891895,3017736.286425608,2974887.1467544143,37,0.8907723283847933,0.058466219917480695,3.656911840087578,0.15875842606237753,0.05727775478834476,1466,1466,99,133099447.84,142078029.34,96915.43611186903,100000.0,46,0,1428,129722845.87,138701427.37,97129.85109943978,100000.0,46,0,34,325,38,0,0.02592087312414734,0.0,0.03137789904502047,0.0,0.03221288515406162,0.0,0.9740791268758526,1113,4079453.7461764705,4099246.441755923,3973465.5721106674,34,1.0048518004642175,0.07133100550082175,5.008756400176374,0.4657486316104953,0.24042596219453424,1.106533683510873,0.6654240447343895,6528085.790000007,-0.04587843483433017,0.021961254212775505
E22,1610,805,344,82470472.7,85157445.26,52892.823142857145,15779.42,22,0,1520,74890175.94,76775548.5,50510.22927631579,11314.5,18,0,37,80,90,805,0.055900621118012424,0.5,0.013664596273291925,0.0,0.011842105263157895,0.0,0.9440993788819876,1118,2075014.8243243243,2182403.932769759,2180878.653170323,37,1.0517534174631276,0.03469056837460227,4.77226794224316,0.24098297389565376,0.12512479978927213,1562,781,123,140815694.56,142122191.96,90987.31879641485,104000.0,12,0,1366,122886463.42,124192960.82,90917.24803806735,104000.0,12,0,36,45,196,781,0.12548015364916773,0.5,0.0076824583866837385,0.0,0.008784773060029283,0.0,0.8745198463508322,1105,3449804.467222222,2828167.603025968,2839956.1427803547,36,0.8198051889309556,0.059428773126738096,15.39784422524743,0.23571916722743613,0.09788154798211139,1.6176108571858656,0.8986842105263158,47996287.480000004,0.06957953253115531,-0.0030573322031286123
E23,4951,4951,950,202890429.89,205328044.60999998,41472.0348636639,500.0,75,0,4802,200994746.13,203232360.85,42322.44082673886,503.0,74,0,37,682,149,0,0.030094930317107655,0.0,0.015148454857604524,0.0,0.015410245730945439,0.0,0.9699050696828924,1122,5492766.509459459,1897514.1526497563,1909037.6492676472,37,0.34545691126355377,-0.0009163838519873582,0.8433664185996288,0.8176430942149339,0.671506261772495,3570,3570,543,215653328.36,218226545.38,61127.88385994398,70534.56,37,47,3441,212044592.53,214276359.81,62271.537288578904,72830.0,34,0,37,117,129,0,0.03613445378151261,0.0,0.010364145658263305,0.013165266106442577,0.00988084859052601,0.0,0.9638655462184874,1110,5791252.9678378375,1255173.8747727715,1223213.8573670536,37,0.21673615049169406,-0.003373159013502853,0.788050654944384,0.10890975780386064,0.05393545371104911,1.0543417343271984,0.7165764264889629,11049846.400000006,0.0060395234644049535,-0.00552939714041943
E24,2047,2047,623,88205844.08,90124172.24,44027.441250610646,1740.0,16,0,2004,86230669.41,88148997.57,43986.52573353293,1647.0,16,0,36,367,43,0,0.021006350757205666,0.0,0.007816316560820713,0.0,0.007984031936127744,0.0,0.9789936492427943,1116,2448583.265833333,1467142.1526377872,1514588.3922222706,36,0.5991800128301826,0.03231333416139088,2.721440842103076,0.1752114422825421,0.08275244545750948,1782,1782,229,167685615.31,172198775.77,96632.30963524131,100000.0,28,0,1638,154248452.83,158761613.29,96924.06183760683,100000.0,28,0,35,48,144,0,0.08080808080808081,0.0,0.015712682379349047,0.0,0.017094017094017096,0.0,0.9191919191919192,1113,4536046.094,2963967.5365493055,2837327.626855235,35,0.6534253566051408,0.039229204194366055,3.63212564137197,0.28852009469272133,0.141299980420656,1.8010597700095887,0.8173652694610778,68017783.42000002,0.05980173005087515,0.009109985157889352
E25,1410,1410,606,10304807.07,10463074.65,7420.620319148937,330.04499999999996,6,0,1391,10004188.87,10162456.45,7305.863731128684,330.0,6,0,34,368,19,0,0.01347517730496454,0.0,0.00425531914893617,0.0,0.004313443565780014,0.0,0.9865248226950355,1023,298895.7779411765,288820.58137021953,284615.0392109858,34,0.9662919408217945,0.02652812911500042,10.57132173964046,0.18859111568443673,0.06522865074641568,978,978,339,48570907.06,49729907.06,50848.57572597137,7217.75,23,27,814,43833796.03,44937716.03,55206.03934889435,7800.0,22,0,34,233,164,0,0.16768916155419222,0.0,0.023517382413087935,0.027607361963190184,0.02702702702702703,0.0,0.8323108384458078,1000,1321697.5302941178,1462897.3821004557,1462942.9752936976,34,1.1068321976624385,0.01837592111908143,2.2987742333163697,0.14672975359046078,0.04987679946136882,4.421934426100297,0.5851905104241553,33829607.160000004,0.1542139842492277,0.022713583461247015
E26,791,791,316,44375578.78,44534540.38,56301.568116308474,37700.0,1,0,758,42645410.52,42804372.12,56470.14791556728,37700.0,1,0,37,117,33,0,0.041719342604298354,0.0,0.0012642225031605564,0.0,0.0013192612137203166,0.0,0.9582806573957017,1104,1156874.9221621621,796172.2491199079,797181.6296406973,37,0.688209445868087,0.015082724455471793,1.344177354764893,0.1749263177838199,0.08615115252346814,504,504,116,46858830.27,46982374.27,93218.99656746033,100000.0,2,0,450,42429070.82,42552614.82,94561.36626666666,100000.0,2,0,36,42,54,0,0.10714285714285714,0.0,0.003968253968253968,0.0,0.0044444444444444444,0.0,0.8928571428571429,1080,1182017.0783333334,847943.2295568604,846718.7056454445,36,0.7173696938055045,0.015629476916675177,2.4193401824103957,0.18459766205267478,0.08039404388680076,0.9941184209105041,0.5936675461741425,-216339.70000000298,0.06542351453855878,0.003125183230724128
E27,2565,2565,757,51954384.08,52200200.32,20350.955290448343,1043.72,22,0,2475,48889674.19,49135490.43,19852.723406060606,970.76,22,0,37,403,90,0,0.03508771929824561,0.0,0.008576998050682261,0.0,0.008888888888888889,0.0,0.9649122807017544,1121,1327986.2278378378,730580.0812581461,727178.3660438522,37,0.5501413086547147,0.029102201629314702,2.555873020317026,0.6086261058613799,0.37782459608796853,1468,1468,328,50743782.93,51374386.05,34996.17578337874,17176.34,24,0,1389,48659766.5,49290369.62,35486.22722822174,18353.87,24,0,37,177,79,0,0.05381471389645776,0.0,0.01634877384196185,0.0,0.017278617710583154,0.0,0.9461852861035422,1121,1332172.1518918918,699570.3548374969,682953.637407986,37,0.5251350989765085,0.0289980404300452,2.6778565731432744,0.18051940102290515,0.06541551349666154,1.003152083934537,0.5612121212121212,-229907.68999999762,0.01872699459821215,0.008389728821694266
E28,169,169,114,1534338.47,1534338.47,9078.925857988166,888.0,0,0,156,1414753.47,1414753.47,9068.932499999999,759.5,0,0,25,61,13,0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,1115,56590.1388,84185.13718367534,84185.13718367534,25,1.4876290987940701,0.000517722573737376,2.399089187046365,0.20264767401489392,0.1045463164667224,569,569,52,58784163.8,58784163.8,103311.35992970123,100000.0,0,0,525,53773528.75,53773528.75,102425.76904761905,100000.0,0,0,24,5,44,0,0.0773286467486819,0.0,0.0,0.0,0.0,0.0,0.9226713532513181,1101,2240563.6979166665,2142068.506116509,2142068.506116509,24,0.9560399948049945,0.07688102992513202,6.849135857467228,0.4701538780826244,0.3478789980520792,38.00911599813924,3.3653846153846154,52358775.28,0.0004055698256049678,0.0
E29,50,50,48,186918.44,186918.44,3738.3688,300.0,0,0,48,186618.44,186618.44,3887.8841666666667,300.0,0,0,18,17,2,0,0.04,0.0,0.0,0.0,0.0,0.0,0.96,1092,10367.691111111111,39054.96849309609,39054.96849309609,18,3.766988047246186,-0.28465770500549264,0.022388343346361292,0.8938023487925416,0.8013903272418441,475,475,38,47484378.78,47484378.78,99967.11322105264,100000.0,0,1,469,46976378.78,46976378.78,100162.85454157782,100000.0,0,0,15,3,6,0,0.01263157894736842,0.0,0.0,0.002105263157894737,0.0,0.0,0.9873684210526316,761,3131758.5853333334,2787142.576229066,2787142.576229066,15,0.889960863931794,-0.00439380097591616,0.9805442064917819,0.5310115561870475,0.39928039540457994,251.72420678256663,9.770833333333334,46789760.34,-0.02736842105263158,0.0
E3,4561,4561,986,57520838.33,58201409.07,12760.668509098881,396.0,26,0,4367,54179352.52,54859923.26,12562.382244103503,390.01,26,0,38,571,194,0,0.042534531900898925,0.0,0.005700504275378207,0.0,0.005953743989008472,0.0,0.957465468099101,1144,1443682.1910526315,927489.2303968881,948225.8115525852,38,0.6424469569169017,-0.007189677407733033,0.8275400015088555,0.6215724832204221,0.3991085620740338,24073,24073,619,682739787.96,1159428576.28,48163.02813442446,6972.0,4501,0,23688,661070278.7,1127455712.36,47596.0702617359,6890.0,4406,0,38,135,385,0,0.0159930212271009,0.0,0.186972957255016,0.0,0.18600135089496792,0.0,0.9840069787728991,1144,29669887.16736842,16649871.188999165,12653733.838442462,38,0.5611706945522547,-0.03612691130345379,0.18513689815784443,0.260365599785323,0.1412156820352551,20.551536447045333,5.424318754293566,606890926.1800001,-0.026541510673798025,0.18004760690595945
E30,754,754,331,25332074.36,25338824.36,33605.86785145888,1214.0,2,0,740,24220896.36,24227646.36,32740.062648648647,1115.0,2,0,32,169,14,0,0.01856763925729443,0.0,0.002652519893899204,0.0,0.002702702702702703,0.0,0.9814323607427056,1110,757113.94875,807754.4744289794,807749.0570568701,32,1.0668862669385333,0.05337376440535743,10.102795760709585,0.7999625597969146,0.643212941717669,800,800,58,83785026.3,83785026.3,104731.28287499999,109999.99,0,0,747,78108521.81,78108521.81,104562.94753681392,109999.99,0,0,24,7,53,0,0.06625,0.0,0.0,0.0,0.0,0.0,0.93375,850,3254521.7420833334,2521611.7721314803,2521611.7721314803,24,0.774802558399044,0.013643210323742185,3.0768192144249684,0.3578448882695608,0.2291978840566945,3.2239417997679576,1.0094594594594595,53887625.45,0.04768236074270557,-0.002702702702702703
E31,412,412,262,5106571.58,5117167.78,12420.310145631069,347.5,1,0,404,5059207.58,5069803.78,12549.019257425743,341.5,1,0,37,109,8,0,0.019417475728155338,0.0,0.0024271844660194173,0.0,0.0024752475247524753,0.0,0.9805825242718447,1112,137021.7237837838,131179.59818303472,131214.3835377088,37,0.9573635082129913,-0.03875382118295846,0.5855018336036378,0.8303993078801167,0.6927253653444796,2608,2608,658,56466238.15,56525704.15,21673.966315184047,9328.0,6,0,2501,54271848.95,54331314.95,21723.83644542183,9324.0,6,0,37,151,107,0,0.04102760736196319,0.0,0.0023006134969325155,0.0,0.0023990403838464614,0.0,0.9589723926380368,1112,1468413.9175675677,545285.7582803537,545891.8901528588,37,0.37134336017709596,0.015440518138009262,1.8711045270674906,0.20493678443540045,0.06589020615117999,10.716650447958758,6.1905940594059405,49212641.370000005,0.02161013163380785,-7.620714090601386e-05
E32,2826,2826,752,2607862.72,2668132.72,944.1375513092711,300.0,6,0,2811,2542575.72,2602845.72,925.9500960512274,300.0,6,0,31,272,15,0,0.005307855626326964,0.0,0.0021231422505307855,0.0,0.0021344717182497333,0.0,0.994692144373673,985,83962.76516129031,64180.77910093799,65293.009355336704,31,0.7643957291979172,0.046403430991676306,6.451244925983492,0.30481711378575294,0.11569811511960573,552,552,43,48727105.48,49127105.48,88998.37949275362,100000.0,2,49,468,45475253.28,45875253.28,98024.04547008548,100000.0,2,0,29,10,84,0,0.15217391304347827,0.0,0.0036231884057971015,0.08876811594202899,0.004273504273504274,0.0,0.8478260869565217,1074,1581905.2855172413,1442027.4061498991,1440899.6707102556,29,0.9115763246712929,0.03315949724729549,4.129429892141757,0.7334455418618672,0.5532064887170862,17.625037445554014,0.1664887940234792,42932677.56,0.1468660574171513,0.0021390325552545406
E33,1293,1293,390,84651745.75,85820708.27,66373.32426140757,64514.0,14,0,1133,69644756.16,70813718.68,62501.07562224184,50000.0,14,0,34,240,160,0,0.12374323279195669,0.0,0.01082753286929621,0.0,0.01235657546337158,0.0,0.8762567672080434,1011,2082756.4317647056,1506661.3650249501,1433476.3926089709,34,0.7233977732808469,-0.028596848151060787,0.6116434218268294,0.11713427757526712,0.045700541564437695,1073,1073,186,87446737.75,90082057.17,83953.45495806151,100000.0,14,4,912,74440396.16,77075715.58,84512.84603070175,100000.0,14,0,34,84,161,0,0.1500465983224604,0.0,0.0130475302889096,0.003727865796831314,0.015350877192982455,0.0,0.8499534016775396,1020,2266932.8111764705,1866554.3039366321,1797429.0432026226,34,0.8233831610421423,-0.031888371235908174,0.7513384604225988,0.10496172418409871,0.044669030356868804,1.0884291492768134,0.8049426301853486,4795640.0,0.026303365530503706,0.0029943017296108747
E34,2309,2309,584,63752740.57,70008707.89,30319.925461238632,2204.8,44,0,2071,52849851.65,59105818.97,28539.748416224047,1251.0,44,0,37,447,238,0,0.10307492420961455,0.0,0.019055868341273277,0.0,0.021245774987928536,0.0,0.8969250757903855,1119,1597454.5667567567,2901778.035269984,2533719.333777211,37,1.816501136030015,0.10231789178011227,84.28950121106593,0.14571864750527455,0.037384832583418265,707,707,96,100951985.3,101481514.14,143538.20953323905,100000.0,3,70,596,95568728.51,96098257.35,161238.68682885906,100000.0,3,0,35,64,111,0,0.157001414427157,0.0,0.004243281471004243,0.09900990099009901,0.0050335570469798654,0.0,0.842998585572843,1104,2745664.4957142854,3856736.463717255,3831660.296358812,35,1.4046641422275898,0.02948082818408662,14.73016881854408,0.5022757224847845,0.27835730383682344,1.625867960627972,0.2877836793819411,42718876.86000001,0.053926490217542464,-0.01621221794094867
E35,669,669,382,37695415.81,39728002.49,59384.15917787743,34800.0,12,0,633,33451922.23,35284508.91,55741.720236966816,31469.76,11,0,37,103,36,0,0.053811659192825115,0.0,0.017937219730941704,0.0,0.017377567140600316,0.0,0.9461883408071748,1113,953635.3759459459,634880.3045703567,650103.4924630362,37,0.6657474340657672,0.03850425772404047,3.4545931119583493,0.1235717453549221,0.04614236703533614,770,770,186,40232953.81,40272113.81,52301.44650649351,47108.81,2,7,737,38633260.75,38672420.75,52472.75542740841,46776.9,2,0,37,31,33,0,0.04285714285714286,0.0,0.0025974025974025974,0.00909090909090909,0.0027137042062415195,0.0,0.9571428571428572,1116,1045200.5608108108,762278.3384622018,762941.7521449318,37,0.729312982640257,0.048138631499210355,6.729065302811203,0.22456171611651696,0.15477430410905554,1.096016975853101,1.1642969984202212,5181338.52,-0.010954516335682257,-0.014663862934358797
E36,1636,1636,618,23711973.58,23851344.54,14579.061454767725,4774.65,6,0,1562,22400406.1,22539777.06,14430.074942381561,4554.5,6,0,32,417,74,0,0.04523227383863081,0.0,0.003667481662591687,0.0,0.0038412291933418692,0.0,0.9547677261613692,949,704368.033125,243915.69130224697,248928.56913570882,32,0.3462901208336931,0.013744006897391164,1.393108436454843,0.10926727418128243,0.05454773313092602,1547,1547,381,43420766.65,45437883.15,29371.611603102778,15800.0,36,5,1429,40171671.32,41944347.9,29352.237858642406,15800.0,33,0,32,198,118,0,0.07627666451195864,0.0,0.023270846800258566,0.003232062055591467,0.02309307207837649,0.0,0.9237233354880414,950,1310760.871875,470166.6042492038,477297.14602125186,32,0.3586974667443697,0.021348826925315402,1.7651715882850365,0.060591393292348694,0.029540918731962545,1.8609034059363496,0.9148527528809219,17771265.22,0.03104439067332783,0.01925184288503462
E37,618,618,208,52152650.68,52352650.68,84713.02699029126,96000.0,2,0,592,50078318.69,50278318.69,84929.59238175675,96735.5,2,0,37,79,26,0,0.042071197411003236,0.0,0.003236245954692557,0.0,0.0033783783783783786,0.0,0.9579288025889967,1111,1358873.478108108,942785.7432832516,941079.4684937268,37,0.6937995026555712,0.02139271157952472,2.0161215772206167,0.16641223847574926,0.06240465934362306,1273,1273,371,56016244.25,57164783.67,44905.56454831108,20000.0,14,0,1184,50089245.77,51237785.19,43275.15641047297,16784.0,14,0,37,276,89,0,0.06991358994501179,0.0,0.010997643362136685,0.0,0.011824324324324325,0.0,0.9300864100549883,1109,1384805.005135135,892495.0157090636,915851.4948613237,37,0.6444914716508916,0.022505489097330605,1.9017167491529012,0.08917506139378856,0.02446771520512429,1.0190831062970853,2.0,10927.080000005662,0.027842392534008553,0.008445945945945946
E38,991,991,468,15963852.31,15985334.17,16130.508748738648,550.0,4,0,958,13162533.92,13184015.78,13762.020647181627,514.5,4,0,31,236,33,0,0.033299697275479316,0.0,0.004036326942482341,0.0,0.0041753653444676405,0.0,0.9667003027245207,1023,425290.8316129032,1002478.8084064238,1002672.7911705397,31,2.357160639002143,0.05671921285996825,459.47719057423933,0.2996052239251795,0.12158443401780074,628,628,56,56481480.99,57281480.99,91212.54934713375,100000.0,4,0,552,50113398.94,50913398.94,92234.41836956522,100000.0,4,0,24,8,76,0,0.12101910828025478,0.0,0.006369426751592357,0.0,0.007246376811594203,0.0,0.8789808917197452,955,2121391.6225,2087795.6669635144,2109980.1179996803,24,0.9841632468139505,0.014092833687401404,1.6990991551923555,0.6267524397183765,0.420214441687965,3.86175197220524,0.5762004175365344,36950865.019999996,0.08771941100477545,0.0030710114671265625
E39,282,282,214,374123.46,374123.46,1326.6789361702129,345.0,0,0,279,373240.46,373240.46,1337.7794265232976,345.0,0,0,26,54,3,0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.9893617021276596,927,14355.402307692308,25224.06919575211,25224.06919575211,26,1.7571133608868525,0.09821850360667402,15.075246366536687,0.17771385235137693,0.09624242434509832,264,264,56,36447643.68,37260423.68,141137.96848484848,95723.0,6,0,236,32917476.68,33730256.68,142924.81644067797,97305.0,6,0,24,2,28,0,0.10606060606060606,0.0,0.022727272727272728,0.0,0.025423728813559324,0.0,0.8939393939393939,800,1405427.3616666666,1434405.0587033522,1438675.2680100575,24,1.0206184238524585,-0.006950061644179605,0.1948334420159861,0.9703530569160199,0.9424639963004893,90.37138331680332,0.8458781362007168,32544236.22,0.09542230818826564,0.025423728813559324
E4,558,558,327,380407448.31,389234886.11,697553.5593369176,1080.0,4,0,521,254584214.62,263411652.42,505588.58429942414,944.0,4,0,38,131,37,0,0.06630824372759857,0.0,0.007168458781362007,0.0,0.007677543186180422,0.0,0.9336917562724014,1133,6931885.590000001,12988030.515513206,12878868.629470356,38,1.873664870385318,-0.004138294991816674,6.2948856473924515,0.9383720087138885,0.8812883561874376,2231,2231,115,2345630675.63,2362454718.07,1058921.8816987898,1151000.0,9,0,2041,2146540584.71,2163364627.15,1059953.2715090641,1152345.0,9,0,35,26,190,0,0.08516360376512774,0.0,0.004034065441506051,0.0,0.004409603135717786,0.0,0.9148363962348722,1087,61810417.918571435,80974071.89016184,81030505.99458294,35,1.3100392234337657,-0.08435846353446115,0.10929493587197357,0.5520522699048421,0.3286993422320858,8.212866087262519,3.9174664107485606,1891956370.0900002,0.018855360037529176,-0.0032679400504626362
E40,3148,3148,831,4847020.63,4910748.71,1559.958294155019,241.75,34,0,3068,4486335.36,4550063.44,1483.0715254237289,238.0,34,0,34,796,80,0,0.025412960609911054,0.0,0.010800508259212199,0.0,0.01108213820078227,0.0,0.974587039390089,1015,133825.39529411762,142370.64195794775,141940.75390703752,34,1.063853700151975,0.0326251163871028,13.650645170047424,0.07736155872147575,0.02142782098188911,883,883,245,36044581.87,41601029.87,47113.284110985274,32345.0,42,52,800,34507751.31,40064199.31,50080.2491375,41800.0,42,0,35,483,83,0,0.09399773499433749,0.0,0.04756511891279728,0.05889014722536806,0.0525,0.0,0.9060022650056625,1030,1144691.408857143,1203989.185149786,1129789.4285508739,35,1.0518024122779481,0.05824159416515006,37.79112377734725,0.08142356658019531,0.013285559996180113,8.805195760083732,0.2607561929595828,30021415.950000003,0.06858477438442644,0.04141786179921773
E41,2033,2033,726,5888015.49,6171703.49,3035.7616773241516,580.0,13,0,1968,5388727.33,5672415.33,2882.324862804878,540.0,13,0,34,486,65,0,0.031972454500737824,0.0,0.006394490900147565,0.0,0.0066056910569105695,0.0,0.9680275454992622,1032,166835.745,133010.21901533453,132347.23003650765,34,0.7972525253226431,0.04826821559237308,20.401515625836698,0.09878236648796307,0.028753404953953555,663,663,140,36594329.95,38968792.01,58776.45853695324,68722.97,18,0,605,33332217.83,35706679.89,59019.30560330579,68900.0,18,0,38,13,58,0,0.08748114630467571,0.0,0.027149321266968326,0.0,0.02975206611570248,0.0,0.9125188536953243,1126,939649.4707894737,746971.6186510765,711528.0651068242,38,0.79494709662688,0.05608917325290347,15.676770710849718,0.5384763290575432,0.3352975614968736,6.294792925538476,0.3074186991869919,27943490.5,0.05550869180393789,0.02314637505879191
