enterprise_id,enterprise_name,main_risk_score,risk_instability_mean,risk_instability_sd,risk_instability_p05,risk_instability_p10,risk_instability_p50,risk_instability_p90,risk_instability_p95,risk_instability_min,risk_instability_max,risk_instability_test_count,label_spreading_risk_score,label_spreading_final_labeled_nodes,label_spreading_final_unlabeled_target_nodes,label_spreading_test_labels_hidden,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,predicted_rating,ood_feature_count,ood_feature_fraction,missing_primary_feature_count,novelty_score_max_tail_distance,ood_flag,threshold_source,threshold_rule,main_risk_rank,label_spreading_risk_rank,rank_difference_label_spreading_minus_main,main_top20_candidate,label_spreading_top20_candidate,rating_probability_sum,rating_probability_min,rating_row_nonnegative_ok,rating_row_sum_ok,rating_probability_check,risk_instability_interval_width,risk_disagreement_abs,rating_entropy_normalized,uncertainty_reason_ood,uncertainty_reason_interval_width,uncertainty_reason_model_disagreement,uncertainty_reason_rating_entropy,uncertainty_reasons,high_uncertainty_flag,risk_interval_is_external_confidence_interval,risk_interval_definition,risk_interpretation
E400,***办公用品经营部,0.2455641334,0.2613115967,0.03361348829,0.2168672976,0.2281191795,0.2564582959,0.3087335115,0.3232638843,0.2037460551,0.3650381162,50,0.9421035354,123,302,True,0.1174446311,0.4062154561,0.4111298971,0.06521001571,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,72,10,-62,0,1,1,0.06521001571,True,True,PASS,0.1063965867,0.696539402,0.837450785,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E293,***物资有限公司,0.2451386735,0.2488497006,0.05064945807,0.1891737955,0.2003755903,0.2458486911,0.3051415332,0.3610960654,0.1225849529,0.3799788131,50,0.1448117349,123,302,True,0.05198450753,0.2597850331,0.5434498213,0.1447806381,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,73,102,29,0,0,1,0.05198450753,True,True,PASS,0.1719222699,0.1003269386,0.8043543457,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E369,***网络技术有限公司,0.2283153679,0.2191730286,0.03099764808,0.1700660947,0.1770310827,0.2266419267,0.2525611068,0.2599915881,0.1469364497,0.2752419283,50,0.04783279043,123,302,True,0.07233754482,0.3194608435,0.5018192978,0.1063823139,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,74,120,46,0,0,1,0.07233754482,True,True,PASS,0.08992549337,0.1804825775,0.8215543109,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E382,***教育信息咨询有限公司***分公司,0.2280354915,0.2515430677,0.05276713796,0.1830969522,0.1933132396,0.2412849588,0.3231545718,0.330590589,0.1526988369,0.3992788836,50,0.3123365947,123,302,True,0.1415349454,0.4350979787,0.3700629431,0.05330413274,B,1,0.06666666667,0,0.0175100672,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,75,80,5,0,0,1,0.05330413274,True,True,PASS,0.1474936369,0.08430110323,0.8388974795,True,False,False,True,OOD|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E345,***科技有限公司,0.2238034406,0.2139996382,0.02501698932,0.1729143564,0.176924372,0.2206717561,0.24241501,0.2450454048,0.1648982035,0.262927323,50,0.3352233599,123,302,True,0.07901592602,0.3357669583,0.4875809677,0.09763614793,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,76,71,-5,0,0,1,0.07901592602,True,True,PASS,0.07213104844,0.1114199193,0.8254856577,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E347,***不锈钢材料有限公司,0.2223898224,0.2162440013,0.03254253308,0.1596101333,0.1840824543,0.2175823646,0.2496014872,0.2633214624,0.130244787,0.3004752009,50,0.01306745574,123,302,True,0.09728295209,0.3736947626,0.4497136571,0.07930862814,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,77,170,93,0,0,1,0.07930862814,True,True,PASS,0.103711329,0.2093223666,0.8330859164,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E249,***建筑工程有限公司,0.2185132356,0.2037901726,0.06326715263,0.1149200381,0.1316371427,0.1931891724,0.2743694569,0.3181393055,0.0823646632,0.375910948,50,0.4387594618,123,302,True,0.01259252645,0.08272126108,0.4834215667,0.4212646458,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,78,53,-25,0,1,1,0.01259252645,True,True,PASS,0.2032192674,0.2202462262,0.7046237391,False,True,True,False,risk_interval_width|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E324,***汽贸有限公司,0.2157617112,0.2407757435,0.07490817216,0.1260600047,0.1581824119,0.2420749986,0.3374989423,0.3600052629,0.1053631437,0.4253397724,50,0.05754502773,123,302,True,0.09289262736,0.3653918368,0.4585997691,0.0831157668,C,1,0.06666666667,0,0.08034914166,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,79,117,38,0,0,1,0.0831157668,True,True,PASS,0.2339452582,0.1582166835,0.8316264142,True,True,False,True,OOD|risk_interval_width|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E353,***税务师事务所有限公司,0.2094910807,0.2024863413,0.03044047148,0.1339634084,0.17074813,0.2058513014,0.2337308792,0.2374448265,0.1187969268,0.2516362919,50,0.001889578584,123,302,True,0.0849398581,0.3490770472,0.4750683768,0.09091471789,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,80,230,150,0,0,1,0.0849398581,True,True,PASS,0.1034814181,0.2076015021,0.8284144928,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E296,***装饰设计工程有限公司,0.2079787941,0.1971716953,0.04689450109,0.1032192392,0.1419837955,0.2082823088,0.241010787,0.2488074981,0.0360675522,0.2632044769,50,0.3239602842,123,302,True,0.01762295221,0.1114469678,0.5299186755,0.3410114045,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,81,78,-3,0,0,1,0.01762295221,True,True,PASS,0.145588259,0.1159814901,0.7351234862,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E354,***广告有限公司,0.2071532718,0.2085660655,0.02170062763,0.1744400221,0.1801904679,0.208852727,0.2379421251,0.2474919433,0.168233255,0.2546681109,50,0.005475995552,123,302,True,0.1150223976,0.4027526456,0.4155626799,0.06666227699,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,82,203,121,0,0,1,0.06666227699,True,True,PASS,0.07305192117,0.2016772763,0.8371028534,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E356,***建材装饰部,0.2057589781,0.2291045786,0.05741090405,0.1539361644,0.1551408567,0.2193617732,0.3110036487,0.3297395997,0.1330790756,0.349420208,50,0.3926737236,123,302,True,0.05391898378,0.2661880478,0.5398240605,0.1400689079,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,83,62,-21,0,0,1,0.05391898378,True,True,PASS,0.1758034352,0.1869147456,0.8063960525,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E232,***投资发展有限责任公司,0.2006365526,0.1997560693,0.06659306806,0.1064865247,0.1220036257,0.1932036422,0.2723817131,0.3097598931,0.06584103586,0.3953998253,50,0.02686696276,123,302,True,0.02846971844,0.1664324899,0.5645232014,0.2405745903,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,84,142,58,0,0,1,0.02846971844,True,True,PASS,0.2032733684,0.1737695898,0.7684475588,False,True,False,True,risk_interval_width|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E251,***医疗器械有限责任公司,0.2002959646,0.189484094,0.03153878975,0.1359212938,0.1597133074,0.1885855142,0.228720663,0.2328924569,0.08928648968,0.2542435916,50,0.01196727899,123,302,True,0.03970319472,0.2148934199,0.5620442337,0.1833591517,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,85,171,86,0,0,1,0.03970319472,True,True,PASS,0.09697116311,0.1883286856,0.7887124742,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E366,***房地产经纪有限公司,0.1999291094,0.2369340092,0.0429627823,0.176540243,0.186382189,0.2331408148,0.2953592797,0.3054894748,0.1573444154,0.3391619868,50,0.05229692447,123,302,True,0.08252814171,0.3437831918,0.4801421403,0.09354652614,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,86,119,33,0,0,1,0.08252814171,True,True,PASS,0.1289492318,0.1476321849,0.8272812249,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E286,***印务有限公司,0.1983096873,0.2042435843,0.0256320268,0.1642028165,0.1745618606,0.20140838,0.2371302573,0.2506804823,0.1522909897,0.273691574,50,0.3306602397,123,302,True,0.05145401729,0.2579993462,0.5444215399,0.1461250966,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,87,74,-13,0,0,1,0.05145401729,True,True,PASS,0.0864776658,0.1323505524,0.803776791,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E367,***电子商务有限公司,0.1966396481,0.2227990886,0.02989292235,0.1739576528,0.1880789864,0.2196128017,0.2614185133,0.2763542322,0.1635828854,0.2926667972,50,0.01666182051,123,302,True,0.08600112716,0.3513539551,0.4728461462,0.0897987715,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,88,158,70,0,0,1,0.08600112716,True,True,PASS,0.1023965794,0.1799778276,0.828888637,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E237,个体经营E237,0.1939082061,0.2048065704,0.04772479341,0.1448473939,0.1546578838,0.2176566437,0.2572424508,0.2669589123,0.05104279528,0.3040076598,50,0.2758442217,123,302,True,0.05339390811,0.2644667642,0.5408202315,0.1413190962,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,89,84,-5,0,0,1,0.05339390811,True,True,PASS,0.1221115184,0.08193601561,0.8058516881,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E357,***家居经营部,0.1918285315,0.2115796283,0.0265255552,0.175694199,0.178027015,0.2118533995,0.2440750563,0.2555982438,0.1641378416,0.285946412,50,0.0633617198,123,302,True,0.140008647,0.4335407352,0.3725061025,0.05394451522,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,90,113,23,0,0,1,0.05394451522,True,True,PASS,0.07990404481,0.1284668117,0.8388996897,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E297,***建筑机械租赁有限公司,0.1875573746,0.210471885,0.04295623734,0.1597137816,0.1632279069,0.2027314736,0.276768425,0.3069851242,0.1490672472,0.3263771148,50,0.3973327371,123,302,True,0.03778404884,0.2071555194,0.5638573075,0.1912031242,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,91,59,-32,0,1,1,0.03778404884,True,True,PASS,0.1472713426,0.2097753625,0.7857580062,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E339,***居益卫浴家俬厂,0.1863596331,0.1938506862,0.02350425075,0.162284447,0.1653031931,0.192657085,0.2279977539,0.2366844362,0.1586885196,0.2532144829,50,0.4768992408,123,302,True,0.05753801365,0.2777232122,0.5327529585,0.1319858156,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,92,44,-48,0,1,1,0.05753801365,True,True,PASS,0.07439998914,0.2905396077,0.8099585294,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E317,***科技有限公司,0.1858004502,0.1830310113,0.01969994516,0.1520997799,0.1618506699,0.1837588846,0.2070103667,0.2099882468,0.1289012848,0.2228375462,50,0.002470365984,123,302,True,0.0831413178,0.3451451023,0.4788491968,0.09286438312,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,93,222,129,0,0,1,0.0831413178,True,True,PASS,0.0578884669,0.1833300842,0.8275768416,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E344,***机械有限公司,0.1851283952,0.1827271549,0.0389724119,0.1036066548,0.1376336977,0.1923831694,0.2200181864,0.2232854341,0.0458049904,0.2297116231,50,0.4238084073,123,302,True,0.08240939688,0.3435181788,0.480392744,0.09367968026,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,94,57,-37,0,1,1,0.08240939688,True,True,PASS,0.1196787793,0.2386800121,0.8272233773,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E223,***科技有限公司,0.1842149147,0.2256891512,0.07407089477,0.1323748478,0.1402339312,0.2054662097,0.3254840148,0.3601279005,0.1226203252,0.4384388723,50,0.007083367521,123,302,True,0.2709752149,0.4833630271,0.2212953818,0.02436637617,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,95,189,94,0,0,1,0.02436637617,True,True,PASS,0.2277530526,0.1771315472,0.8147613909,False,True,False,True,risk_interval_width|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E387,***农副产品经营部,0.1821964253,0.2137896219,0.04336293145,0.1513667507,0.1604386197,0.2134230102,0.2693007023,0.2793123006,0.1292940547,0.3062208777,50,0.1028280917,123,302,True,0.1099833993,0.3951801515,0.4249641539,0.06987229535,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,96,107,11,0,0,1,0.06987229535,True,True,PASS,0.1279455499,0.07936833357,0.8362367277,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E274,***建筑劳务有限公司,0.1799588263,0.2040976578,0.04118248007,0.1468634848,0.1596780648,0.1999413217,0.2570364708,0.2600948292,0.1280401556,0.3695069545,50,0.02030633431,123,302,True,0.101022691,0.3803991095,0.4422737101,0.07630448944,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,97,153,56,0,0,1,0.07630448944,True,True,PASS,0.1132313444,0.159652492,0.834170606,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E269,***节能服务有限公司,0.1790853489,0.1700320087,0.03771949391,0.1089713101,0.1215264009,0.1693091169,0.2156244444,0.2311038514,0.08131300225,0.2638134817,50,0.04171097841,123,302,True,0.03788916423,0.2075848033,0.5637690292,0.1907570032,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,98,125,27,0,0,1,0.03788916423,True,True,PASS,0.1221325414,0.1373743705,0.785924198,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E388,***商贸有限公司,0.1790204903,0.1851598424,0.03351232232,0.1278475902,0.1405200066,0.1867702352,0.2254371314,0.2356974223,0.1210257395,0.2506654111,50,0.01148652449,123,302,True,0.1760449062,0.4623002146,0.3200158441,0.04163903507,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,99,172,73,0,0,1,0.04163903507,True,True,PASS,0.107849832,0.1675339658,0.8363708657,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E300,***建设工程有限公司,0.1780836434,0.1716487699,0.02479021434,0.1333793013,0.1411330016,0.1729925038,0.2051792903,0.2157505074,0.1308678109,0.2241996043,50,0.256443854,123,302,True,0.08509600384,0.3494140464,0.4747409955,0.09074895423,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,100,89,-11,0,0,1,0.08509600384,True,True,PASS,0.08237120614,0.07836021059,0.8284851795,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E312,***家居用品有限公司,0.1752603788,0.197270549,0.05957762009,0.09891168677,0.1261250658,0.1968582214,0.2762406056,0.2915553959,0.08459769798,0.3184068048,50,0.5383775247,123,302,True,0.1158804723,0.4039922025,0.4139859356,0.06614138962,C,1,0.06666666667,0,0.068142521,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,101,35,-66,0,1,1,0.06614138962,True,True,PASS,0.1926437091,0.363117146,0.8372310078,True,False,True,True,OOD|label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E231,***建筑科技有限公司,0.1729792696,0.1961766231,0.05214913865,0.1244534879,0.1357142379,0.1921898644,0.272034367,0.2938497035,0.1131789828,0.324928803,50,0.01897440048,123,302,True,0.564522904,0.3500742573,0.07829272895,0.007110109692,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,102,156,54,0,0,1,0.007110109692,True,True,PASS,0.1693962157,0.1540048691,0.667119888,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E226,***建设工程有限公司,0.1712671043,0.1922039449,0.05691898517,0.1208378825,0.1328414138,0.1844574111,0.271237285,0.2947157542,0.0925801244,0.3334347091,50,0.461737746,123,302,True,0.4322329726,0.4305760207,0.1251439764,0.0120470304,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,103,48,-55,0,1,1,0.0120470304,True,True,PASS,0.1738778717,0.2904706417,0.7492567397,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E346,个体经营E346,0.1694293505,0.173232193,0.0292091535,0.1229689744,0.1399720121,0.1745265705,0.2096197893,0.216213485,0.1027620035,0.23649856,50,0.00112440131,123,302,True,0.1455856413,0.4390697044,0.363678887,0.05166576727,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,104,247,143,0,0,1,0.05166576727,True,True,PASS,0.09324451062,0.1683049492,0.8388392689,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E316,个体经营E316,0.16843868,0.1602205611,0.02334637854,0.1219194353,0.1256198517,0.1638900471,0.1893066595,0.1963127934,0.115457476,0.2011468809,50,0.02038461801,123,302,True,0.04859759652,0.2481576192,0.54945749,0.1537872943,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,105,152,47,0,0,1,0.04859759652,True,True,PASS,0.07439335813,0.148054062,0.8005294931,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E359,***厨房用品经营部,0.1679190052,0.2049357171,0.03717048867,0.1507035032,0.162750505,0.1976531803,0.2558944973,0.2643152857,0.1418707825,0.3072302248,50,0.02043924143,123,302,True,0.2281279758,0.4813095066,0.2601097216,0.03045279598,B,1,0.06666666667,0,1.278471425e-07,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,106,150,44,0,0,1,0.03045279598,True,True,PASS,0.1136117824,0.1474797637,0.8264472356,True,False,False,True,OOD|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E364,***电子有限公司,0.1677352428,0.1692151928,0.03071644439,0.1196727149,0.129929668,0.1770557719,0.2001263304,0.2043143307,0.07517732479,0.2116468342,50,0.001820801697,123,302,True,0.2084596091,0.4766447749,0.2808471191,0.03404849701,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,107,232,125,0,0,1,0.03404849701,True,True,PASS,0.08464161575,0.1659144411,0.8308451969,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E341,***纺织品有限公司,0.1642112517,0.2029004166,0.04580318463,0.1274775995,0.1547416473,0.2027396748,0.2567701203,0.2626278692,0.1119321868,0.3377000019,50,0.0529483582,123,302,True,0.1135383366,0.4005749837,0.4183063481,0.06758033156,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,108,118,10,0,0,1,0.06758033156,True,True,PASS,0.1351502697,0.1112628935,0.836868214,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E328,***科技有限公司,0.1641671289,0.1662276598,0.01922356455,0.1336185353,0.1402514087,0.1643762523,0.1896691211,0.192199414,0.1252575982,0.2050316582,50,0.03611100819,123,302,True,0.09391548621,0.3673692467,0.4565154072,0.08219985989,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,109,134,25,0,0,1,0.08219985989,True,True,PASS,0.05858087873,0.1280561207,0.8319852394,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E332,***商贸有限公司,0.1623294325,0.1551635974,0.03856667168,0.09798385784,0.1034957602,0.1610154314,0.2078274233,0.2131178362,0.08752602135,0.2513609244,50,0.0006647085302,123,302,True,0.02916894982,0.1696834973,0.565107827,0.2360397259,C,1,0.06666666667,0,0.01802438183,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,110,259,149,0,0,1,0.02916894982,True,True,PASS,0.1151339784,0.161664724,0.7699682012,True,False,False,True,OOD|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E192,***建设工程有限公司,0.1622654,0.1647392807,0.02804961482,0.122821306,0.1293446287,0.1637126764,0.1981223657,0.2179878978,0.1103424356,0.2372145838,50,0.05954954802,123,302,True,0.0510812494,0.2567367831,0.5450980231,0.1470839444,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,111,116,5,0,0,1,0.0510812494,True,True,PASS,0.09516659187,0.102715852,0.803366283,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E338,***商贸有限公司,0.1607342933,0.16030932,0.02122595385,0.1296756124,0.1338321259,0.1569283973,0.1870251477,0.1917478034,0.118604479,0.2130194591,50,0.4689538073,123,302,True,0.1380162357,0.4314565618,0.3757267822,0.0548004202,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,112,47,-65,0,1,1,0.0548004202,True,True,PASS,0.06207219105,0.3082195139,0.8388856432,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E370,***设计服务部,0.1604663878,0.1786856533,0.02462038264,0.145539455,0.1477849035,0.1758574104,0.2135726181,0.2231070145,0.1389095718,0.2484617218,50,0.001752408396,123,302,True,0.2095855605,0.4769861871,0.2796030298,0.03382522264,B,1,0.06666666667,0,5.301037344e-06,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,113,235,122,0,0,1,0.03382522264,True,True,PASS,0.07756755952,0.1587139794,0.8306123805,True,False,False,True,OOD|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E333,***房地产营销策划有限公司,0.1590864705,0.1576379805,0.03204372779,0.1082035363,0.1133208761,0.1619287365,0.1949360009,0.2082280818,0.09968610665,0.2299469099,50,0.3243160167,123,302,True,0.06194996316,0.2910426308,0.5237660497,0.1232413564,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,114,76,-38,0,0,1,0.06194996316,True,True,PASS,0.1000245454,0.1652295461,0.8138843775,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
E276,***体育设施工程有限公司,0.1564236075,0.1560416504,0.02041073353,0.1228675695,0.1289269365,0.15580323,0.1815640508,0.1846537212,0.1128905744,0.1977250036,50,0.003231759322,123,302,True,0.09813925608,0.3752591214,0.4479993137,0.07860230876,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,115,218,103,0,0,1,0.07860230876,True,True,PASS,0.06178615175,0.1531918481,0.8333467276,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; 302 firms have no observed default labels
