enterprise_id,enterprise_name,business_scale_10k,sales_scale_10k,purchase_scale_10k,net_sales_10k,operating_net_inflow_proxy_10k,sales_growth_trend,sales_monthly_cv,invoice_activity_per_month,sales_return_rate,purchase_return_rate,void_invoice_rate,zero_amount_invoice_rate,customer_count,supplier_count,customer_hhi,supplier_hhi,max_customer_share,max_supplier_share,purchase_sales_ratio,active_month_ratio,longest_active_streak_ratio,audit_all_invoice_count,audit_valid_invoice_count,audit_void_invoice_count,audit_positive_invoice_count,audit_negative_invoice_count,audit_zero_invoice_count,audit_negative_amount_10k,audit_missing_counterparty_count
E208,个体经营E208,17735.44991,8951.869296,8783.580612,8751.720961,-30.539651,0.02112925852,0.7800511479,45.36585366,0.02235827271,0.0001502803991,0.07185628743,0,80,44,0.03785527186,0.3309852511,0.1041657736,0.52702661,0.9812007215,0.8780487805,0.8780487805,2004,1860,144,1839,21,0,201.468335,0
E209,***工程检测有限公司,12013.31154,7369.037688,4644.273856,6966.780358,2337.790194,0.07477141157,0.8144993431,228.0731707,0.05458749799,0.003290867954,0.04921199797,0,480,1599,0.01275860778,0.02236703704,0.04344122171,0.1077455842,0.6302415665,0.9024390244,0.9024390244,9835,9351,484,9272,79,0,417.541022,0
E210,***建筑工程有限公司,6160.013346,5529.348207,630.665139,5529.348207,4911.230068,0.08937720572,1.790169233,26.65853659,-0,0.01989486849,0.0470793374,0,3,153,0.7826728733,0.1119311584,0.8797830218,0.2433563559,0.1140577723,0.7317073171,0.5853658537,1147,1093,54,1090,3,0,12.547,0
E211,个体经营E211,7521.060188,5259.68328,2261.376908,5201.520091,2943.705512,0.04548240129,0.7007146865,45.68292683,0.01105830635,0.001575292021,0.08812074002,0,82,105,0.04786010606,0.4730420349,0.130481389,0.6340536577,0.4299454525,0.8780487805,0.8780487805,2054,1873,181,1855,18,0,61.725518,0
E212,***建电管理咨询有限公司,8268.743947,8252.999593,15.744354,8150.348381,8134.604027,0.05923692066,1.039975124,39.75609756,0.01243804884,-0,0.1039032435,0,121,49,0.06307422205,0.163499988,0.1367245554,0.2637898005,0.001907712926,0.9268292683,0.9268292683,1819,1630,189,1610,20,0,102.651212,0
E213,***科技有限公司,11863.79543,6609.866236,5253.929195,6531.665936,1411.595559,-0.05776078379,0.7377268913,79.29268293,0.01183084456,0.02547784963,0.06094742923,0,247,592,0.03797472033,0.06597567294,0.135408716,0.1760084536,0.7948616519,0.9024390244,0.9024390244,3462,3251,211,3210,41,0,212.059118,0
E214,***建筑工程有限公司,10837.38454,7036.396731,3800.987808,6953.224021,3152.292213,0.01942511302,1.072729731,34.26829268,0.01182035539,1.473301227e-05,0.1257000622,0,217,154,0.03740767689,0.06399225583,0.08527091677,0.186891947,0.540189525,0.9024390244,0.9024390244,1607,1405,202,1389,16,0,83.22871,0
E215,***建筑工程有限公司,6999.11928,6975.223859,23.895421,6975.223859,6951.328438,0.08313885911,1.820356926,22.63414634,-0,-0,0.08027750248,0,8,69,0.2793590702,0.1461243437,0.40670494,0.2584972242,0.003425756862,0.6829268293,0.3658536585,1009,928,81,928,0,0,-0,0
E216,***建设工程有限公司,10068.82349,6430.611175,3638.212315,6401.640896,2794.706786,0.09110223113,1.239918745,98.17073171,0.004505058417,0.008597135706,0.0459824603,0,30,570,0.1485781566,0.09123435334,0.2754778098,0.2717775007,0.5657646242,0.9024390244,0.8780487805,4219,4025,194,4004,21,0,60.248484,0
E217,个体经营E217,6401.028845,284.10575,6116.923095,284.10575,-5832.817345,-0.00831482641,3.210248247,5.756097561,-0,-0,0.7549325026,0,15,202,0.1486478118,0.01046671331,0.3011273091,0.01901609652,21.53044454,0.6097560976,0.6097560976,963,236,727,236,0,0,-0,0
E218,***建设工程有限公司,8631.808997,4265.372233,4366.436764,4265.372233,-89.307455,0.05390334752,2.630200088,28.36585366,-0,0.002692601917,0.129491018,0,43,269,0.5295691281,0.1420743211,0.7143231197,0.2509148897,1.023694188,0.8780487805,0.8048780488,1336,1163,173,1159,4,0,11.757076,0
E219,***品牌营销策划有限公司,8342.913626,4295.694179,4047.219447,4013.194184,-5.102909,0.05238423762,1.431405815,116.8292683,0.06576352581,0.007146228263,0.05671524222,0,26,757,0.08608434875,0.03306676609,0.1678131401,0.13777459,0.9421572576,0.8780487805,0.8048780488,5078,4790,288,4716,74,0,311.422349,0
E220,***文化传播有限公司,14430.3213,8541.543403,5888.777896,8510.351303,2669.291411,0.01279289022,0.8028872055,169.2926829,0.003651810748,0.008103210011,0.0406357982,0,147,1569,0.3703237771,0.01100110372,0.5428657196,0.05943508249,0.6894278491,0.9024390244,0.9024390244,7235,6941,294,6880,61,0,78.910104,0
E221,***测绘服务有限公司,8386.793954,4979.054954,3407.739,4873.002268,1467.628473,0.08440905973,1.203984179,123.9268293,0.0212997621,0.0006940687066,0.02062451812,0,290,954,0.03847476282,0.09088075122,0.1171306614,0.1979341728,0.68441482,0.7073170732,0.7073170732,5188,5081,107,5056,25,0,108.417891,0
E222,***数码科技有限公司,13112.44861,7043.384813,6069.063796,6918.286972,1179.991351,0.06348295078,1.262606013,130.4390244,0.01776104023,0.05450069172,0.109260493,0,65,928,0.07327894746,0.02477051526,0.1886918359,0.06956386919,0.8616686376,0.9024390244,0.9024390244,6004,5348,656,5226,122,0,455.866016,0
E223,***科技有限公司,8075.670039,3707.325829,4368.34421,3555.218077,-802.615923,0.1574385968,1.524698421,72.73170732,0.04102896778,0.002405994009,0.0542340628,0,52,785,0.2418301522,0.1820269606,0.4551269459,0.3658419285,1.17830059,0.4634146341,0.4634146341,3153,2982,171,2941,41,0,162.617962,0
E224,***纸业有限公司,22750.20443,11277.4684,11472.73603,11147.8009,-280.549181,-0.05461611724,0.6559145005,44.70731707,0.01149792625,0.003868819772,0.02810180276,0,41,103,0.1215660566,0.1058412694,0.2355173585,0.2039042599,1.017314846,0.9024390244,0.9024390244,1886,1833,53,1814,19,0,174.053448,0
E225,***物业服务有限责任公司***分公司,12435.81531,7593.747295,4842.068018,7485.191094,2677.700789,0.05365444927,0.7507623377,304.5853659,0.01429547189,0.007141104353,0.05422599212,0,470,680,0.02120077612,0.2073222163,0.06517438766,0.4399022067,0.6376388139,0.9268292683,0.9268292683,13204,12488,716,12340,148,0,143.133914,0
E226,***建设工程有限公司,10381.76472,4979.948333,5401.816386,4931.748333,-241.588053,0.05126283395,1.389722698,37.51219512,0.009678815276,0.0422968838,0.039350406,0,26,219,0.4386044132,0.09178291815,0.6505997218,0.1640003911,1.084713339,0.8536585366,0.8048780488,1601,1538,63,1503,35,0,276.68,0
E227,***安全技术有限公司,11648.18137,6076.427424,5571.753944,6035.2822,505.61829,0.02052083862,0.9439273202,84.51219512,0.006771285351,0.007554180321,0.05944625407,0,72,554,0.05483419269,0.02392200649,0.1189544365,0.06537244262,0.9169456911,0.8780487805,0.8536585366,3684,3465,219,3441,24,0,83.235258,0
E228,***文化发展有限公司,10626.4269,7336.05285,3290.374047,6384.77925,3107.380257,0.003654240334,0.7435832852,89.2195122,0.1296710397,0.003943337084,0.0665986221,0,155,603,0.02671590524,0.03545048488,0.06912872772,0.1203613918,0.4485210391,0.9024390244,0.9024390244,3919,3658,261,3544,114,0,964.248654,0
E229,***家贸易有限公司,12852.65564,6356.804425,6495.851216,6351.662107,-120.263416,-0.05829099526,0.4428926655,57.14634146,0.0008089470206,0.003683226756,0.05638340717,0,30,227,0.6862446839,0.09433245976,0.8245502854,0.241118336,1.021873693,0.9024390244,0.9024390244,2483,2343,140,2334,9,0,29.068011,0
E230,***建筑劳务有限公司,5246.126377,5233.573704,12.552673,5033.573704,5021.021031,-0.03089081514,1.374194287,16.46341463,0.03821480528,-0,0.1118421053,0,61,17,0.05974285386,0.6508306733,0.1452647906,0.8028858873,0.002398489772,0.8292682927,0.3658536585,760,675,85,655,20,0,200,0
E231,***建筑科技有限公司,7360.374838,3609.585129,3750.789709,3609.585129,-141.20458,0.09476686852,1.460629846,25.63414634,-0,-0,0.04714415231,0,7,133,0.299648191,0.1593187129,0.4020267962,0.2852732579,1.039119338,0.8780487805,0.756097561,1103,1051,52,1051,0,0,-0,0
E232,***投资发展有限责任公司,9942.885623,5961.723618,3981.162005,5084.896272,1336.38252,0.05987942865,3.590445124,21.82926829,0.1470761481,0.05843727352,0.05391120507,0,4,151,0.4771583229,0.6959188046,0.5390597562,0.8324644558,0.6677870797,0.9268292683,0.9268292683,946,895,51,847,48,0,1109.475599,0
E233,***劳务有限公司,2185.896861,2142.490354,43.406507,2142.490354,2099.083847,0.07224596564,3.430030078,22.95121951,-0,-0,0.02487046632,0,3,194,0.8583732715,0.02714234683,0.9239996578,0.08178497293,0.02025983777,0.6341463415,0.6341463415,965,941,24,941,0,0,-0,0
E234,***机电设备商贸有限公司,5112.986256,4612.634837,500.351419,4572.685837,4072.350713,0.1320278638,1.044951309,36.56097561,0.00866077663,3.25671106e-05,0.03290322581,0,137,205,0.01898671434,0.1388214445,0.04688318231,0.3133407722,0.1084741014,0.7073170732,0.7073170732,1550,1499,51,1494,5,0,39.965295,0
E235,个体经营E235,6265.68134,4647.068984,1618.612356,4613.730984,2995.118628,0.05129119392,0.8414516693,37.48780488,0.007173984315,-0,0.05473554736,0,191,122,0.1006157932,0.5852163587,0.2014890038,0.7612823833,0.3483082264,0.8536585366,0.8536585366,1626,1537,89,1533,4,0,33.338,0
E236,个体经营E236,5391.186093,4859.40251,531.783583,4734.40251,4203.205427,-0.01701722511,1.440314223,17.43902439,0.02572332704,0.001102892264,0.1791044776,0,29,69,0.2254879052,0.2117844509,0.3798820938,0.394897486,0.1094339442,0.8536585366,0.8048780488,871,715,156,701,14,0,125.5865,0
E237,个体经营E237,4486.461731,2165.204188,2321.257543,2165.204188,296.980881,0.1144334983,2.067331921,51.73170732,-0,0.1951675881,0.0497311828,0,8,324,0.307908742,0.1925120706,0.4313680923,0.3784467788,1.072073274,0.6585365854,0.6341463415,2232,2121,111,2017,104,0,453.034236,0
E238,个体经营E238,8155.526948,6430.285275,1725.241673,5981.527975,4274.862402,0.01166450643,0.6148490686,367.4146341,0.06978808572,0.01076724513,0.05749859225,0,2192,760,0.003307817229,0.1186584309,0.03477725955,0.3024557128,0.2682993987,0.8780487805,0.8780487805,15983,15064,919,14484,580,0,467.3334,0
E239,个体经营E239,5955.936031,3030.090313,2925.845718,3001.390313,81.872195,0.1291673824,1.496156378,16.41463415,0.00947166488,0.002162656753,0.0742778542,0,33,46,0.09269372359,0.1586115106,0.2049151695,0.2730663572,0.9655968687,0.6585365854,0.6097560976,727,673,54,665,8,0,35.0276,0
E240,个体经营E240,4899.945308,1752.748678,3147.19663,1752.748678,-1394.447712,0.04045261611,3.744908891,26.95121951,-0,7.625834297e-08,0.1131621188,0,2,1084,0.9570172218,0.009799750358,0.9780257429,0.03177430957,1.795577808,0.6097560976,0.6097560976,1246,1105,141,1104,1,0,0.00024,0
E241,个体经营E241,5083.08434,4403.937754,679.146586,4384.134724,3707.908138,0.01546137657,0.6171604242,27.70731707,0.004496664373,0.004299513625,0.06961506962,0,36,112,0.5635356352,0.09899249097,0.7242810585,0.2013425538,0.1542134844,0.8780487805,0.8780487805,1221,1136,85,1130,6,0,22.72303,0
E242,个体经营E242,2275.110203,173.68868,2101.421523,173.68868,-1927.732843,0.01637377626,2.392012945,12.70731707,-0,-0,0.3286082474,0,11,503,0.1995728888,0.006609658904,0.3848114915,0.02284168334,12.09878228,0.6097560976,0.6097560976,776,521,255,521,0,0,-0,0
E243,***科技有限公司,4198.476907,3708.429566,490.047341,3708.429566,3218.991925,0.07891035847,1.055153604,33.12195122,-0,0.00124416551,0.03551136364,0,35,131,0.2071947107,0.2458363477,0.3367021581,0.4036344725,0.1321441684,0.8292682927,0.8292682927,1408,1358,50,1356,2,0,0.6097,0
E244,个体经营E244,5654.461262,4054.178114,1600.283148,3928.849847,2332.926337,-0.007296845609,1.05778564,37.75609756,0.03091335987,0.002724291639,0.08239478364,0,20,153,0.3338090394,0.05824826217,0.5577540459,0.1262764769,0.3947244307,0.8780487805,0.8780487805,1687,1548,139,1528,20,0,129.687905,0
E245,***建筑劳务有限公司,2777.361714,2762.572835,14.788879,2592.572835,2577.783956,0.08760020867,1.617670971,13.97560976,0.06153683908,-0,0.07281553398,0,33,64,0.1532032593,0.129631071,0.285965311,0.2580993461,0.005353299219,0.7317073171,0.7073170732,618,573,45,555,18,0,170,0
E246,***物业服务有限公司,4110.771148,3396.52995,714.241198,3324.69479,2614.347989,-0.005482778787,0.5509543825,49.92682927,0.02114957355,0.005452495615,0.06827492035,0,120,409,0.1584491496,0.09625069717,0.2588081795,0.2520157063,0.2102855586,0.9024390244,0.9024390244,2197,2047,150,2022,25,0,75.729557,0
E247,***石化有限公司,3871.553282,2493.341587,1378.211695,2493.341587,1115.190065,0.06866826329,1.099740012,30.43902439,-0,4.366020127e-05,0.04147465438,0,10,185,0.5994883638,0.05688210404,0.7463503876,0.1106632606,0.5527568714,0.9268292683,0.9268292683,1302,1248,54,1241,7,0,0.060173,0
E248,***智能科技有限公司,3780.234593,2259.256299,1520.978294,2235.356299,732.420632,-0.03617617934,1.690081125,44.36585366,0.01057870239,0.01186251446,0.0506263048,0,118,262,0.08990698853,0.04590306874,0.238634256,0.1550035256,0.6732207827,0.9024390244,0.9024390244,1916,1819,97,1804,15,0,41.942627,0
E249,***建筑工程有限公司,8205.409956,5361.913121,2843.496835,5361.913121,2521.506286,1.530648921e-05,2.172966538,26.58536585,-0,0.001086690149,0.08480268682,0,3,106,0.9724687772,0.1491036016,0.9860620644,0.2665731822,0.5303138583,0.8536585366,0.8292682927,1191,1090,101,1089,1,0,3.09,0
E250,***塑料厂,4855.02793,3893.504057,961.523873,3744.342215,2784.869941,0.04413417655,0.4855826456,26.51219512,0.03831043703,0.002133695333,0.1068200493,0,102,126,0.06392211748,0.1740179559,0.1459971559,0.3531236296,0.2469559191,0.9268292683,0.9268292683,1217,1087,130,1056,31,0,151.213441,0
E251,***医疗器械有限责任公司,2628.456888,1559.74758,1068.709308,1457.49758,441.470597,0.08779635965,2.052581597,39.73170732,0.06555547918,0.0492952804,0.08069977427,0,121,346,0.1207646246,0.04600193418,0.3346890206,0.1360202114,0.6851809368,0.8048780488,0.7317073171,1772,1629,143,1592,37,0,154.932325,0
E252,***印务有限公司,7603.499548,4568.771648,3034.7279,4481.581858,1451.02978,0.0167943857,1.255619859,34.68292683,0.01908385814,0.001376011998,0.05136757839,0,40,111,0.1334988963,0.0545747546,0.2075456843,0.1005031522,0.6642327815,0.9024390244,0.9024390244,1499,1422,77,1408,14,0,91.365612,0
E253,***钢结构工程有限公司,4542.252805,2547.305366,1994.947439,2531.887469,540.62003,0.0202820691,1.057246963,36.92682927,0.006052630048,0.001844660129,0.06427688504,0,104,319,0.03369981241,0.09243796799,0.08361777227,0.2717587889,0.7831599091,0.9024390244,0.9024390244,1618,1514,104,1506,8,0,19.097897,0
E254,***设备安装工程有限公司,4207.78828,3846.386922,361.401358,3831.636922,3470.235564,0.04205405499,1.064257972,16.87804878,0.003834767614,-0,0.05205479452,0,22,39,0.2589976855,0.243459141,0.4366384321,0.3624778853,0.09395865921,0.8536585366,0.5365853659,730,692,38,690,2,0,14.75,0
E255,个体经营E255,5970.967471,4657.906529,1313.060942,4474.989325,3191.323086,0.02370867148,1.124852823,47.07317073,0.03927026076,0.02238639659,0.04265873016,0,19,311,0.4288471587,0.1341183521,0.6123536866,0.2809393366,0.2818993756,0.8780487805,0.8780487805,2016,1930,86,1893,37,0,212.311907,0
E256,***物资有限公司,4668.033688,3475.422367,1192.611321,3462.928009,2271.556488,0.02670440964,0.4386045379,28.34146341,0.003595061745,0.001039567526,0.03085904921,0,211,54,0.04367020724,0.07811076515,0.1170826352,0.1905622611,0.3431557938,0.9024390244,0.9024390244,1199,1162,37,1151,11,0,13.734158,0
E257,***门窗安装有限公司,4494.36991,2740.330848,1754.039062,2651.980848,908.482722,0.03644553727,1.161843743,15.95121951,0.03224063257,0.006009521811,0.08274894811,0,39,97,0.09817890032,0.05454714492,0.2023543794,0.134354419,0.6400829532,0.7317073171,0.7317073171,713,654,59,641,13,0,98.890936,0
E258,***国际货运有限公司,8836.614892,7244.169931,1592.444961,7152.380333,5586.084375,0.003751546716,0.9202524151,112.5121951,0.01267082342,0.0164206636,0.04155412425,0,193,248,0.1635947561,0.07256288729,0.3673826871,0.1908355123,0.219824352,0.9268292683,0.9268292683,4813,4613,200,4538,75,0,117.938601,0
E259,***文化传媒有限公司,5442.843556,3451.379456,1991.4641,3362.916056,1386.777958,0.03947980421,0.6540574789,73.85365854,0.02563131673,0.007695846488,0.07682926829,0,211,520,0.01480212134,0.01587176043,0.05875911432,0.05804774688,0.5770052599,0.9024390244,0.9024390244,3280,3028,252,2990,38,0,103.789402,0
E260,***广告有限公司,4617.046885,2577.012821,2040.034064,2531.274211,498.050342,0.07071497064,1.05085127,67.02439024,0.01774869323,0.00333827514,0.06942092787,0,289,258,0.04397299629,0.04323499068,0.118349074,0.1163362927,0.7916274406,0.9024390244,0.9024390244,2953,2748,205,2715,33,0,52.548805,0
E261,***医疗器械有限公司,2849.499488,1864.732841,984.766647,1838.563641,854.220047,0.0002135656813,0.7484401527,65.97560976,0.01403375295,0.0004295972059,0.07805044308,0,130,457,0.05202924394,0.5568708833,0.1397415191,0.7440644971,0.5281006616,0.9024390244,0.9024390244,2934,2705,229,2672,33,0,26.592253,0
E262,个体经营E262,4723.969604,2838.082083,1885.887521,2826.697463,940.809942,0.06100698323,1.388538111,23.80487805,0.004011377989,-0,0.04407443683,0,199,42,0.2353549538,0.09367961996,0.4183063101,0.1660825397,0.6644936495,0.8292682927,0.4634146341,1021,976,45,967,9,0,11.38462,0
E263,***通信工程有限公司,4434.787235,2929.833144,1504.954091,2846.249786,1341.335695,0.04927543391,1.166952505,21.80487805,0.02852836796,2.657888386e-05,0.09879032258,0,14,148,0.2556244188,0.2021951736,0.4185599646,0.3159779151,0.5136654605,0.9024390244,0.9024390244,992,894,98,875,19,0,83.623358,0
E264,个体经营E264,2892.624404,136.538973,2756.085431,136.538973,-2571.821018,-0.001030927267,1.973415292,37.2195122,-0,0.0173163863,0.2493851451,0,8,1491,0.5313944715,0.006971713894,0.6995627029,0.03687350503,20.18533881,0.6097560976,0.6097560976,2033,1526,507,1515,11,0,47.72544,0
E265,***净化工程有限公司,5160.839875,2778.038432,2382.801443,2639.552304,267.592083,0.09774336243,1.153554318,57.7804878,0.04985032835,0.004549779853,0.0561752988,0,62,477,0.08699951348,0.1155862155,0.1845583467,0.2973558125,0.8577280341,0.8048780488,0.8048780488,2510,2369,141,2340,29,0,149.32735,0
E266,***煤矿机械有限公司,3258.571181,3124.996544,133.574637,3045.638544,2912.481802,0.01505489966,1.048446023,18.02439024,0.02539458808,0.00312855052,0.0513478819,0,16,83,0.6677441339,0.3151668618,0.8129010686,0.5244259058,0.04274393111,0.8780487805,0.8780487805,779,739,40,728,11,0,79.775895,0
E267,***林园艺场,1907.947867,1803.787467,104.1604,1773.641467,1669.481067,0.1052878209,2.02548506,9.536585366,0.01671261196,-0,0.06682577566,0,11,41,0.1793336716,0.3377462555,0.2971927291,0.5241915354,0.05774538404,0.4634146341,0.4634146341,419,391,28,386,5,0,30.146,0
E268,***建筑劳务有限公司,3397.036372,2794.063572,602.9728,2706.583292,2103.610492,0.02941666815,1.411951403,9.365853659,0.03130933772,-0,0.05651105651,0,9,19,0.3047024815,0.1785867626,0.4377137307,0.3233976723,0.2158049681,0.6097560976,0.2682926829,407,384,23,375,9,0,87.48028,0
E269,***节能服务有限公司,3610.644008,3507.113483,103.530525,3453.644473,3350.113948,0.02004983058,1.970816542,8.853658537,0.01524587392,-0,0.07633587786,0,19,69,0.7393632887,0.1664267382,0.856338115,0.3090875855,0.02952015254,0.8780487805,0.8780487805,393,363,30,354,9,0,53.46901,0
E270,个体经营E270,3034.724832,2357.287595,677.437237,2311.192482,1636.955245,0.04445172538,0.9115628048,21.53658537,0.01955430177,0.00472368483,0.09528688525,0,40,90,0.333978369,0.2637430066,0.5567329938,0.4913625674,0.2873799694,0.8780487805,0.8780487805,976,883,93,869,14,0,49.295113,0
E271,***科技有限公司,6832.600208,3769.425871,3063.174337,3501.713471,490.366434,-0.02662569469,1.448218378,50.68292683,0.07102206255,0.01691947447,0.07849223947,0,93,507,0.0649169251,0.04754305004,0.1317972596,0.1040208506,0.8126368423,0.9024390244,0.9024390244,2255,2078,177,2055,23,0,319.5397,0
E272,个体经营E272,2256.735386,1759.998394,496.736992,1595.804644,1112.726656,0.04290613827,1.118015541,41.70731707,0.09329198854,0.02749745684,0.05052748473,0,71,283,0.1498974907,0.08155145703,0.2420259595,0.2293787836,0.2822371848,0.8780487805,0.8780487805,1801,1710,91,1663,47,0,177.852754,0
E273,个体经营E273,3497.714216,2388.307215,1109.407001,2382.447215,1332.785235,-0.01435252828,0.6845082179,229.7804878,0.002453620691,0.05385311337,0.01782735613,0,5120,318,0.0009245554446,0.3749494211,0.01758567731,0.6007906921,0.4645160363,0.8536585366,0.8536585366,9592,9421,171,9390,31,0,65.605021,0
E274,***建筑劳务有限公司,1222.24614,1218.56734,3.6788,1208.570152,1204.891352,0.1015562469,2.174751904,3.609756098,0.008204050504,-0,0.1084337349,0,15,9,0.1469639861,0.4800641389,0.2740363942,0.6360769816,0.00301895503,0.4146341463,0.1951219512,166,148,18,146,2,0,9.997188,0
E275,***网络工程有限公司,2608.699702,2429.766067,178.933635,2223.084415,2044.62692,0.0271831231,1.087966257,17.58536585,0.08506236662,0.002660986572,0.1207317073,0,45,97,0.07287713233,0.1331016529,0.1916397242,0.2569053046,0.07364233019,0.9268292683,0.9268292683,820,721,99,691,30,0,207.157792,0
E276,***体育设施工程有限公司,1813.796766,1384.553354,429.243412,1318.015362,888.94785,0.04756530756,1.826318947,29.04878049,0.04805736941,0.0004097907972,0.04872204473,0,20,243,0.1629914653,0.2191984564,0.3038700811,0.4410551093,0.3100230199,0.8536585366,0.756097561,1252,1191,61,1182,9,0,66.713892,0
E277,***消防设备制造有限公司,3520.635672,2105.172006,1415.463666,2094.612006,682.702225,0.04972432037,0.7206120117,13.97560976,0.005016217188,0.002510756783,0.05289256198,0,36,81,0.7566007218,0.08507056414,0.8688741803,0.2028946662,0.6723743532,0.7317073171,0.7317073171,605,573,32,570,3,0,14.113885,0
E278,***贸易有限公司,2784.976561,1516.733485,1268.243076,1496.498683,228.479917,0.07299393621,1.217670709,14.90243902,0.01334103994,0.0001768667255,0.04976671851,0,38,98,0.1391004094,0.05750598138,0.3197617668,0.1233547385,0.8361673877,0.9268292683,0.9268292683,643,611,32,607,4,0,20.459112,0
E279,***环保包装有限公司,4463.172661,2550.387894,1912.784767,2328.952166,447.388763,0.09614465948,1.061973874,26.82926829,0.08682433308,0.01632246583,0.03930131004,0,7,90,0.8318008866,0.1225937974,0.9086505262,0.2240396177,0.7499975872,0.7317073171,0.7317073171,1145,1100,45,1063,37,0,252.657092,0
E280,个体经营E280,3400.548554,1989.330256,1411.218298,1974.232956,563.014658,0.03343158166,0.6849491721,26.65853659,0.007589137075,-0,0.04374453193,0,125,103,0.03482120882,0.09179471852,0.1057012351,0.190501236,0.7093936734,0.8780487805,0.8780487805,1143,1093,50,1089,4,0,15.0973,0
E281,***商业管理有限责任公司,3942.099109,1780.652618,2161.446491,1777.452618,-383.993873,0.08353994906,0.8384665562,37.87804878,0.001797093924,-0,0.0547778454,0,43,186,0.2057233956,0.3329098211,0.3825554368,0.5669847993,1.213850736,0.8292682927,0.8292682927,1643,1553,90,1550,3,0,3.2,0
E282,***影城有限公司***分公司,3557.143184,2231.325059,1325.818125,2204.876063,917.211312,0.02730951269,0.5975161556,66.12195122,0.01185349301,0.02877723066,0.2267541358,0,562,93,0.09979104508,0.512066619,0.2362273475,0.7044645517,0.5941842134,0.9268292683,0.9268292683,3506,2711,795,2674,37,0,64.60237,0
E283,***机械铸造有限责任公司,4006.119643,2269.146344,1736.973299,2269.146344,532.173045,-0.01331013277,0.6341325738,21.29268293,-0,-0,0.03854625551,0,20,107,0.1484118859,0.1014129258,0.2501219406,0.2072027464,0.7654743395,0.9024390244,0.9024390244,908,873,35,873,0,0,-0,0
E284,***成焊科技有限公司,3073.260049,1848.00205,1225.257999,1847.17405,624.188433,0.05008219635,0.6153534535,35.02439024,0.000448051451,0.001854615111,0.05774278215,0,125,120,0.3293231697,0.08370921735,0.5577181043,0.1994897444,0.6630176622,0.9268292683,0.9268292683,1524,1436,88,1429,7,0,3.100382,0
E285,个体经营E285,5316.464078,3454.892451,1861.571627,3405.249351,1562.938263,0.01510982172,1.524176177,28.97560976,0.01436892775,0.0103463862,0.1107784431,0,53,224,0.07018070935,0.0709546972,0.1967292498,0.1699693616,0.5388218746,0.8780487805,0.8780487805,1336,1188,148,1177,11,0,68.903639,0
E286,***印务有限公司,2700.759862,1411.838456,1288.921406,1384.274,95.352594,0.1339797806,1.586189429,11.92682927,0.01952380308,-0,0.1314387211,0,32,79,0.1490714313,0.0799792633,0.2530606901,0.1497376016,0.9129383043,0.5853658537,0.5853658537,563,489,74,484,5,0,27.564456,0
E287,***鞋材有限公司,3406.929772,1745.14863,1661.781142,1736.91769,87.963009,-0.0101215939,0.578348877,16.80487805,0.004716469336,0.007718501959,0.1063553826,0,26,94,0.130363519,0.06147222097,0.2407703234,0.1850115471,0.9522290041,0.9024390244,0.9024390244,771,689,82,685,4,0,21.057401,0
E288,个体经营E288,3412.523346,1895.498023,1517.025323,1855.670273,338.65424,0.03897804115,1.030116057,19.87804878,0.02101176024,6.123826583e-06,0.08426966292,0,36,125,0.1270928557,0.1898151736,0.2750974966,0.3200215815,0.8003307334,0.8292682927,0.8292682927,890,815,75,810,5,0,39.83704,0
E289,***运业有限公司***分公司,2969.445159,2179.100271,790.344888,2168.315051,1381.0903,0.02015581738,0.3952035132,118.8780488,0.004949391335,0.003947817019,0.02792181891,0,398,170,0.08133036021,0.1682934895,0.181763366,0.2632627555,0.3626932173,0.9268292683,0.9268292683,5014,4874,140,4841,33,0,13.905357,0
E290,***机电有限公司,2570.060292,1959.532037,610.528255,1938.905037,1329.11364,0.01922096643,0.9320592087,45.04878049,0.01052649286,0.001206918753,0.0746492986,0,110,218,0.1323293234,0.04516634442,0.3413594304,0.08907646707,0.3115683967,0.9268292683,0.9268292683,1996,1847,149,1822,25,0,21.363858,0
E291,***文业建设工程有限公司,3183.535172,1312.306902,1871.22827,1299.728902,-563.888978,0.02144140162,3.770485864,12.2195122,0.009584648211,0.004067055913,0.0972972973,0,5,117,0.9493031493,0.578719103,0.9741860445,0.7486968439,1.425907512,0.7317073171,0.7073170732,555,501,54,490,11,0,20.18839,0
E292,***物流有限公司,1996.846039,1248.000339,748.8457,1246.689979,497.844279,0.03548250245,0.9678123887,39.04878049,0.001049967664,-0,0.0308716707,0,20,83,0.2118537965,0.1981780256,0.3430239878,0.3949438449,0.6000364556,0.8292682927,0.8048780488,1652,1601,51,1599,2,0,1.31036,0
E293,***物资有限公司,1740.47756,883.123114,857.354446,883.123114,25.768668,0.05016566986,1.830037645,3.975609756,-0,-0,0.07386363636,0,3,27,0.6363826735,0.6675408994,0.7785838204,0.8137879453,0.9708209789,0.9024390244,0.9024390244,176,163,13,163,0,0,-0,0
E294,个体经营E294,3089.084659,2630.452401,458.632258,2618.902401,2162.294043,0.003313276471,0.7889528742,28.17073171,0.004390879681,0.004412903726,0.05791190865,0,47,234,0.07142613842,0.08685146784,0.1433267098,0.2273971056,0.1743548972,0.8780487805,0.8780487805,1226,1155,71,1150,5,0,13.5739,0
