enterprise_id,enterprise_name,industry_code,mapping_status,confidence,mapping_confidence,q2_main_risk,q2_risk_interpretation,growth_yoy_pct,growth_source,d_h_pp,S_h,identity_multiplier,identity_risk,light_multiplier,light_risk,medium_multiplier,medium_risk,severe_multiplier,severe_risk,robust_risk,unknown_industry_flag,industry_high_uncertainty_flag,high_uncertainty_flag,unknown_policy,growth_source_url,source_release_date,source_period,source_standard,source_status,source_interpretation,risk_override_only
E124,个体经营E124,unknown,generic_unknown,0.0,0.0,0.06693188597,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06693188597,1.1103125,0.07431530964106561,1.220625,0.08169873331213125,1.25,0.08366485746249999,0.08366485746249999,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E199,***建筑劳务有限公司,construction,high_specific_rule,1.0,1.0,0.1077748206,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.1077748206,1.0546875,0.1136687561015625,1.109375,0.11956269160312501,1.1640625,0.1254566271046875,0.1254566271046875,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E200,个体经营E200,unknown,generic_unknown,0.0,0.0,0.09616659389,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.09616659389,1.1103125,0.10677497127849063,1.220625,0.11738334866698126,1.25,0.1202082423625,0.1202082423625,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E201,***物流有限责任公司,transport_storage_post,high_specific_rule,1.0,1.0,0.09619321977,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-14.0,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,14.0,0.35,1.0,0.09619321977,1.04375,0.1004016731349375,1.0875,0.104610126499875,1.13125,0.10881857986481251,0.10881857986481251,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E202,个体经营E202,unknown,generic_unknown,0.0,0.0,0.09030216428,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.09030216428,1.1103125,0.1002636217771375,1.220625,0.11022507927427501,1.25,0.11287770535,0.11287770535,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E203,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.1189196725,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.1189196725,1.0546875,0.12542309208984376,1.109375,0.1319265116796875,1.1640625,0.13842993126953126,0.13842993126953126,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E204,***科技发展有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.04546017552,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.04546017552,1.1103125,0.05047500113205,1.220625,0.0554898267441,1.25,0.0568252194,0.0568252194,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E205,个体经营E205,unknown,generic_unknown,0.0,0.0,0.03184472117,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.03184472117,1.1103125,0.03535759197406563,1.220625,0.03887046277813125,1.25,0.0398059014625,0.0398059014625,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E206,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.06257196707,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.06257196707,1.0546875,0.06599387151914063,1.109375,0.06941577596828125,1.1640625,0.07283768041742188,0.07283768041742188,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E207,个体经营E207,unknown,generic_unknown,0.0,0.0,0.08437957589,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.08437957589,1.1103125,0.09368769785536563,1.220625,0.10299581982073126,1.25,0.1054744698625,0.1054744698625,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E208,个体经营E208,unknown,generic_unknown,0.0,0.0,0.06634981274,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06634981274,1.1103125,0.07366902645788125,1.220625,0.0809882401757625,1.25,0.082937265925,0.082937265925,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E209,***工程检测有限公司,other_services,high_specific_rule,1.0,1.0,0.05019038873,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-1.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,1.8,0.045,1.0,0.05019038873,1.005625,0.05047270966660625,1.01125,0.0507550306032125,1.016875,0.05103735153981875,0.05103735153981875,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E210,***建筑工程有限公司,construction,high_specific_rule,1.0,1.0,0.1435127899,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.1435127899,1.0546875,0.15136114559765623,1.109375,0.1592095012953125,1.1640625,0.16705785699296874,0.16705785699296874,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E211,个体经营E211,unknown,generic_unknown,0.0,0.0,0.04497149201,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.04497149201,1.1103125,0.04993240972235313,1.220625,0.054893327434706256,1.25,0.0562143650125,0.0562143650125,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E212,***建电管理咨询有限公司,leasing_business_services,high_specific_rule,1.0,1.0,0.054977759,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-9.4,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,9.4,0.23500000000000001,1.0,0.054977759,1.029375,0.056592730670624994,1.05875,0.05820770234125001,1.088125,0.059822674011875,0.059822674011875,0,0,0,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E213,***科技有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.05214613302,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.05214613302,1.1103125,0.05789850331876875,1.220625,0.0636508736175375,1.25,0.065182666275,0.065182666275,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E214,***建筑工程有限公司,construction,high_specific_rule,1.0,1.0,0.07228598426,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.07228598426,1.0546875,0.07623912402421876,1.109375,0.08019226378843751,1.1640625,0.08414540355265626,0.08414540355265626,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E215,***建筑工程有限公司,construction,high_specific_rule,1.0,1.0,0.1017355454,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.1017355454,1.0546875,0.1072992080390625,1.109375,0.112862870678125,1.1640625,0.1184265333171875,0.1184265333171875,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E216,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.07391707793,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.07391707793,1.0546875,0.07795941812929688,1.109375,0.08200175832859376,1.1640625,0.08604409852789063,0.08604409852789063,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E217,个体经营E217,unknown,generic_unknown,0.0,0.0,0.9142122803,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.9142122803,1.1103125,0.999999,1.220625,0.999999,1.25,0.999999,0.999999,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E218,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.3408718045,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.3408718045,1.0546875,0.35951323130859375,1.109375,0.37815465811718746,1.1640625,0.3967960849257812,0.3967960849257812,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E219,***品牌营销策划有限公司,leasing_business_services,high_specific_rule,1.0,1.0,0.137299131,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-9.4,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,9.4,0.23500000000000001,1.0,0.137299131,1.029375,0.14133229297312497,1.05875,0.14536545494625,1.088125,0.149398616919375,0.149398616919375,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E220,***文化传播有限公司,other_services,high_specific_rule,1.0,1.0,0.05955429,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-1.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,1.8,0.045,1.0,0.05955429,1.005625,0.059889282881250006,1.01125,0.0602242757625,1.016875,0.060559268643750004,0.060559268643750004,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E221,***测绘服务有限公司,other_services,high_specific_rule,1.0,1.0,0.07115552158,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-1.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,1.8,0.045,1.0,0.07115552158,1.005625,0.07155577138888751,1.01125,0.071956021197775,1.016875,0.0723562710066625,0.0723562710066625,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E222,***数码科技有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.08882951254,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.08882951254,1.1103125,0.09862851814206876,1.220625,0.10842752374413751,1.25,0.111036890675,0.111036890675,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E223,***科技有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.1842149147,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.1842149147,1.1103125,0.20453612247784378,1.220625,0.22485733025568752,1.25,0.23026864337500003,0.23026864337500003,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E224,***纸业有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.06354587666,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06354587666,1.1103125,0.07055578117905625,1.220625,0.07756568569811251,1.25,0.079432345825,0.079432345825,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E225,***物业服务有限责任公司***分公司,real_estate,high_specific_rule,1.0,1.0,0.04395071825,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-6.1,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,6.1,0.1525,1.0,0.04395071825,1.0190625,0.044788528816640624,1.038125,0.04562633938328125,1.0571875,0.046464149949921874,0.046464149949921874,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E226,***建设工程有限公司,construction,high_specific_rule,1.0,1.0,0.1712671043,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.1712671043,1.0546875,0.18063327406640625,1.109375,0.1899994438328125,1.1640625,0.19936561359921876,0.19936561359921876,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E227,***安全技术有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.06788151278,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06788151278,1.1103125,0.07536969215854375,1.220625,0.0828578715370875,1.25,0.084851890975,0.084851890975,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E228,***文化发展有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.04793081534,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.04793081534,1.1103125,0.05321818340719375,1.220625,0.058505551474387504,1.25,0.059913519175,0.059913519175,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E229,***家贸易有限公司,wholesale_retail,high_specific_rule,1.0,1.0,0.09451816872,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.8,0.445,1.0,0.09451816872,1.055625,0.09977574185505,1.11125,0.1050333149901,1.166875,0.11029088812515002,0.11029088812515002,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E230,***建筑劳务有限公司,construction,high_specific_rule,1.0,1.0,0.06582158636,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.5,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.5,0.4375,1.0,0.06582158636,1.0546875,0.0694212043640625,1.109375,0.073020822368125,1.1640625,0.0766204403721875,0.0766204403721875,0,0,0,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E231,***建筑科技有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.1729792696,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.1729792696,1.1103125,0.19206104527775003,1.220625,0.21114282095550002,1.25,0.216224087,0.216224087,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E232,***投资发展有限责任公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.2006365526,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.2006365526,1.1103125,0.22276927230868748,1.220625,0.244901992017375,1.25,0.25079569074999997,0.25079569074999997,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E233,***劳务有限公司,unknown,low_specific_or_unmatched_unknown,0.0,0.0,0.3317632959,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.3317632959,1.1103125,0.3683609344789687,1.220625,0.4049585730579375,1.25,0.414704119875,0.414704119875,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E234,***机电设备商贸有限公司,wholesale_retail,high_specific_rule,1.0,1.0,0.05769963741,historical invoice behavior relative default tendency; 302 firms have no observed default labels,-17.8,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,17.8,0.445,1.0,0.05769963741,1.055625,0.06090917974093125,1.11125,0.0641187220718625,1.166875,0.06732826440279376,0.06732826440279376,0,0,1,not_applicable,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,official_primary_preliminary,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E235,个体经营E235,unknown,generic_unknown,0.0,0.0,0.04719287347,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.04719287347,1.1103125,0.05239883732465938,1.220625,0.05760480117931875,1.25,0.0589910918375,0.0589910918375,1,1,0,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E236,个体经营E236,unknown,generic_unknown,0.0,0.0,0.1133525056,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.1133525056,1.1103125,0.125856703874,1.220625,0.138360902148,1.25,0.141690632,0.141690632,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E237,个体经营E237,unknown,generic_unknown,0.0,0.0,0.1939082061,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.1939082061,1.1103125,0.21529870508540627,1.220625,0.23668920407081254,1.25,0.24238525762500002,0.24238525762500002,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E238,个体经营E238,unknown,generic_unknown,0.0,0.0,0.03986630127,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.03986630127,1.1103125,0.044264052628846876,1.220625,0.04866180398769376,1.25,0.049832876587500005,0.049832876587500005,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E239,个体经营E239,unknown,generic_unknown,0.0,0.0,0.1275079889,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.1275079889,1.1103125,0.14157371392553125,1.220625,0.15563943895106253,1.25,0.15938498612500002,0.15938498612500002,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E240,个体经营E240,unknown,generic_unknown,0.0,0.0,0.6356687049,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.6356687049,1.1103125,0.7057909089092813,1.220625,0.7759131129185626,1.25,0.7945858811250001,0.7945858811250001,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E241,个体经营E241,unknown,generic_unknown,0.0,0.0,0.06738691305,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.06738691305,1.1103125,0.07482053189582813,1.220625,0.08225415074165625,1.25,0.0842336413125,0.0842336413125,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
E242,个体经营E242,unknown,generic_unknown,0.0,0.0,0.7586645487,historical invoice behavior relative default tendency; 302 firms have no observed default labels,,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,35.3,0.8825,1.0,0.7586645487,1.1103125,0.8423547317284688,1.220625,0.9260449147569375,1.25,0.948330685875,0.948330685875,1,1,1,max_known_S,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1900688.html,2020-04-18,2020Q1,GB/T4754-2017,derived_policy_max_known_S,retrospective_external_stress_marker; includes 2020-03; after Q2 invoice window; not Q2 training input or ex_ante validation,True
