enterprise_id,enterprise_name,credit_rating,default_label,business_scale_10k,sales_scale_10k,purchase_scale_10k,net_sales_10k,operating_net_inflow_proxy_10k,sales_growth_trend,sales_monthly_cv,invoice_activity_per_month,sales_return_rate,purchase_return_rate,void_invoice_rate,zero_amount_invoice_rate,customer_count,supplier_count,customer_hhi,supplier_hhi,max_customer_share,max_supplier_share,purchase_sales_ratio,active_month_ratio,longest_active_streak_ratio,audit_all_invoice_count,audit_valid_invoice_count,audit_void_invoice_count,audit_positive_invoice_count,audit_negative_invoice_count,audit_zero_invoice_count,audit_negative_amount_10k,audit_missing_counterparty_count
E64,***图书有限责任公司,A,0,903.476212,894.412807,9.063405,894.412807,885.349402,0.03150203949,0.9449435753,32.07317073,-0,-0,0.06538734897,0,162,21,0.07897212532,0.4373038893,0.226245147,0.6146917191,0.01013335781,0.8780487805,0.5365853659,1407,1315,92,1315,0,0,-0,0
E65,***商贸有限公司,B,0,1307.095445,823.138856,483.956589,816.35655,332.399961,0.06659468816,0.6421208255,25.2195122,0.008239564869,-0,0.03544776119,0,58,38,0.1834339122,0.8249755307,0.3954952966,0.9077699322,0.5879404009,0.8780487805,0.8780487805,1072,1034,38,1027,7,0,6.782306,0
E66,***快递有限公司,B,0,1042.814096,504.863365,537.950731,502.99335,-34.817481,0.1121878609,1.573386725,29.34146341,0.003704002171,0.0002600609906,0.04219745223,0,151,30,0.15909335,0.808192923,0.3478217913,0.8966978167,1.065537269,0.7804878049,0.7804878049,1256,1203,53,1196,7,0,2.009915,0
E67,***信息技术有限公司,B,0,720.130975,590.641,129.489975,579.141,450.111105,0.05552815951,1.687510337,19.97560976,0.01947037202,0.003553016363,0.04988399072,0,23,195,0.1242798008,0.05709246433,0.2330444382,0.1252606621,0.2192363466,0.9268292683,0.9268292683,862,819,43,814,5,0,11.96008,0
E68,***花木总公司,C,0,595.78182,595.70782,0.074,595.70782,595.63382,0.02979842413,2.659882998,1.658536585,-0,-0,0.1052631579,0,7,2,0.4766116987,0.6318480643,0.6000334526,0.7567567568,0.0001242219718,0.2926829268,0.09756097561,76,68,8,68,0,0,-0,0
E69,***电子器材经营部,C,0,411.158525,410.833525,0.325,374.839463,374.514463,0.1024694984,1.573658346,12.7804878,0.08761228042,-0,0.1088435374,0,18,1,0.7200448007,1,0.8453859699,1,0.0007910746816,0.4634146341,0.4634146341,588,524,64,485,39,0,35.994062,0
E7,***家电有限公司***分公司,A,0,89616.47424,82528.20343,7088.270806,59623.06968,53273.87547,0.01529661747,0.6995657344,504.2682927,0.2775431041,0.1042675457,0.02687564718,0,1199,1571,0.02847381773,0.05358960786,0.08962695812,0.1489619334,0.08588907199,0.9268292683,0.9268292683,21246,20675,571,18326,2349,0,23644.21036,0
E70,***科技有限公司,B,0,1701.49698,1090.603578,610.893402,1068.203848,459.269654,0.03450062273,1.241830419,55.02439024,0.02053883781,0.003207119268,0.06273369339,0,56,188,0.1396982701,0.07318353732,0.3273201227,0.2198942803,0.5601424884,0.9268292683,0.9268292683,2407,2256,151,2236,20,0,24.358938,0
E71,***农业科技有限公司,B,0,2332.887541,1226.472282,1106.415259,1222.730962,222.242973,-0.01830308189,2.441975336,38.14634146,0.003050472526,0.09573916225,0.04283965728,0,282,282,0.1016078962,0.4007425873,0.3126036402,0.5918356012,0.902111915,0.8536585366,0.8536585366,1634,1564,70,1549,15,0,109.66859,0
E72,***图书有限公司,C,0,645.438052,444.101375,201.336677,444.101375,289.399898,0.06036151644,1.854723257,7.073170732,-0,0.2316279413,0.2054794521,0,28,54,0.1243082185,0.6710486358,0.2786261943,0.8035289467,0.4533574727,0.7804878049,0.6585365854,365,290,75,288,2,0,46.6352,0
E73,***商贸有限责任公司,C,0,833.685872,746.662518,87.023354,713.001518,627.405964,-0.005262776957,0.7293663501,20.07317073,0.04508194692,0.01640708999,0.02256532067,0,58,118,0.4216214358,0.08002342239,0.6423982783,0.1633584474,0.1165497824,0.9268292683,0.9268292683,842,823,19,815,8,0,35.0888,0
E74,***蔬菜专业合作社,B,0,440.487265,406.755765,33.7315,398.683975,364.952475,0.08088916242,0.8649703468,12.95121951,0.01984431616,-0,0.07491289199,0,19,8,0.146865648,0.3927836849,0.2807544965,0.5466700265,0.0829281424,0.7073170732,0.7073170732,574,531,43,517,14,0,8.07179,0
E75,***酒店管理有限公司,C,0,863.574905,590.82248,272.752425,590.28438,318.141955,-0.0005486822213,0.5469362512,202.5365854,0.0009107642621,0.002236460409,0.06370504003,0,7476,53,0.002757484111,0.1796872571,0.03875986574,0.295707567,0.4616486918,0.9024390244,0.9024390244,8869,8304,565,8292,12,0,1.1481,0
E76,***信息科技有限公司,B,0,524.408841,430.47978,93.929061,429.69978,336.768119,0.02044457516,1.267264316,13.87804878,0.001811931794,0.01061865188,0.04369747899,0,73,102,0.09887236735,0.1377090527,0.1760895715,0.2542344163,0.2181962205,0.9024390244,0.9024390244,595,569,26,566,3,0,1.7774,0
E77,***机电设备有限公司,C,0,544.118129,463.330029,80.7881,457.682299,376.894199,-0.04455741069,2.129177084,7.43902439,0.01218943225,-0,0.02243589744,0,2,16,0.9925956361,0.9229216496,0.9962840095,0.9605375049,0.1743640493,0.6097560976,0.243902439,312,305,7,299,6,0,5.64773,0
E78,个体经营E78,C,0,1378.803572,1003.90671,374.896862,1003.90671,629.009848,-0.06115541283,0.9420514496,7.317073171,-0,-0,0.0625,0,37,16,0.22671676,0.3970480265,0.3994778838,0.6034866864,0.3734379482,0.7804878049,0.7804878049,320,300,20,300,0,0,-0,0
E79,***鞋业有限公司,B,0,681.545167,349.741909,331.803258,349.741909,17.938651,0.04530948884,1.238985247,5.512195122,-0,-0,0.05833333333,0,15,46,0.2405150615,0.5436362144,0.4372270096,0.7270677704,0.9487088892,0.9268292683,0.9268292683,240,226,14,226,0,0,-0,0
E8,***科学研究院有限公司,A,0,56717.57323,39608.50707,17109.06616,38079.38877,21037.51937,0.07615734974,0.5667403604,735.0243902,0.038605805,0.003927553226,0.05710084165,0,2671,2597,0.004107701863,0.07502710745,0.02311443848,0.2023377203,0.4319543307,0.9268292683,0.9268292683,31961,30136,1825,29814,322,0,1596.315068,0
E80,***实业有限责任公司,C,0,637.992449,377.923967,260.068482,377.923967,117.855485,0.04175921552,2.92102376,10.65853659,-0,-0,0.01354401806,0,38,105,0.06307460514,0.4000710846,0.213067818,0.4577255924,0.6881502755,0.8292682927,0.756097561,443,437,6,437,0,0,-0,0
E81,***机械设备有限公司,A,0,625.644601,392.144866,233.499735,391.018616,165.476163,0.01968466008,0.5931161062,19.85365854,0.00287202536,0.03407833418,0.05348837209,0,119,68,0.04766894841,0.4610545565,0.1423978862,0.674068431,0.5954425398,0.9024390244,0.9024390244,860,814,46,808,6,0,9.083532,0
E82,***商贸有限公司,D,1,511.195447,341.762381,169.433066,340.127618,170.729946,0.001276058382,1.449318606,15.75609756,0.004783332195,0.0002088966507,0.01823708207,0,8,68,0.9542535777,0.06821156604,0.9768093259,0.1922096186,0.4957627738,0.8536585366,0.8048780488,658,646,12,641,5,0,1.670157,0
E83,***社会福利院（***社会福利社会化服务中心）,B,0,4136.296596,348.994081,3787.302515,348.112081,-3408.966417,-0.0184171059,2.062218927,81.65853659,0.002527263492,0.007980354588,0.06896551724,0,160,259,0.03502330855,0.05080684401,0.07678640258,0.1705660727,10.85205372,0.9024390244,0.8780487805,3596,3348,248,3291,57,0,31.106017,0
E84,***建材有限公司,A,0,732.993343,567.118338,165.875005,557.690535,391.81553,0.02549828501,0.9809612252,12.14634146,0.01662404893,-0,0.09782608696,0,35,19,0.08229640841,0.1254818682,0.1463801969,0.1899020289,0.2924874649,0.8048780488,0.3902439024,552,498,54,492,6,0,9.427803,0
E85,***安防科技有限公司,B,0,317.188713,273.9277,43.261013,273.9277,230.706558,0.03905367103,1.419321566,11.58536585,-0,0.0009216381503,0.09003831418,0,23,38,0.1417467229,0.1467721196,0.2401688475,0.2267630672,0.1579285812,0.9024390244,0.9024390244,522,475,47,474,1,0,0.039871,0
E86,***地质工程勘察院***分院,C,0,560.752454,386.365716,174.386738,222.905116,48.728278,-0.006463108614,2.35166484,3.804878049,0.4230722169,0.001203646575,0.025,0,7,36,0.2245806666,0.4198099807,0.3433016816,0.5764735848,0.4513514807,0.7073170732,0.5853658537,160,156,4,149,7,0,163.6705,0
E87,***实业有限责任公司,C,1,603.432552,432.80516,170.627392,432.80516,262.177768,0.03748460398,1.964980492,10.7804878,-0,-0,0.02428256071,0,13,82,0.3408858101,0.0820642422,0.5006906572,0.1626310681,0.3942360391,0.756097561,0.756097561,453,442,11,442,0,0,-0,0
E88,***贸易有限公司,A,0,344.106563,275.760717,68.345846,272.117965,203.772119,0.04041145644,1.102098544,14.09756098,0.0132098293,-0,0.05863192182,0,86,26,0.04410017777,0.4122467929,0.1245627019,0.5129207121,0.2478447501,0.9024390244,0.9024390244,614,578,36,574,4,0,3.642752,0
E89,***物资有限公司,A,0,487.681669,215.8396,271.842069,215.8396,-56.002469,0.003072717488,1.704254155,5.56097561,-0,-0,0.03797468354,0,24,12,0.09461584035,0.9765675376,0.1974466224,0.9881973051,1.259463365,0.7073170732,0.2195121951,237,228,9,228,0,0,-0,0
E9,***生活用品服务有限公司***分公司,A,0,40652.32439,38007.15422,2645.170165,36941.20379,34307.85238,0.06937971125,0.439358873,242.902439,0.02804604701,0.004468051302,0.0235317188,0,123,738,0.05479521658,0.1302654264,0.1349349751,0.2846397975,0.0695966383,0.9268292683,0.9268292683,10199,9959,240,9811,148,0,1077.76919,0
E90,***文化传媒有限责任公司,C,0,432.60607,356.827213,75.778857,344.396933,268.618076,0.04518808058,1.61536071,7.853658537,0.0348355718,-0,0.195,0,49,35,0.3160767181,0.1204302879,0.4940766135,0.2213902487,0.2123684916,0.7804878049,0.487804878,400,322,78,316,6,0,12.43028,0
E91,***科技实业有限公司,A,0,421.498115,270.30355,151.194565,269.45655,120.061985,0.0190998715,0.4567105114,7.097560976,0.003133514155,0.01190518985,0.04901960784,0,73,35,0.03666363883,0.1826837403,0.1098764704,0.3792775223,0.5593510148,0.9024390244,0.9024390244,306,291,15,289,2,0,2.647,0
E92,***地质灾害防治有限公司,C,0,256.123241,240.184,15.939241,227.584,211.644759,0.03545746113,2.739750644,6.048780488,0.05245978083,-0,0.01587301587,0,13,89,0.3947751671,0.05606064485,0.6101988476,0.1769218497,0.06636262615,0.8048780488,0.756097561,252,248,4,246,2,0,12.6,0
E93,***电脑设计事务所,B,0,187.378783,156.4723,30.906483,152.0337,121.742217,0.0261834331,1.298088761,8.512195122,0.02836668215,0.01989873775,0.03324099723,0,28,65,0.117561039,0.1666348242,0.2261882774,0.3784481722,0.1975204749,0.9024390244,0.9024390244,361,349,12,343,6,0,5.0536,0
E94,***汽车美容有限公司,C,0,119.114189,117.479589,1.6346,108.479589,106.844989,0.008453927383,2.039657695,4.43902439,0.07660905249,-0,0.09,0,56,4,0.1304295969,0.8950638125,0.1702253146,0.9455524287,0.01391390636,0.6341463415,0.1951219512,200,182,18,173,9,0,9,0
E95,***兰花店,B,0,238.121845,238.008045,0.1138,238.008045,237.894245,-0.006617595745,0.9335152835,21.17073171,-0,-0,0.0534351145,0,485,1,0.03414053093,1,0.1603391179,1,0.0004781350983,0.8536585366,0.6097560976,917,868,49,868,0,0,-0,0
E96,***土地整理有限公司,C,0,391.681996,148.135,243.546996,148.135,-95.411996,0.02812555332,4.104174076,0.7073170732,-0,-0,0.06451612903,0,3,6,0.7469536999,0.9925939088,0.8565497688,0.9962865647,1.644088136,0.243902439,0.07317073171,31,29,2,29,0,0,-0,0
E97,***美工装饰部,B,0,103.22329,101.23529,1.988,100.05429,98.06629,0.05889753111,1.54928671,6.43902439,0.0116658924,-0,0.03296703297,0,63,2,0.1133439704,0.9722277326,0.2102201712,0.985915493,0.0196374209,0.487804878,0.487804878,273,264,9,260,4,0,1.181,0
E98,***文化传播有限公司,B,0,174.905278,153.77728,21.127998,144.51108,123.582782,0.03050595784,1.508986299,4.463414634,0.06025727598,0.009451913049,0.1029411765,0,25,27,0.1587489931,0.2664454779,0.2715316593,0.4733056109,0.1373934953,0.8048780488,0.4146341463,204,183,21,176,7,0,9.4659,0
E99,***建筑工程有限责任公司,D,1,589.30008,123.50048,465.7996,123.50048,-330.10568,0.01570123717,3.203354256,21.36585366,-0,0.02617743768,0.01351351351,0,2,81,0.6063163449,0.2517107101,0.7305605614,0.4809285324,3.771642021,0.6097560976,0.5365853659,888,876,12,865,11,0,12.19344,0
