enterprise_id,enterprise_name,credit_rating,default_label,elastic_net_logistic_oof_mean,elastic_net_logistic_oof_sd,elastic_net_logistic_oof_p10,elastic_net_logistic_oof_p50,elastic_net_logistic_oof_p90,elastic_net_logistic_test_count,hist_gradient_boosting_oof_mean,hist_gradient_boosting_oof_sd,hist_gradient_boosting_oof_p10,hist_gradient_boosting_oof_p50,hist_gradient_boosting_oof_p90,hist_gradient_boosting_test_count,elastic_net_logistic_risk_rank,elastic_net_logistic_risk_percentile,logistic_oof_mean,logistic_oof_sd,logistic_oof_p10,logistic_oof_p50,logistic_oof_p90,logistic_risk_rank,logistic_risk_percentile,hist_gradient_boosting_risk_rank,hist_gradient_boosting_risk_percentile,tree_oof_mean,tree_oof_sd,tree_oof_p10,tree_oof_p50,tree_oof_p90,tree_risk_rank,tree_risk_percentile,selected_model,selected_model_risk_score
E43,***建设工程有限公司,B,0,0.1927952664,0.03618161306,0.1696715645,0.1804403796,0.2145282193,10,0.1740996332,0.03407557443,0.1400069482,0.173473247,0.2171882001,10,48,0.6178861789,0.1927952664,0.03618161306,0.1696715645,0.1804403796,0.2145282193,48,0.6178861789,44,0.6504065041,0.1740996332,0.03407557443,0.1400069482,0.173473247,0.2171882001,44,0.6504065041,elastic_net_logistic,0.1927952664
E44,***商贸有限公司,C,0,0.08616234673,0.01535117768,0.07477176588,0.08532690148,0.1035354806,10,0.06057277878,0.011227431,0.05188205016,0.05649080676,0.07490874935,10,82,0.3414634146,0.08616234673,0.01535117768,0.07477176588,0.08532690148,0.1035354806,82,0.3414634146,86,0.3089430894,0.06057277878,0.011227431,0.05188205016,0.05649080676,0.07490874935,86,0.3089430894,elastic_net_logistic,0.08616234673
E45,个体经营E45,B,1,0.1068056002,0.0167773983,0.08254502815,0.1090549341,0.1219197504,10,0.07781993184,0.01782870192,0.06329266812,0.07465375551,0.1001259294,10,73,0.4146341463,0.1068056002,0.0167773983,0.08254502815,0.1090549341,0.1219197504,73,0.4146341463,73,0.4146341463,0.07781993184,0.01782870192,0.06329266812,0.07465375551,0.1001259294,73,0.4146341463,elastic_net_logistic,0.1068056002
E46,***广告传媒有限公司,C,0,0.05276002815,0.01191188356,0.03614218573,0.05412971195,0.06245378683,10,0.05335246061,0.01275090502,0.04143841702,0.05152787678,0.06128343538,10,105,0.1544715447,0.05276002815,0.01191188356,0.03614218573,0.05412971195,0.06245378683,105,0.1544715447,101,0.1869918699,0.05335246061,0.01275090502,0.04143841702,0.05152787678,0.06128343538,101,0.1869918699,elastic_net_logistic,0.05276002815
E47,***控制设备有限责任公司,C,0,0.05124807767,0.01066762223,0.0448394732,0.05197447102,0.05822355401,10,0.05335314064,0.004355075674,0.04815613773,0.05348635661,0.05967532487,10,106,0.1463414634,0.05124807767,0.01066762223,0.0448394732,0.05197447102,0.05822355401,106,0.1463414634,100,0.1951219512,0.05335314064,0.004355075674,0.04815613773,0.05348635661,0.05967532487,100,0.1951219512,elastic_net_logistic,0.05124807767
E48,***化工有限公司,A,0,0.07070577235,0.01465049084,0.05625802921,0.06844546308,0.08921054517,10,0.05428142709,0.01085263249,0.04034542497,0.05684499231,0.06577339628,10,97,0.2195121951,0.07070577235,0.01465049084,0.05625802921,0.06844546308,0.08921054517,97,0.2195121951,97,0.2195121951,0.05428142709,0.01085263249,0.04034542497,0.05684499231,0.06577339628,97,0.2195121951,elastic_net_logistic,0.07070577235
E49,***地球环保科技有限公司,C,0,0.09803729486,0.01674488043,0.07705750614,0.1006878263,0.1105965348,10,0.06386720837,0.01067497551,0.050508278,0.06530490957,0.07515253228,10,78,0.3739837398,0.09803729486,0.01674488043,0.07705750614,0.1006878263,0.1105965348,78,0.3739837398,81,0.3495934959,0.06386720837,0.01067497551,0.050508278,0.06530490957,0.07515253228,81,0.3495934959,elastic_net_logistic,0.09803729486
E5,***供应链管理有限公司,B,0,0.05668387407,0.01183994186,0.04590820439,0.05490359499,0.07330978844,10,0.05466004762,0.006693659348,0.04747562332,0.05644818007,0.06198073002,10,103,0.1707317073,0.05668387407,0.01183994186,0.04590820439,0.05490359499,0.07330978844,103,0.1707317073,95,0.2357723577,0.05466004762,0.006693659348,0.04747562332,0.05644818007,0.06198073002,95,0.2357723577,elastic_net_logistic,0.05668387407
E50,***建筑劳务有限公司,C,0,0.1692453772,0.02554849119,0.1461841227,0.1637960983,0.2040258114,10,0.2632926238,0.08894702525,0.1717469029,0.2778557111,0.3567953018,10,54,0.5691056911,0.1692453772,0.02554849119,0.1461841227,0.1637960983,0.2040258114,54,0.5691056911,34,0.7317073171,0.2632926238,0.08894702525,0.1717469029,0.2778557111,0.3567953018,34,0.7317073171,elastic_net_logistic,0.1692453772
E51,***物流有限公司,B,0,0.0697365828,0.01058866232,0.05377402964,0.07025410063,0.07874952738,10,0.05215262632,0.007926157771,0.04407842638,0.05471701007,0.06040098607,10,98,0.2113821138,0.0697365828,0.01058866232,0.05377402964,0.07025410063,0.07874952738,98,0.2113821138,106,0.1463414634,0.05215262632,0.007926157771,0.04407842638,0.05471701007,0.06040098607,106,0.1463414634,elastic_net_logistic,0.0697365828
E52,***商贸有限公司,D,1,0.2136303318,0.02350974023,0.192258047,0.2119176178,0.2416471762,10,0.1787261274,0.0794452238,0.1041161911,0.1498284755,0.2855100016,10,44,0.6504065041,0.2136303318,0.02350974023,0.192258047,0.2119176178,0.2416471762,44,0.6504065041,43,0.6585365854,0.1787261274,0.0794452238,0.1041161911,0.1498284755,0.2855100016,43,0.6585365854,elastic_net_logistic,0.2136303318
E53,***文化传媒有限公司,C,0,0.107156181,0.02132723027,0.0819389605,0.109750635,0.1294528809,10,0.08093975039,0.03188028759,0.04153175329,0.08577393175,0.1182921764,10,71,0.4308943089,0.107156181,0.02132723027,0.0819389605,0.109750635,0.1294528809,71,0.4308943089,68,0.4552845528,0.08093975039,0.03188028759,0.04153175329,0.08577393175,0.1182921764,68,0.4552845528,elastic_net_logistic,0.107156181
E54,***新技术开发有限公司,A,0,0.06439978133,0.01831170466,0.04948011458,0.06133692281,0.08481402429,10,0.04599904691,0.003806195281,0.04210438405,0.04618407253,0.04843344364,10,101,0.1869918699,0.06439978133,0.01831170466,0.04948011458,0.06133692281,0.08481402429,101,0.1869918699,119,0.0406504065,0.04599904691,0.003806195281,0.04210438405,0.04618407253,0.04843344364,119,0.0406504065,elastic_net_logistic,0.06439978133
E55,***集团有限公司***电力设备分公司,C,0,0.1835760094,0.04031931275,0.1481904694,0.1724719222,0.2408611135,10,0.062214298,0.01400791907,0.04532261986,0.06115728339,0.07774368654,10,51,0.593495935,0.1835760094,0.04031931275,0.1481904694,0.1724719222,0.2408611135,51,0.593495935,83,0.3333333333,0.062214298,0.01400791907,0.04532261986,0.06115728339,0.07774368654,83,0.3333333333,elastic_net_logistic,0.1835760094
E56,***家居材料***有限公司,C,0,0.08755638262,0.01676108494,0.07203399939,0.08885804622,0.1073776577,10,0.06633306917,0.01086406719,0.05440928952,0.06716349982,0.07909416612,10,81,0.3495934959,0.08755638262,0.01676108494,0.07203399939,0.08885804622,0.1073776577,81,0.3495934959,80,0.3577235772,0.06633306917,0.01086406719,0.05440928952,0.06716349982,0.07909416612,80,0.3577235772,elastic_net_logistic,0.08755638262
E57,***机械设备有限公司,B,0,0.1025680758,0.02342497837,0.07488993663,0.1061709716,0.1291130293,10,0.05566741787,0.01086977442,0.04337861932,0.05695819063,0.06402973364,10,74,0.406504065,0.1025680758,0.02342497837,0.07488993663,0.1061709716,0.1291130293,74,0.406504065,91,0.2682926829,0.05566741787,0.01086977442,0.04337861932,0.05695819063,0.06402973364,91,0.2682926829,elastic_net_logistic,0.1025680758
E58,***油气工程建设有限责任公司,B,0,0.1498825704,0.01613079357,0.1370390164,0.1462327326,0.166452668,10,0.1249556124,0.02679102754,0.08779887718,0.1344204348,0.1536840619,10,58,0.5365853659,0.1498825704,0.01613079357,0.1370390164,0.1462327326,0.166452668,58,0.5365853659,55,0.5609756098,0.1249556124,0.02679102754,0.08779887718,0.1344204348,0.1536840619,55,0.5609756098,elastic_net_logistic,0.1498825704
E59,***商贸有限公司,A,0,0.06896464342,0.009142496251,0.05921025978,0.06783220701,0.07641618763,10,0.0547414465,0.009658505613,0.04465856386,0.05413268891,0.06761215521,10,99,0.2032520325,0.06896464342,0.009142496251,0.05921025978,0.06783220701,0.07641618763,99,0.2032520325,94,0.243902439,0.0547414465,0.009658505613,0.04465856386,0.05413268891,0.06761215521,94,0.243902439,elastic_net_logistic,0.06896464342
E6,***装饰设计工程有限公司,A,0,0.03828902106,0.006169667983,0.03088465826,0.03989110217,0.04389193776,10,0.05336455692,0.005031225145,0.04699434503,0.05503643862,0.05863194091,10,114,0.08130081301,0.03828902106,0.006169667983,0.03088465826,0.03989110217,0.04389193776,114,0.08130081301,99,0.2032520325,0.05336455692,0.005031225145,0.04699434503,0.05503643862,0.05863194091,99,0.2032520325,elastic_net_logistic,0.03828902106
E60,***机械租赁有限公司,B,0,0.2143912442,0.01760198505,0.187834758,0.2196416771,0.2335825691,10,0.2377395312,0.1186726172,0.1111179487,0.2204541777,0.4013538375,10,43,0.6585365854,0.2143912442,0.01760198505,0.187834758,0.2196416771,0.2335825691,43,0.6585365854,38,0.6991869919,0.2377395312,0.1186726172,0.1111179487,0.2204541777,0.4013538375,38,0.6991869919,elastic_net_logistic,0.2143912442
E61,***调味品有限公司,B,0,0.07788330382,0.0129133045,0.06542560897,0.07555178302,0.09484916536,10,0.05220910236,0.006979068571,0.04568869371,0.0494813332,0.05844154801,10,92,0.2601626016,0.07788330382,0.0129133045,0.06542560897,0.07555178302,0.09484916536,92,0.2601626016,105,0.1544715447,0.05220910236,0.006979068571,0.04568869371,0.0494813332,0.05844154801,105,0.1544715447,elastic_net_logistic,0.07788330382
E62,***工程造价咨询有限公司***分公司,B,0,0.1214523958,0.02008369616,0.09814841999,0.1205584086,0.1450170246,10,0.04993555024,0.005388175526,0.04560032926,0.04784143827,0.05776324912,10,64,0.487804878,0.1214523958,0.02008369616,0.09814841999,0.1205584086,0.1450170246,64,0.487804878,111,0.1056910569,0.04993555024,0.005388175526,0.04560032926,0.04784143827,0.05776324912,111,0.1056910569,elastic_net_logistic,0.1214523958
E63,***科技有限公司,B,0,0.08368298573,0.01972562498,0.05509591783,0.08456886115,0.1084106096,10,0.05495017289,0.01188290282,0.04525606266,0.05382902744,0.06162992645,10,86,0.3089430894,0.08368298573,0.01972562498,0.05509591783,0.08456886115,0.1084106096,86,0.3089430894,93,0.2520325203,0.05495017289,0.01188290282,0.04525606266,0.05382902744,0.06162992645,93,0.2520325203,elastic_net_logistic,0.08368298573
E64,***图书有限责任公司,A,0,0.1124750355,0.01425940416,0.1011279458,0.1091197882,0.1209520698,10,0.04692026796,0.00278452581,0.04424525446,0.04770186168,0.04926091217,10,69,0.4471544715,0.1124750355,0.01425940416,0.1011279458,0.1091197882,0.1209520698,69,0.4471544715,117,0.05691056911,0.04692026796,0.00278452581,0.04424525446,0.04770186168,0.04926091217,117,0.05691056911,elastic_net_logistic,0.1124750355
E65,***商贸有限公司,B,0,0.0894097801,0.01281206028,0.07530389264,0.08922506284,0.1016662421,10,0.05320043928,0.008637577876,0.04265766441,0.05315615939,0.06721144012,10,80,0.3577235772,0.0894097801,0.01281206028,0.07530389264,0.08922506284,0.1016662421,80,0.3577235772,102,0.1788617886,0.05320043928,0.008637577876,0.04265766441,0.05315615939,0.06721144012,102,0.1788617886,elastic_net_logistic,0.0894097801
E66,***快递有限公司,B,0,0.2947622952,0.0624148144,0.2423234274,0.2971798348,0.3741353375,10,0.2366197566,0.06782975954,0.1617647357,0.2341613694,0.3122352186,10,30,0.7642276423,0.2947622952,0.0624148144,0.2423234274,0.2971798348,0.3741353375,30,0.7642276423,39,0.6910569106,0.2366197566,0.06782975954,0.1617647357,0.2341613694,0.3122352186,39,0.6910569106,elastic_net_logistic,0.2947622952
E67,***信息技术有限公司,B,0,0.1845447393,0.0244993618,0.1531518704,0.1878033747,0.2088292217,10,0.05926879167,0.008314986931,0.04667623447,0.06068503864,0.06583767647,10,50,0.6016260163,0.1845447393,0.0244993618,0.1531518704,0.1878033747,0.2088292217,50,0.6016260163,87,0.3008130081,0.05926879167,0.008314986931,0.04667623447,0.06068503864,0.06583767647,87,0.3008130081,elastic_net_logistic,0.1845447393
E68,***花木总公司,C,0,0.3380718151,0.08105023836,0.2805406118,0.3171602903,0.3824767947,10,0.3138288443,0.08123283104,0.2163615794,0.3476341406,0.3806815118,10,28,0.7804878049,0.3380718151,0.08105023836,0.2805406118,0.3171602903,0.3824767947,28,0.7804878049,31,0.756097561,0.3138288443,0.08123283104,0.2163615794,0.3476341406,0.3806815118,31,0.756097561,elastic_net_logistic,0.3380718151
E69,***电子器材经营部,C,0,0.2503652668,0.04400676014,0.2088816627,0.2353015652,0.3207126735,10,0.1268897307,0.0423601897,0.09281248479,0.1220746368,0.1679702768,10,38,0.6991869919,0.2503652668,0.04400676014,0.2088816627,0.2353015652,0.3207126735,38,0.6991869919,54,0.5691056911,0.1268897307,0.0423601897,0.09281248479,0.1220746368,0.1679702768,54,0.5691056911,elastic_net_logistic,0.2503652668
E7,***家电有限公司***分公司,A,0,0.02580342326,0.01036390852,0.01547037019,0.02878003758,0.03436137967,10,0.05440382088,0.01192724027,0.04491879246,0.04980223265,0.07302858792,10,121,0.0243902439,0.02580342326,0.01036390852,0.01547037019,0.02878003758,0.03436137967,121,0.0243902439,96,0.2276422764,0.05440382088,0.01192724027,0.04491879246,0.04980223265,0.07302858792,96,0.2276422764,elastic_net_logistic,0.02580342326
E70,***科技有限公司,B,0,0.1379471805,0.01571482473,0.1215670928,0.1424654399,0.1557212843,10,0.05254774105,0.006209336402,0.04624348872,0.05295309482,0.05882668768,10,60,0.5203252033,0.1379471805,0.01571482473,0.1215670928,0.1424654399,0.1557212843,60,0.5203252033,104,0.162601626,0.05254774105,0.006209336402,0.04624348872,0.05295309482,0.05882668768,104,0.162601626,elastic_net_logistic,0.1379471805
E71,***农业科技有限公司,B,0,0.2041897012,0.06109422571,0.1413473558,0.2139458708,0.2461670708,10,0.1662198841,0.05826044117,0.09260017191,0.1728581548,0.2347983603,10,45,0.6422764228,0.2041897012,0.06109422571,0.1413473558,0.2139458708,0.2461670708,45,0.6422764228,46,0.6341463415,0.1662198841,0.05826044117,0.09260017191,0.1728581548,0.2347983603,46,0.6341463415,elastic_net_logistic,0.2041897012
E72,***图书有限公司,C,0,0.2897171126,0.04487283172,0.2547354504,0.290146397,0.3383260035,10,0.134665882,0.08763358827,0.05802792152,0.09382966588,0.2775103392,10,32,0.7479674797,0.2897171126,0.04487283172,0.2547354504,0.290146397,0.3383260035,32,0.7479674797,50,0.6016260163,0.134665882,0.08763358827,0.05802792152,0.09382966588,0.2775103392,50,0.6016260163,elastic_net_logistic,0.2897171126
E73,***商贸有限责任公司,C,0,0.1183311273,0.02865812438,0.08714372824,0.1215955491,0.150943928,10,0.0780771501,0.02150759416,0.05823125918,0.06986555065,0.1074086583,10,67,0.4634146341,0.1183311273,0.02865812438,0.08714372824,0.1215955491,0.150943928,67,0.4634146341,72,0.4227642276,0.0780771501,0.02150759416,0.05823125918,0.06986555065,0.1074086583,72,0.4227642276,elastic_net_logistic,0.1183311273
E74,***蔬菜专业合作社,B,0,0.1539591335,0.01869309808,0.1310690153,0.1489214049,0.1754997095,10,0.09130347835,0.02097843673,0.06277035201,0.09561326506,0.11778736,10,56,0.5528455285,0.1539591335,0.01869309808,0.1310690153,0.1489214049,0.1754997095,56,0.5528455285,65,0.4796747967,0.09130347835,0.02097843673,0.06277035201,0.09561326506,0.11778736,65,0.4796747967,elastic_net_logistic,0.1539591335
E75,***酒店管理有限公司,C,0,0.1070850165,0.0261420901,0.08759486581,0.1085790829,0.1282680192,10,0.05085494967,0.007123740999,0.04129667786,0.05233021203,0.05754206254,10,72,0.4227642276,0.1070850165,0.0261420901,0.08759486581,0.1085790829,0.1282680192,72,0.4227642276,109,0.1219512195,0.05085494967,0.007123740999,0.04129667786,0.05233021203,0.05754206254,109,0.1219512195,elastic_net_logistic,0.1070850165
E76,***信息科技有限公司,B,0,0.1706660196,0.02303809012,0.1396597065,0.176189285,0.1979402602,10,0.0484171139,0.004504874052,0.04225422663,0.04898187927,0.05293652045,10,53,0.5772357724,0.1706660196,0.02303809012,0.1396597065,0.176189285,0.1979402602,53,0.5772357724,113,0.08943089431,0.0484171139,0.004504874052,0.04225422663,0.04898187927,0.05293652045,113,0.08943089431,elastic_net_logistic,0.1706660196
E77,***机电设备有限公司,C,0,0.3665492679,0.08107081765,0.2564731413,0.3671284594,0.4663549766,10,0.247793599,0.07041968902,0.1469509173,0.2527270437,0.3060076943,10,25,0.8048780488,0.3665492679,0.08107081765,0.2564731413,0.3671284594,0.4663549766,25,0.8048780488,37,0.7073170732,0.247793599,0.07041968902,0.1469509173,0.2527270437,0.3060076943,37,0.7073170732,elastic_net_logistic,0.3665492679
E78,个体经营E78,C,0,0.1211539626,0.01644575991,0.1104108119,0.1153354548,0.1481587806,10,0.07659546649,0.02113971878,0.05190351565,0.0775380781,0.1001748445,10,65,0.4796747967,0.1211539626,0.01644575991,0.1104108119,0.1153354548,0.1481587806,65,0.4796747967,75,0.3983739837,0.07659546649,0.02113971878,0.05190351565,0.0775380781,0.1001748445,75,0.3983739837,elastic_net_logistic,0.1211539626
E79,***鞋业有限公司,B,0,0.2025177165,0.01476972031,0.1908786176,0.2003621493,0.2207361419,10,0.1373659614,0.02572828793,0.1158601149,0.1356606865,0.1718300531,10,46,0.6341463415,0.2025177165,0.01476972031,0.1908786176,0.2003621493,0.2207361419,46,0.6341463415,48,0.6178861789,0.1373659614,0.02572828793,0.1158601149,0.1356606865,0.1718300531,48,0.6178861789,elastic_net_logistic,0.2025177165
E8,***科学研究院有限公司,A,0,0.02606005345,0.00720827644,0.01867088877,0.02459557434,0.03439017911,10,0.04756189514,0.007497055436,0.03963286007,0.04708260703,0.05735557171,10,120,0.0325203252,0.02606005345,0.00720827644,0.01867088877,0.02459557434,0.03439017911,120,0.0325203252,116,0.06504065041,0.04756189514,0.007497055436,0.03963286007,0.04708260703,0.05735557171,116,0.06504065041,elastic_net_logistic,0.02606005345
E80,***实业有限责任公司,C,0,0.3432370641,0.04591431682,0.3145191557,0.3435895184,0.3865190631,10,0.2802874867,0.09748134189,0.1940933196,0.2627247701,0.3818379262,10,26,0.7967479675,0.3432370641,0.04591431682,0.3145191557,0.3435895184,0.3865190631,26,0.7967479675,32,0.7479674797,0.2802874867,0.09748134189,0.1940933196,0.2627247701,0.3818379262,32,0.7479674797,elastic_net_logistic,0.3432370641
E81,***机械设备有限公司,A,0,0.1154202468,0.01421555103,0.1046116878,0.1124826793,0.1339413155,10,0.06162884049,0.01493067609,0.0500030493,0.05691563978,0.07627794684,10,68,0.4552845528,0.1154202468,0.01421555103,0.1046116878,0.1124826793,0.1339413155,68,0.4552845528,85,0.3170731707,0.06162884049,0.01493067609,0.0500030493,0.05691563978,0.07627794684,85,0.3170731707,elastic_net_logistic,0.1154202468
E82,***商贸有限公司,D,1,0.194614899,0.02863463793,0.1682017119,0.1848344062,0.2318618526,10,0.07947568855,0.02238425953,0.05265600945,0.07765336412,0.1072646185,10,47,0.6260162602,0.194614899,0.02863463793,0.1682017119,0.1848344062,0.2318618526,47,0.6260162602,69,0.4471544715,0.07947568855,0.02238425953,0.05265600945,0.07765336412,0.1072646185,69,0.4471544715,elastic_net_logistic,0.194614899
E83,***社会福利院（***社会福利社会化服务中心）,B,0,0.5444532255,0.06494014251,0.4756666332,0.5501629621,0.6237840466,10,0.2293794794,0.06755336871,0.1596343554,0.2225438126,0.337027252,10,13,0.9024390244,0.5444532255,0.06494014251,0.4756666332,0.5501629621,0.6237840466,13,0.9024390244,40,0.6829268293,0.2293794794,0.06755336871,0.1596343554,0.2225438126,0.337027252,40,0.6829268293,elastic_net_logistic,0.5444532255
E84,***建材有限公司,A,0,0.1532688251,0.02083153789,0.1369680816,0.1561066865,0.1694921296,10,0.05530232604,0.01612235149,0.04367436886,0.04903269299,0.07092889453,10,57,0.5447154472,0.1532688251,0.02083153789,0.1369680816,0.1561066865,0.1694921296,57,0.5447154472,92,0.2601626016,0.05530232604,0.01612235149,0.04367436886,0.04903269299,0.07092889453,92,0.2601626016,elastic_net_logistic,0.1532688251
E85,***安防科技有限公司,B,0,0.2264316686,0.01457434234,0.21062117,0.226670467,0.2483347601,10,0.1838186298,0.1014295501,0.1093602357,0.1470409975,0.3096585419,10,42,0.6666666667,0.2264316686,0.01457434234,0.21062117,0.226670467,0.2483347601,42,0.6666666667,42,0.6666666667,0.1838186298,0.1014295501,0.1093602357,0.1470409975,0.3096585419,42,0.6666666667,elastic_net_logistic,0.2264316686
E86,***地质工程勘察院***分院,C,0,0.2808208394,0.08158151079,0.202666177,0.2829039984,0.3548090468,10,0.4218689912,0.09381308266,0.3189711571,0.4193462804,0.5381311535,10,34,0.7317073171,0.2808208394,0.08158151079,0.202666177,0.2829039984,0.3548090468,34,0.7317073171,24,0.8130081301,0.4218689912,0.09381308266,0.3189711571,0.4193462804,0.5381311535,24,0.8130081301,elastic_net_logistic,0.2808208394
E87,***实业有限责任公司,C,1,0.234076271,0.0355407459,0.1982418397,0.2265538913,0.2796569295,10,0.2504743972,0.08451443279,0.1304840804,0.2652374558,0.3021277284,10,40,0.6829268293,0.234076271,0.0355407459,0.1982418397,0.2265538913,0.2796569295,40,0.6829268293,36,0.7154471545,0.2504743972,0.08451443279,0.1304840804,0.2652374558,0.3021277284,36,0.7154471545,elastic_net_logistic,0.234076271
E88,***贸易有限公司,A,0,0.1654327803,0.02217580687,0.1426857124,0.1683703785,0.189066442,10,0.08199200831,0.03016294665,0.0499663174,0.07317855403,0.1171174214,10,55,0.5609756098,0.1654327803,0.02217580687,0.1426857124,0.1683703785,0.189066442,55,0.5609756098,67,0.4634146341,0.08199200831,0.03016294665,0.0499663174,0.07317855403,0.1171174214,67,0.4634146341,elastic_net_logistic,0.1654327803
E89,***物资有限公司,A,0,0.3344336244,0.05129262942,0.2896500967,0.3246694406,0.3672701532,10,0.3671065209,0.1031492281,0.2803599239,0.3772907909,0.4451778324,10,29,0.7723577236,0.3344336244,0.05129262942,0.2896500967,0.3246694406,0.3672701532,29,0.7723577236,27,0.7886178862,0.3671065209,0.1031492281,0.2803599239,0.3772907909,0.4451778324,27,0.7886178862,elastic_net_logistic,0.3344336244
E9,***生活用品服务有限公司***分公司,A,0,0.02174866462,0.004496093452,0.01786539184,0.02133022982,0.02531048472,10,0.05377810901,0.01016165177,0.04238493424,0.05027507786,0.0673535426,10,122,0.0162601626,0.02174866462,0.004496093452,0.01786539184,0.02133022982,0.02531048472,122,0.0162601626,98,0.2113821138,0.05377810901,0.01016165177,0.04238493424,0.05027507786,0.0673535426,98,0.2113821138,elastic_net_logistic,0.02174866462
E90,***文化传媒有限责任公司,C,0,0.2928954659,0.02853566389,0.2722645567,0.2899000519,0.3272754126,10,0.2164983266,0.1010884795,0.1132337598,0.211984659,0.3344126751,10,31,0.756097561,0.2928954659,0.02853566389,0.2722645567,0.2899000519,0.3272754126,31,0.756097561,41,0.674796748,0.2164983266,0.1010884795,0.1132337598,0.211984659,0.3344126751,41,0.674796748,elastic_net_logistic,0.2928954659
E91,***科技实业有限公司,A,0,0.123879862,0.0326394165,0.09497158574,0.1275164348,0.1563985381,10,0.1294299055,0.04931978472,0.07264560734,0.1299971471,0.1609544783,10,62,0.5040650407,0.123879862,0.0326394165,0.09497158574,0.1275164348,0.1563985381,62,0.5040650407,53,0.5772357724,0.1294299055,0.04931978472,0.07264560734,0.1299971471,0.1609544783,53,0.5772357724,elastic_net_logistic,0.123879862
E92,***地质灾害防治有限公司,C,0,0.3701163354,0.05192319057,0.3070762379,0.3860112994,0.4190045907,10,0.4648946139,0.1430084322,0.3342088006,0.4952402269,0.6192519616,10,24,0.8130081301,0.3701163354,0.05192319057,0.3070762379,0.3860112994,0.4190045907,24,0.8130081301,23,0.8211382114,0.4648946139,0.1430084322,0.3342088006,0.4952402269,0.6192519616,23,0.8211382114,elastic_net_logistic,0.3701163354
E93,***电脑设计事务所,B,0,0.2376719561,0.02480233446,0.2117032734,0.2481891501,0.2575297987,10,0.1229920337,0.02746090956,0.1031265363,0.1119069887,0.1548802335,10,39,0.6910569106,0.2376719561,0.02480233446,0.2117032734,0.2481891501,0.2575297987,39,0.6910569106,56,0.5528455285,0.1229920337,0.02746090956,0.1031265363,0.1119069887,0.1548802335,56,0.5528455285,elastic_net_logistic,0.2376719561
E94,***汽车美容有限公司,C,0,0.3420261826,0.04319019163,0.2942395642,0.3356056256,0.3879661601,10,0.5435294711,0.1233386813,0.4028751507,0.5711789676,0.7073801574,10,27,0.7886178862,0.3420261826,0.04319019163,0.2942395642,0.3356056256,0.3879661601,27,0.7886178862,16,0.8780487805,0.5435294711,0.1233386813,0.4028751507,0.5711789676,0.7073801574,16,0.8780487805,elastic_net_logistic,0.3420261826
E95,***兰花店,B,0,0.1441316116,0.02995526996,0.1193589449,0.1372697565,0.1745511804,10,0.09166609575,0.03194885675,0.05875407177,0.07738598441,0.1280630353,10,59,0.5284552846,0.1441316116,0.02995526996,0.1193589449,0.1372697565,0.1745511804,59,0.5284552846,64,0.487804878,0.09166609575,0.03194885675,0.05875407177,0.07738598441,0.1280630353,64,0.487804878,elastic_net_logistic,0.1441316116
E96,***土地整理有限公司,C,0,0.8080355745,0.05159004935,0.7489481602,0.8283243831,0.854739214,10,0.6019763598,0.07717868493,0.486967028,0.6015515105,0.6874642493,10,1,1,0.8080355745,0.05159004935,0.7489481602,0.8283243831,0.854739214,1,1,13,0.9024390244,0.6019763598,0.07717868493,0.486967028,0.6015515105,0.6874642493,13,0.9024390244,elastic_net_logistic,0.8080355745
E97,***美工装饰部,B,0,0.2602897628,0.05717025668,0.2100422722,0.2678635984,0.3283525845,10,0.4218264393,0.1873739699,0.2201075295,0.3951818042,0.7020531016,10,35,0.7235772358,0.2602897628,0.05717025668,0.2100422722,0.2678635984,0.3283525845,35,0.7235772358,25,0.8048780488,0.4218264393,0.1873739699,0.2201075295,0.3951818042,0.7020531016,25,0.8048780488,elastic_net_logistic,0.2602897628
E98,***文化传播有限公司,B,0,0.2814270169,0.02284349069,0.2519578983,0.2812707907,0.3034353338,10,0.2566611863,0.1186998694,0.1319157993,0.2477533939,0.3681135966,10,33,0.7398373984,0.2814270169,0.02284349069,0.2519578983,0.2812707907,0.3034353338,33,0.7398373984,35,0.7235772358,0.2566611863,0.1186998694,0.1319157993,0.2477533939,0.3681135966,35,0.7235772358,elastic_net_logistic,0.2814270169
E99,***建筑工程有限责任公司,D,1,0.5839846822,0.07979890618,0.485861505,0.5828429683,0.6898712011,10,0.5322075836,0.03569862226,0.4944067283,0.5300310396,0.5624741779,10,10,0.9268292683,0.5839846822,0.07979890618,0.485861505,0.5828429683,0.6898712011,10,0.9268292683,17,0.8699186992,0.5322075836,0.03569862226,0.4944067283,0.5300310396,0.5624741779,17,0.8699186992,elastic_net_logistic,0.5839846822
