enterprise_id,enterprise_name,main_risk_score,risk_instability_mean,risk_instability_sd,risk_instability_p05,risk_instability_p10,risk_instability_p50,risk_instability_p90,risk_instability_p95,risk_instability_min,risk_instability_max,risk_instability_test_count,label_spreading_risk_score,label_spreading_final_labeled_nodes,label_spreading_final_unlabeled_target_nodes,label_spreading_test_labels_hidden,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,predicted_rating,ood_feature_count,ood_feature_fraction,missing_primary_feature_count,novelty_score_max_tail_distance,ood_flag,threshold_source,threshold_rule,main_risk_rank,label_spreading_risk_rank,rank_difference_label_spreading_minus_main,main_top20_candidate,label_spreading_top20_candidate,rating_probability_sum,rating_probability_min,rating_row_nonnegative_ok,rating_row_sum_ok,rating_probability_check,risk_instability_interval_width,risk_disagreement_abs,rating_entropy_normalized,uncertainty_reason_ood,uncertainty_reason_interval_width,uncertainty_reason_model_disagreement,uncertainty_reason_rating_entropy,uncertainty_reasons,high_uncertainty_flag,risk_interval_is_external_confidence_interval,risk_interval_definition,risk_interpretation,rating_probability_sum_recomputed,risk_mean,risk_p90,risk_used,risk_used_column,pD,d_probability_reject_flag,uncertainty_reason_ood_optimization,uncertainty_reason_interval_optimization,uncertainty_reason_disagreement_optimization,uncertainty_reason_entropy_optimization,optimization_uncertainty_flag,uncertainty_cap_applied,max_loan_limit_10k,eligible_for_optimization,optimization_threshold_source,d_rule_description,uncertainty_rule_description,scenario_id,risk_variant,lgd,funding_cost_rate,budget_definition,nominal_budget_10k,decision,decision_reason,selected_rate,selected_rate_percent,offered_loan_amount_10k,offered_loan_amount_yuan,selected_acceptance_probability,selected_customer_churn_mass,expected_disbursed_amount_10k,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,unit_expected_net_return_per_10k,budget_projection_adjustment_10k,selected_rate_is_observed_attachment3_point,no_D_churn_extrapolation_used,risk_is_historical_relative_default_tendency,customer_churn_is_not_default_rate,industry_code,q2_main_risk,robust_risk,unknown_industry_flag,industry_high_uncertainty_flag,q2_baseline_risk,q3_scenario_id,scenario,q2_scenario_id,risk_override_column,risk_override_only
E185,***生态魔芋有限公司,0.05462730495,0.05783905811,0.01626502519,0.03339600359,0.04469317189,0.05867259542,0.0789789551,0.08162169416,0.01106015934,0.1017639944,50,0.2758440606,123,302,True,0.6614648458,0.2801972528,0.0536093294,0.004728571965,A,1,0.06666666667,0,0.1650201981,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,270,85,-185,0,0,1,0.004728571965,True,True,PASS,0.04822569057,0.2321422167,0.5857677819,True,False,True,False,OOD|label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.05462730495,0.0789789551,0.05462730495,risk_mean,0.004728571965,False,True,False,True,False,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1225,12.25,50,500000,0.1924712777,0.8028001503,9.623563884,1.114487179,0.2628546795,0.2887069165,0.5629255833,0.01125851167,0,True,True,True,True,unknown,0.04370184396,0.05462730495,1,1,0.04370184396,robust,robust,primary,robust_risk,True
E186,***建筑劳务有限公司,0.111748091,0.09834371933,0.02493964781,0.06095401015,0.06236108904,0.09742594783,0.1387587353,0.1432689308,0.05234093372,0.1490832493,50,0.004173702304,123,302,True,0.1052481452,0.3875873553,0.4340184426,0.07314605687,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,178,212,34,0,0,1,0.07314605687,True,True,PASS,0.08231492064,0.09182465771,0.8352339463,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.111748091,0.1387587353,0.111748091,risk_mean,0.07314605687,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1423215928,0.7845323503,7.11607964,0.9007241639,0.3976041575,0.2134823892,0.2896376172,0.005792752344,0,True,True,True,True,construction,0.09599836002,0.111748091,0,0,0.09599836002,robust,robust,primary,robust_risk,True
E187,个体经营E187,0.7601173169,0.5685686707,0.09473447998,0.4125446436,0.4531186732,0.5564861332,0.7016698613,0.7139771018,0.3930503277,0.7854445309,50,0.6930114899,123,302,True,0.002194899312,0.01565307344,0.173719297,0.8084327303,D,4,0.2666666667,0,1.109535628,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,20,27,7,1,1,1,0.002194899312,True,True,PASS,0.3014324583,0.08491763643,0.3999803329,True,True,False,False,OOD|risk_interval_width,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.7601173169,0.7016698613,0.7601173169,risk_mean,0.8084327303,True,True,True,False,False,True,False,0,False,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,D概率规则拒贷,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.6080938535,0.7601173169,1,1,0.6080938535,robust,robust,primary,robust_risk,True
E188,***硬质合金有限公司,0.04706657495,0.04757121392,0.01009181234,0.03155220548,0.03621908674,0.04819626213,0.05845571905,0.06326107803,0.02439829467,0.07298471764,50,6.488460218e-05,123,302,True,0.5387798254,0.3673267933,0.08600930441,0.0078840769,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,280,301,21,0,0,1,0.0078840769,True,True,PASS,0.03170887255,0.03758837536,0.6854784908,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.04706657495,0.05845571905,0.04706657495,risk_mean,0.0078840769,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1025,10.25,100,1000000,0.2821827531,0.70993317,28.21827531,2.756239119,0.664068785,0.8465482594,1.245622074,0.01245622074,0,True,True,True,True,unknown,0.03765325996,0.04706657495,1,1,0.03765325996,robust,robust,primary,robust_risk,True
E189,***石油工程技术服务有限公司,0.0870246197,0.09008422777,0.01551607947,0.06707254432,0.07044290017,0.08879511447,0.1097051406,0.1157699821,0.06313696764,0.124338841,50,0.007475762671,123,302,True,0.1978942018,0.4729614639,0.2928825534,0.03626178088,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,201,187,-14,0,0,1,0.03626178088,True,True,PASS,0.0486974378,0.07810468694,0.8329067175,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.0870246197,0.1097051406,0.0870246197,risk_mean,0.03626178088,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1442418753,0.8194963438,7.212093766,0.938286127,0.3138148586,0.216362813,0.4081084554,0.008162169108,0,True,True,True,True,other_services,0.08558044961,0.0870246197,0,0,0.08558044961,robust,robust,primary,robust_risk,True
E190,***劳务有限公司,0.06001388899,0.05820663562,0.01332608482,0.03644815209,0.04104801096,0.06016741347,0.07257927492,0.07890625495,0.02491233111,0.08771951854,50,0.004326090062,123,302,True,0.4921144882,0.3968316134,0.1015642493,0.00948964907,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,257,211,-46,0,0,1,0.00948964907,True,True,PASS,0.04245810285,0.04368502113,0.7157081418,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.06001388899,0.07257927492,0.06001388899,risk_mean,0.00948964907,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1225,12.25,100,1000000,0.1957621697,0.7947481812,19.57621697,2.254168077,0.5874224559,0.587286509,1.079459112,0.01079459112,0,True,True,True,True,unknown,0.04801111119,0.06001388899,1,1,0.04801111119,robust,robust,primary,robust_risk,True
E191,***商贸有限责任公司,0.1037759426,0.1209983277,0.05067382499,0.05734422137,0.06641254198,0.1109838841,0.1998784088,0.2170214363,0.05148929719,0.2672134107,50,0.001169624801,123,302,True,0.8141728976,0.1589417864,0.02477102542,0.002114290595,A,1,0.06666666667,0,0.1586872057,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,193,245,52,0,0,1,0.002114290595,True,True,PASS,0.1596772149,0.08776530193,0.4070819732,True,False,False,False,OOD,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1037759426,0.1998784088,0.1037759426,risk_mean,0.002114290595,False,True,False,False,False,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1263134604,0.871572249,6.315673019,0.806586779,0.3277074604,0.1894701906,0.289409128,0.005788182559,0,True,True,True,True,wholesale_retail,0.08893492673,0.1037759426,0,0,0.08893492673,robust,robust,primary,robust_risk,True
E192,***建设工程有限公司,0.1888870672,0.1647392807,0.02804961482,0.122821306,0.1293446287,0.1637126764,0.1981223657,0.2179878978,0.1103424356,0.2372145838,50,0.05954954802,123,302,True,0.0510812494,0.2567367831,0.5450980231,0.1470839444,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,111,116,5,0,0,1,0.0510812494,True,True,PASS,0.09516659187,0.102715852,0.803366283,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1888870672,0.1981223657,0.1888870672,risk_mean,0.1470839444,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,construction,0.1622654,0.1888870672,0,0,0.1622654,robust,robust,primary,robust_risk,True
E193,个体经营E193,0.03699254446,0.03739243495,0.007945711167,0.02410908419,0.02925429783,0.03597433565,0.04726617672,0.04990301006,0.01886338776,0.05623376307,50,0.006413605009,123,302,True,0.574514004,0.3432130772,0.0754448084,0.006828110355,A,1,0.06666666667,0,0.06534282882,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,295,194,-101,0,0,1,0.006828110355,True,True,PASS,0.02579392587,0.02318043056,0.6596525456,True,False,False,False,OOD,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.03699254446,0.04726617672,0.03699254446,risk_mean,0.006828110355,False,True,False,False,False,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.0985,9.85,50,500000,0.3053730249,0.6877988647,15.26865124,1.448326761,0.28241313,0.4580595373,0.7078540935,0.01415708187,0,True,True,True,True,unknown,0.02959403557,0.03699254446,1,1,0.02959403557,robust,robust,primary,robust_risk,True
E194,***文化传播有限公司,0.04292735188,0.05007581683,0.008542233336,0.03622582502,0.0382801055,0.05078422901,0.06029065238,0.06258547137,0.02963354385,0.07001775507,50,0.01112890098,123,302,True,0.327176318,0.473508747,0.1805823274,0.01873260766,B,1,0.06666666667,0,0.004374784032,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,271,175,-96,0,0,1,0.01873260766,True,True,PASS,0.02635964635,0.03108607321,0.795729618,True,False,False,True,OOD|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.04292735188,0.06029065238,0.04292735188,risk_mean,0.01873260766,False,True,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1065,10.65,50,500000,0.2645676938,0.7166996986,13.22838469,1.34834593,0.2839297622,0.3968515407,0.6675646273,0.01335129255,0,True,True,True,True,other_services,0.04221497419,0.04292735188,0,0,0.04221497419,robust,robust,primary,robust_risk,True
E195,***医药有限公司,0.04092881865,0.04051796101,0.008090006925,0.02645612958,0.03230449118,0.03937473737,0.04907034401,0.05294963067,0.0217785961,0.05947447465,50,0.0004329354453,123,302,True,0.4782204196,0.4051139819,0.1066385354,0.01002706307,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,289,274,-15,0,0,1,0.01002706307,True,True,PASS,0.02649350108,0.03231011948,0.7239951149,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.04092881865,0.04907034401,0.04092881865,risk_mean,0.01002706307,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1025,10.25,100,1000000,0.283614614,0.7063583229,28.3614614,2.788067679,0.5804005551,0.8508438419,1.356823282,0.01356823282,0,True,True,True,True,unknown,0.03274305492,0.04092881865,1,1,0.03274305492,robust,robust,primary,robust_risk,True
E196,***地质制图印刷厂,0.04852802265,0.04705227843,0.009388180341,0.03134467245,0.03722125436,0.04604769424,0.05759835032,0.06240231304,0.02616857729,0.07155811971,50,0.4724026121,123,302,True,0.4509587937,0.4205950769,0.1172703292,0.01117580017,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,277,45,-232,0,1,1,0.01117580017,True,True,PASS,0.03105764059,0.433580194,0.7393608006,False,False,True,False,label_spreading_disagreement,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.04852802265,0.05759835032,0.04852802265,risk_mean,0.01117580017,False,False,False,True,False,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1025,10.25,50,500000,0.2842034802,0.7046207196,14.21017401,1.385859693,0.3447958232,0.4263052204,0.614758649,0.01229517298,0,True,True,True,True,unknown,0.03882241812,0.04852802265,1,1,0.03882241812,robust,robust,primary,robust_risk,True
E197,***医疗设备有限公司,0.04490771706,0.04436599098,0.009643314351,0.02853797845,0.0347038095,0.04316027842,0.05779302789,0.0602196963,0.02235584752,0.06645083344,50,0.3979446067,123,302,True,0.3800714929,0.4550434587,0.149969432,0.01491561642,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,286,58,-228,0,1,1,0.01491561642,True,True,PASS,0.03168171785,0.362018433,0.7741715111,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.04490771706,0.05779302789,0.04490771706,risk_mean,0.01491561642,False,False,False,True,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1025,10.25,50,500000,0.2855068075,0.6995775761,14.27534038,1.397512412,0.3205364733,0.4282602113,0.648715727,0.01297431454,0,True,True,True,True,unknown,0.03592617365,0.04490771706,1,1,0.03592617365,robust,robust,primary,robust_risk,True
E198,***商贸有限公司,0.1292682537,0.131339082,0.03794659997,0.07545546684,0.08303070457,0.1275302335,0.1707146264,0.2000043341,0.06417378595,0.2266657712,50,0.04177504432,123,302,True,0.5961154699,0.3280873866,0.06954692303,0.00625022041,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,155,124,-31,0,0,1,0.00625022041,True,True,PASS,0.1245488673,0.06900653354,0.6428244883,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,0.9999999999,0.1292682537,0.1707146264,0.1292682537,risk_mean,0.00625022041,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1425,14.25,100,1000000,0.1337282621,0.8600215174,13.37282621,1.659290566,0.8643409458,0.4011847863,0.3937648335,0.003937648335,0,True,True,True,True,wholesale_retail,0.1107815779,0.1292682537,0,0,0.1107815779,robust,robust,primary,robust_risk,True
E199,***建筑劳务有限公司,0.1254566271,0.1190498514,0.0324404312,0.07838890342,0.08414483397,0.1132759075,0.1627475946,0.1775497432,0.06486169041,0.2101046818,50,0.2549734001,123,302,True,0.09136569967,0.3623901007,0.4617265555,0.08451764404,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,159,92,-67,0,0,1,0.08451764404,True,True,PASS,0.09916083977,0.1471985795,0.8310686964,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,0.9999999999,0.1254566271,0.1627475946,0.1254566271,risk_mean,0.08451764404,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1411436999,0.774338656,7.057184993,0.8794835472,0.442685313,0.2117155498,0.2250826844,0.004501653689,0,True,True,True,True,construction,0.1077748206,0.1254566271,0,0,0.1077748206,robust,robust,primary,robust_risk,True
E200,个体经营E200,0.1202082424,0.1190219628,0.03040654998,0.07730962925,0.07897090125,0.1103319199,0.1671704252,0.1754656851,0.0615383128,0.1903155241,50,0.0005211159891,123,302,True,0.7371506583,0.2214725073,0.03807764761,0.003299186828,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,177,270,93,0,0,1,0.003299186828,True,True,PASS,0.09815605582,0.0956454779,0.5063559101,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1202082424,0.1671704252,0.1202082424,risk_mean,0.003299186828,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1425,14.25,100,1000000,0.1289671232,0.86773369,12.89671232,1.616865021,0.7751455603,0.3869013697,0.4548180913,0.004548180913,0,True,True,True,True,unknown,0.09616659389,0.1202082424,1,1,0.09616659389,robust,robust,primary,robust_risk,True
E201,***物流有限责任公司,0.1088185799,0.1028498515,0.01871019952,0.07327168084,0.08064963776,0.1004344219,0.1286568947,0.1320561543,0.06431655542,0.1441286473,50,0.01337581563,123,302,True,0.2285349232,0.481378426,0.2597019737,0.03038467718,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,176,169,-7,0,0,1,0.03038467718,True,True,PASS,0.05878447344,0.08281740414,0.8263492068,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1088185799,0.1286568947,0.1088185799,risk_mean,0.03038467718,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1439358092,0.8256795137,7.196790458,0.9139445466,0.3915722586,0.2159037138,0.3064685742,0.006129371485,0,True,True,True,True,transport_storage_post,0.09619321977,0.1088185799,0,0,0.09619321977,robust,robust,primary,robust_risk,True
E202,个体经营E202,0.1128777053,0.0941446734,0.02993148239,0.05152441072,0.05387225929,0.09181536622,0.139219832,0.1406883183,0.04586770176,0.1611626067,50,0.3284115043,123,302,True,0.07733652916,0.3318008512,0.4911538969,0.09970872276,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,188,75,-113,0,0,1,0.07733652916,True,True,PASS,0.08916390761,0.23810934,0.8245630885,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1128777053,0.139219832,0.1128777053,risk_mean,0.09970872276,False,False,False,True,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1393807478,0.7609105294,6.969037391,0.880990353,0.3933244746,0.2090711217,0.2785947566,0.005571895133,0,True,True,True,True,unknown,0.09030216428,0.1128777053,1,1,0.09030216428,robust,robust,primary,robust_risk,True
E203,***建设工程有限公司,0.1384299313,0.1194444974,0.0196113387,0.09162032367,0.09657619613,0.1168762205,0.1451006664,0.1536068987,0.07543480664,0.1577979523,50,0.0005469683832,123,302,True,0.08960235025,0.3588478935,0.4653593548,0.0861904014,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,145,267,122,0,0,1,0.0861904014,True,True,PASS,0.061986575,0.1183727041,0.8303908144,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1384299313,0.1451006664,0.1384299313,risk_mean,0.0861904014,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1409588251,0.7728507734,7.047941256,0.8653020707,0.4878230119,0.2114382377,0.1660408211,0.003320816422,0,True,True,True,True,construction,0.1189196725,0.1384299313,0,0,0.1189196725,robust,robust,primary,robust_risk,True
E204,***科技发展有限公司,0.0568252194,0.05286783405,0.01057997299,0.03417911034,0.04164528642,0.05060051466,0.06585224095,0.06854821727,0.03004877719,0.0761763315,50,0.0002475136665,123,302,True,0.2869632324,0.4818081498,0.2086824171,0.02254620073,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,265,280,15,0,0,1,0.02254620073,True,True,PASS,0.03436910693,0.04521266186,0.8097548991,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.0568252194,0.06585224095,0.0568252194,risk_mean,0.02254620073,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1225,12.25,50,500000,0.1985733514,0.7788804479,9.928667568,1.147147435,0.2820993565,0.2978600271,0.5671880513,0.01134376103,0,True,True,True,True,unknown,0.04546017552,0.0568252194,1,1,0.04546017552,robust,robust,primary,robust_risk,True
E205,个体经营E205,0.03980590146,0.04171469362,0.007800499281,0.02753959678,0.03299971626,0.04187083837,0.05060377805,0.05222574587,0.02198763907,0.06327873374,50,9.404150198e-05,123,302,True,0.7086132077,0.2439710321,0.04361301328,0.003802746898,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,292,294,2,0,0,1,0.003802746898,True,True,PASS,0.02468614909,0.03175067967,0.5381630163,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.03980590146,0.05060377805,0.03980590146,risk_mean,0.003802746898,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1025,10.25,100,1000000,0.277583603,0.7186136501,27.7583603,2.731974909,0.5524732775,0.8327508091,1.346750823,0.01346750823,0,True,True,True,True,unknown,0.03184472117,0.03980590146,1,1,0.03184472117,robust,robust,primary,robust_risk,True
E206,***建设工程有限公司,0.07283768042,0.06897474843,0.01338909104,0.04950335895,0.05409643129,0.06783381742,0.0875170798,0.09184636553,0.04113595399,0.09483234433,50,0.04182565168,123,302,True,0.2573742365,0.4837662261,0.2327729805,0.02608655695,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,236,123,-113,0,0,1,0.02608655695,True,True,PASS,0.04234300658,0.02074631539,0.8187543957,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.07283768042,0.0875170798,0.07283768042,risk_mean,0.02608655695,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1434697301,0.830443713,7.173486504,0.94776556,0.2612500587,0.2152045951,0.4713109062,0.009426218124,0,True,True,True,True,construction,0.06257196707,0.07283768042,0,0,0.06257196707,robust,robust,primary,robust_risk,True
