enterprise_id,enterprise_name,industry_code,q2_baseline_risk,robust_risk,q3_scenario_id,q2_decision,robust_decision,q2_selected_rate,robust_selected_rate,delta_selected_rate,q2_offered_loan_amount_10k,robust_offered_loan_amount_10k,delta_offered_loan_amount_10k,q2_expected_net_return_10k,robust_expected_net_return_10k,delta_expected_net_return_10k,decision_changed,rate_changed,amount_changed
E289,***运业有限公司***分公司,transport_storage_post,0.04872417748,0.05511922577,robust,贷,贷,0.1025,0.1225,0.02,50,50,0,0.6134799791,0.5720810478,-0.04139893133,False,True,False
E290,***机电有限公司,unknown,0.0929357457,0.1161696821,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3803171789,0.2727697039,-0.107547475,False,False,False
E291,***文业建设工程有限公司,construction,0.5696332623,0.6630887194,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E292,***物流有限公司,transport_storage_post,0.1048759192,0.1186408836,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3254714029,0.2616716921,-0.0637997108,False,False,False
E293,***物资有限公司,unknown,0.2451386735,0.3064233419,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E294,个体经营E294,unknown,0.06629335685,0.08286669606,robust,贷,贷,0.1225,0.1425,0.02,50,50,0,0.5062619206,0.4165499232,-0.08971199737,False,True,False
E295,***电器设备制造有限公司,manufacturing_industry,0.1194089265,0.1308274051,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.2578549583,0.2049837323,-0.05287122595,False,False,False
E296,***装饰设计工程有限公司,construction,0.2079787941,0.242100315,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E297,***建筑机械租赁有限公司,leasing_business_services,0.1875573746,0.2040858682,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E298,***电器维护服务有限公司,other_services,0.09015498086,0.09167634616,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3937234316,0.3866716188,-0.00705181282,False,False,False
E299,***压缩天然气有限责任公司,unknown,0.1349061069,0.1686326336,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E300,***建设工程有限公司,construction,0.1780836434,0.2073004911,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E301,***企业管理咨询有限公司,leasing_business_services,0.1094155271,0.1190577704,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3043741355,0.2596912592,-0.04468287633,False,False,False
E302,***机电设备有限公司,unknown,0.1098135803,0.1372669754,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3016494587,0.1747984641,-0.1268509946,False,False,False
E303,***图书发行有限公司,unknown,0.06817375068,0.08521718835,robust,贷,贷,0.1225,0.1425,0.02,100,100,0,0.9828106164,0.7974670581,-0.1853435583,False,True,False
E304,***环保科技有限公司,unknown,0.1525397498,0.1906746873,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E305,***劳务有限公司,unknown,0.08583723883,0.1072965485,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.412412351,0.3132628926,-0.09914945836,False,False,False
E306,个体经营E306,unknown,0.1041160638,0.1301450798,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3289872696,0.2083466861,-0.1206405835,False,False,False
E307,***通信工程有限公司,unknown,0.3397089766,0.4246362207,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E308,***餐饮文化服务有限公司,accommodation_catering,0.1023082722,0.1278853402,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3373687422,0.2188219453,-0.1185467969,False,False,False
E309,个体经营E309,unknown,0.1265243135,0.1581553919,robust,贷,不贷,0.1425,,-0.1425,50,0,-50,0.2246156391,0,-0.2246156391,True,True,True
E310,***律师事务所,leasing_business_services,0.08900555614,0.09684917077,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3990609945,0.3627034836,-0.03635751092,False,False,False
E311,***律师事务所,leasing_business_services,0.104171339,0.1133514382,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3273666179,0.2849948402,-0.04237177767,False,False,False
E312,***家居用品有限公司,unknown,0.1752603788,0.2190754735,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E313,***物流有限公司,transport_storage_post,0.08328447589,0.09421556335,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.4232995727,0.372902192,-0.05039738066,False,False,False
E314,***房地产营销策划有限公司,unknown,0.1395367699,0.1744209624,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E315,***轮胎有限公司,unknown,0.06839807256,0.0854975907,robust,贷,贷,0.1225,0.1425,0.02,50,50,0,0.492952229,0.4038228055,-0.08912942355,False,True,False
E316,个体经营E316,unknown,0.16843868,0.21054835,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E317,***科技有限公司,unknown,0.1858004502,0.2322505628,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E318,***商贸有限公司,wholesale_retail,0.06690050473,0.07806452646,robust,贷,贷,0.1225,0.1225,0,50,50,0,0.4969719948,0.4290574014,-0.06791459335,False,False,False
E319,个体经营E319,unknown,0.07307378605,0.09134223256,robust,贷,贷,0.1225,0.1425,0.02,50,50,0,0.4656587936,0.3809974257,-0.08466136786,False,True,False
E320,***建筑设计有限公司,unknown,0.3296155041,0.4120193801,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E321,***生物流有限公司,transport_storage_post,0.09003869815,0.1018562773,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.3871515938,0.3333628438,-0.05378875002,False,False,False
E322,***装饰工程设计有限公司,construction,0.1548339118,0.1802363505,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E323,***建筑装饰工程有限公司,construction,0.3496810751,0.4070506265,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E324,***汽贸有限公司,wholesale_retail,0.2157617112,0.2517669468,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E325,***通讯器材有限公司,unknown,0.1158806937,0.1448508671,robust,贷,贷,0.1425,0.1425,0,100,100,0,0.5124840954,0.261764576,-0.2507195194,False,False,False
E326,***包装材料有限公司,unknown,0.1107702056,0.138462757,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.2981706536,0.1698093577,-0.1283612959,False,False,False
E327,个体经营E327,unknown,0.1165845069,0.1457306336,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.246643295,0.1237864074,-0.1228568876,False,False,False
E328,***科技有限公司,unknown,0.1641671289,0.2052089111,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E329,***园艺有限责任公司,unknown,0.1341729487,0.1677161859,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E330,***酒店管理有限公司,accommodation_catering,0.08639627604,0.107995345,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.411126541,0.311015488,-0.100111053,False,False,False
E331,***广告有限公司,leasing_business_services,0.2517745902,0.273962226,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E332,***商贸有限公司,wholesale_retail,0.1623294325,0.1894181565,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E333,***房地产营销策划有限公司,unknown,0.1590864705,0.1988580881,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E334,***机械科技有限公司,unknown,0.1477545204,0.1846931505,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E335,***挖掘机租赁经营部,leasing_business_services,0.2561140492,0.2786840998,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E336,***猕猴桃专业合作社,agriculture,0.4179705012,0.4289422269,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E337,个体经营E337,unknown,0.07840154705,0.09800193381,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.4349522525,0.3467867002,-0.08816555229,False,False,False
E338,***商贸有限公司,wholesale_retail,0.1607342933,0.1875568285,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E339,***居益卫浴家俬厂,unknown,0.1863596331,0.2329495414,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E340,***物流有限公司,transport_storage_post,0.1454453977,0.1645351061,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E341,***纺织品有限公司,unknown,0.1642112517,0.2052640646,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E342,***裕华机械厂,manufacturing_industry,0.1478845965,0.162026061,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E343,***五金工具经营部,wholesale_retail,0.1193691909,0.1392889246,robust,贷,贷,0.1425,0.1425,0,50,50,0,0.256187398,0.1646144556,-0.09157294243,False,False,False
E344,***机械有限公司,unknown,0.1851283952,0.231410494,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E345,***科技有限公司,unknown,0.2238034406,0.2797543007,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E346,个体经营E346,unknown,0.1694293505,0.2117866881,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E347,***不锈钢材料有限公司,unknown,0.2223898224,0.277987278,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E348,***酒店管理有限公司,accommodation_catering,0.1280317091,0.1600396364,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E349,***营销策划广告有限公司,leasing_business_services,0.3179922689,0.3460153376,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E350,***演艺设备有限公司,unknown,0.2928482373,0.3660602966,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E351,***文化传播有限公司,other_services,0.3054408309,0.3105951449,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E352,***居装饰工程有限公司,construction,0.3100317271,0.3608963073,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E353,***税务师事务所有限公司,leasing_business_services,0.2094910807,0.2279524822,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E354,***广告有限公司,leasing_business_services,0.2071532718,0.2254086539,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E355,***地毯经营部,wholesale_retail,0.1524745622,0.1779187548,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E356,***建材装饰部,wholesale_retail,0.2057589781,0.2400950076,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E357,***家居经营部,wholesale_retail,0.1918285315,0.2238399177,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E358,***五金经营部,wholesale_retail,0.1521510173,0.1775412183,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E359,***厨房用品经营部,wholesale_retail,0.1679190052,0.1959404892,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E360,***建筑劳务有限公司,construction,0.4716604114,0.5490421976,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E361,***勘察设计工程有限公司,construction,0.2546519942,0.296430837,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E362,***建材有限公司,unknown,0.3261795751,0.4077244689,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E363,***建筑工程设计有限公司,construction,0.4117872774,0.4793461276,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E364,***电子有限公司,unknown,0.1677352428,0.2096690535,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E365,***信息技术有限公司,information_software_it,0.3554073179,0.3554073179,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E366,***房地产经纪有限公司,real_estate,0.1999291094,0.2113625553,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E367,***电子商务有限公司,wholesale_retail,0.1966396481,0.2294538894,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E368,***通信科技有限责任公司,information_software_it,0.5434393237,0.5434393237,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E369,***网络技术有限公司,information_software_it,0.2283153679,0.2283153679,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E370,***设计服务部,other_services,0.1604663878,0.1631742581,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E371,***自动化科技有限公司,unknown,0.3928105039,0.4910131299,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E372,***汽车维修有限责任公司,other_services,0.142314924,0.1447164883,robust,不贷,贷,,0.1425,0.1425,0,50,50,0,0.1401309321,0.1401309321,True,True,True
E373,个体经营E373,unknown,0.6735708518,0.8419635648,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E374,***建材经营部,wholesale_retail,0.258621491,0.3017789523,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E375,***电器经营部,wholesale_retail,0.1440779626,0.1681209726,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E376,***建筑装饰设计有限责任公司,construction,0.4865881656,0.5664190365,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E377,***文化传播有限公司,other_services,0.4139336005,0.42091873,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E378,***商贸有限公司,wholesale_retail,0.4576221214,0.5339878129,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E379,***药业有限公司,unknown,0.2543452203,0.3179315254,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E380,***建材有限公司,unknown,0.4551323812,0.5689154765,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E381,***通信网络工程有限公司,information_software_it,0.532733148,0.532733148,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E382,***教育信息咨询有限公司***分公司,other_services,0.2280354915,0.2318835904,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E383,***通讯器材经营部,wholesale_retail,0.4224271149,0.4929196397,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E384,个体经营E384,unknown,0.5678905916,0.7098632395,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E385,***装饰工程有限公司,construction,0.6017593881,0.7004855377,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E386,个体经营E386,unknown,0.2530818125,0.3163522656,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E387,***农副产品经营部,unknown,0.1821964253,0.2277455316,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E388,***商贸有限公司,wholesale_retail,0.1790204903,0.2088945346,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E389,***清洁服务有限公司,leasing_business_services,0.4730465972,0.5147338286,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E390,***建筑工程有限公司,construction,0.5828931716,0.6785240826,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E391,***五金店,wholesale_retail,0.1448750785,0.1690511072,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E392,***科技有限公司,unknown,0.2586628925,0.3233286156,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E393,***商贸有限责任公司,wholesale_retail,0.150808229,0.1759743522,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E394,***环保设计研究院（有限合伙）,unknown,0.5030424038,0.6288030047,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E395,***网络科技有限公司,information_software_it,0.320971453,0.320971453,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E396,***文化传播有限公司,other_services,0.4926184178,0.5009313536,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E397,***大闸蟹经营部,unknown,0.4160276284,0.5200345355,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E398,***医疗管理咨询有限公司,leasing_business_services,0.5216074509,0.5675741075,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E399,***装饰工程有限公司,construction,0.5323221386,0.6196562395,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E400,***办公用品经营部,wholesale_retail,0.2455641334,0.2865426482,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E401,***遮阳技术发展中心,unknown,0.7449814988,0.9312268735,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E402,***商贸有限公司,wholesale_retail,0.3767019362,0.4395640718,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E403,***机械有限公司,unknown,0.2860351962,0.3575439953,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E404,个体经营E404,unknown,0.7412520883,0.9265651104,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E405,***职业技能服务有限公司,other_services,0.6412903625,0.6521121374,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E406,***招投标代理有限公司,leasing_business_services,0.5213655072,0.5673108425,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E407,***装饰工程有限公司,construction,0.3602830575,0.4193919966,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E408,***空调制冷有限责任公司,unknown,0.4055329222,0.5069161528,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E409,***塑胶有限公司,unknown,0.4283230313,0.5354037891,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E410,***网络科技有限公司,information_software_it,0.3099265539,0.3099265539,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E411,***机电设备有限公司,unknown,0.4592589483,0.5740736854,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E412,***汽车贸易有限公司,wholesale_retail,0.3308102786,0.3860142438,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E413,***石材工艺品有限公司,unknown,0.6861537667,0.8576922084,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E414,***物流有限责任公司***分公司,transport_storage_post,0.6543010827,0.7401780998,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E415,***广告设计服务部,unknown,0.3241322296,0.405165287,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E416,***科技有限公司,unknown,0.5315217161,0.6644021451,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E417,***园林景观工程有限公司,construction,0.766386449,0.8921217258,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E418,***营销策划有限公司,leasing_business_services,0.644426809,0.7012169215,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E419,***科技有限公司,unknown,0.8574557977,0.999999,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E420,***康药房,wholesale_retail,0.609311506,0.7109903636,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E421,***保温材料有限公司,unknown,0.6328973235,0.7911216544,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E422,***童装店,wholesale_retail,0.6685957767,0.7801676969,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E423,***通风设备有限公司,unknown,0.7368590801,0.9210738501,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E424,***贸易有限公司,wholesale_retail,0.8644189454,0.999999,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
E425,***商贸有限公司,wholesale_retail,0.8657513532,0.999999,robust,不贷,不贷,,,0,0,0,0,0,0,0,False,False,False
