enterprise_id,enterprise_name,industry_code,q2_main_risk,robust_risk,scenario_id,scenario,risk_used,q2_decision,q2_selected_rate,q2_offered_loan_amount_10k,offered_loan_amount_10k,selected_rate,acceptance_probability,customer_churn_mass,unit_expected_interest_per_10k,unit_expected_credit_loss_per_10k,unit_expected_funding_cost_per_10k,unit_expected_net_return_per_10k,expected_disbursed_amount_10k,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,source
E124,个体经营E124,unknown,0.06693188597,0.08366485746,fixed_q2_under_robust,fixed_q2_under_robust,0.08366485746,贷,0.1225,50,50,0.1225,0.1877442636,0.8110378526,0.02107449165,0.007853798525,0.005632327907,0.007588365215,9.387213178,1.053724582,0.3926899262,0.2816163953,0.3794182608,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E196,***地质制图印刷厂,unknown,0.03882241812,0.04852802265,fixed_q2_under_robust,fixed_q2_under_robust,0.04852802265,贷,0.0985,50,50,0.0985,0.3088645399,0.6799596599,0.02894678152,0.007494292694,0.009265936196,0.01218655263,15.44322699,1.447339076,0.3747146347,0.4632968098,0.6093276314,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E197,***医疗设备有限公司,unknown,0.03592617365,0.04490771706,fixed_q2_under_robust,fixed_q2_under_robust,0.04490771706,贷,0.0985,50,50,0.0985,0.3105889546,0.674495429,0.0292191497,0.006973920448,0.009317668639,0.01292756061,15.52944773,1.460957485,0.3486960224,0.4658834319,0.6463780307,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E198,***商贸有限公司,wholesale_retail,0.1107815779,0.1292682537,fixed_q2_under_robust,fixed_q2_under_robust,0.1292682537,贷,0.1425,100,100,0.1425,0.1337282621,0.8600215174,0.01659290566,0.008643409458,0.004011847863,0.003937648335,13.37282621,1.659290566,0.8643409458,0.4011847863,0.3937648335,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E199,***建筑劳务有限公司,construction,0.1077748206,0.1254566271,fixed_q2_under_robust,fixed_q2_under_robust,0.1254566271,贷,0.1425,50,50,0.1425,0.1411436999,0.774338656,0.01758967094,0.00885370626,0.004234310996,0.004501653689,7.057184993,0.8794835472,0.442685313,0.2117155498,0.2250826844,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E200,个体经营E200,unknown,0.09616659389,0.1202082424,fixed_q2_under_robust,fixed_q2_under_robust,0.1202082424,贷,0.1425,100,100,0.1425,0.1289671232,0.86773369,0.01616865021,0.007751455603,0.003869013697,0.004548180913,12.89671232,1.616865021,0.7751455603,0.3869013697,0.4548180913,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E201,***物流有限责任公司,transport_storage_post,0.09619321977,0.1088185799,fixed_q2_under_robust,fixed_q2_under_robust,0.1088185799,贷,0.1425,50,50,0.1425,0.1439358092,0.8256795137,0.01827889093,0.007831445173,0.004318074275,0.006129371485,7.196790458,0.9139445466,0.3915722586,0.2159037138,0.3064685742,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E202,个体经营E202,unknown,0.09030216428,0.1128777053,fixed_q2_under_robust,fixed_q2_under_robust,0.1128777053,贷,0.1425,50,50,0.1425,0.1393807478,0.7609105294,0.01761980706,0.007866489492,0.004181422435,0.005571895133,6.969037391,0.880990353,0.3933244746,0.2090711217,0.2785947566,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E203,***建设工程有限公司,construction,0.1189196725,0.1384299313,fixed_q2_under_robust,fixed_q2_under_robust,0.1384299313,贷,0.1425,50,50,0.1425,0.1409588251,0.7728507734,0.01730604141,0.009756460237,0.004228764754,0.003320816422,7.047941256,0.8653020707,0.4878230119,0.2114382377,0.1660408211,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E204,***科技发展有限公司,unknown,0.04546017552,0.0568252194,fixed_q2_under_robust,fixed_q2_under_robust,0.0568252194,贷,0.1065,50,50,0.1065,0.2659747748,0.7114790245,0.02671666453,0.007557037466,0.007979243244,0.01118038382,13.29873874,1.335833227,0.3778518733,0.3989621622,0.5590191912,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E205,个体经营E205,unknown,0.03184472117,0.03980590146,fixed_q2_under_robust,fixed_q2_under_robust,0.03980590146,贷,0.0985,100,100,0.0985,0.3012299313,0.6949673217,0.02849006143,0.005995364482,0.00903689794,0.01345779901,30.12299313,2.849006143,0.5995364482,0.903689794,1.345779901,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E206,***建设工程有限公司,construction,0.06257196707,0.07283768042,fixed_q2_under_robust,fixed_q2_under_robust,0.07283768042,贷,0.1225,50,50,0.1225,0.1986939734,0.7752194697,0.02256714175,0.007236204068,0.005960819202,0.009370118476,9.934698671,1.128357087,0.3618102034,0.2980409601,0.4685059238,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E207,个体经营E207,unknown,0.08437957589,0.1054744699,fixed_q2_under_robust,fixed_q2_under_robust,0.1054744699,贷,0.1425,50,50,0.1425,0.1410711336,0.7737518087,0.01798232161,0.007439701516,0.004232134009,0.006310486084,7.053556681,0.8991160804,0.3719850758,0.2116067004,0.3155243042,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E208,个体经营E208,unknown,0.06634981274,0.08293726593,fixed_q2_under_robust,fixed_q2_under_robust,0.08293726593,贷,0.1225,100,100,0.1225,0.1881769293,0.8103642302,0.02113983104,0.007803440013,0.005645307879,0.007691083144,18.81769293,2.113983104,0.7803440013,0.5645307879,0.7691083144,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E209,***工程检测有限公司,other_services,0.05019038873,0.05103735154,fixed_q2_under_robust,fixed_q2_under_robust,0.05103735154,贷,0.1065,50,50,0.1065,0.2667742623,0.7070546071,0.02696141332,0.006807725903,0.008003227868,0.01215045954,13.33871311,1.348070666,0.3403862951,0.4001613934,0.6075229772,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E210,***建筑工程有限公司,construction,0.1435127899,0.167057857,fixed_q2_under_robust,fixed_q2_under_robust,0.167057857,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E211,个体经营E211,unknown,0.04497149201,0.05621436501,fixed_q2_under_robust,fixed_q2_under_robust,0.05621436501,贷,0.1025,100,100,0.1025,0.282763945,0.7085679632,0.02735402631,0.007947697808,0.00848291835,0.01092341015,28.2763945,2.735402631,0.7947697808,0.848291835,1.092341015,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E212,***建电管理咨询有限公司,leasing_business_services,0.054977759,0.05982267401,fixed_q2_under_robust,fixed_q2_under_robust,0.05982267401,贷,0.1225,100,100,0.1225,0.1952280763,0.7963196627,0.02248475382,0.005839532785,0.00585684229,0.01078837875,19.52280763,2.248475382,0.5839532785,0.585684229,1.078837875,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E213,***科技有限公司,unknown,0.05214613302,0.06518266627,fixed_q2_under_robust,fixed_q2_under_robust,0.06518266627,贷,0.1065,50,50,0.1065,0.2657361117,0.7125133069,0.02645616805,0.008660694144,0.007972083351,0.00982339055,13.28680559,1.322808402,0.4330347072,0.3986041676,0.4911695275,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E214,***建筑工程有限公司,construction,0.07228598426,0.08414540355,fixed_q2_under_robust,fixed_q2_under_robust,0.08414540355,贷,0.1425,50,50,0.1425,0.1433928674,0.8310572306,0.01871409989,0.006032925349,0.004301786023,0.008379388514,7.169643372,0.9357049943,0.3016462674,0.2150893012,0.4189694257,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E215,***建筑工程有限公司,construction,0.1017355454,0.1184265333,fixed_q2_under_robust,fixed_q2_under_robust,0.1184265333,贷,0.1425,50,50,0.1425,0.1442271625,0.8200256924,0.01811842465,0.008540161435,0.004326814876,0.005251448342,7.211358127,0.9059212326,0.4270080717,0.2163407438,0.2625724171,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E216,***建设工程有限公司,construction,0.07391707793,0.08604409853,fixed_q2_under_robust,fixed_q2_under_robust,0.08604409853,贷,0.1425,50,50,0.1425,0.1432218422,0.8323180504,0.01865302882,0.00616169715,0.004296655266,0.008194676408,7.161092109,0.9326514412,0.3080848575,0.2148327633,0.4097338204,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E217,个体经营E217,unknown,0.9142122803,0.999999,fixed_q2_under_robust,fixed_q2_under_robust,0.999999,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E218,***建设工程有限公司,construction,0.3408718045,0.3967960849,fixed_q2_under_robust,fixed_q2_under_robust,0.3967960849,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E219,***品牌营销策划有限公司,leasing_business_services,0.137299131,0.1493986169,fixed_q2_under_robust,fixed_q2_under_robust,0.1493986169,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E220,***文化传播有限公司,other_services,0.05955429,0.06055926864,fixed_q2_under_robust,fixed_q2_under_robust,0.06055926864,贷,0.1225,50,50,0.1225,0.196766568,0.7505989457,0.02264418975,0.005958019726,0.00590299704,0.01078317298,9.8383284,1.132209487,0.2979009863,0.295149852,0.5391586491,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E221,***测绘服务有限公司,other_services,0.07115552158,0.07235627101,fixed_q2_under_robust,fixed_q2_under_robust,0.07235627101,贷,0.1425,50,50,0.1425,0.1442692093,0.8126340559,0.01907083589,0.005219391002,0.004328076278,0.009523368606,7.213460464,0.9535417943,0.2609695501,0.2164038139,0.4761684303,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E222,***数码科技有限公司,unknown,0.08882951254,0.1110368907,fixed_q2_under_robust,fixed_q2_under_robust,0.1110368907,贷,0.1425,50,50,0.1425,0.144291693,0.8159936232,0.01827847386,0.008010850468,0.004328750789,0.005938872606,7.214584648,0.9139236932,0.4005425234,0.2164375394,0.2969436303,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E223,***科技有限公司,unknown,0.1842149147,0.2302686434,fixed_q2_under_robust,fixed_q2_under_robust,0.2302686434,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E224,***纸业有限公司,unknown,0.06354587666,0.07943234583,fixed_q2_under_robust,fixed_q2_under_robust,0.07943234583,贷,0.1225,100,100,0.1225,0.1874325334,0.811516174,0.02113668013,0.007444102907,0.005622976003,0.008069601223,18.74325334,2.113668013,0.7444102907,0.5622976003,0.8069601223,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E225,***物业服务有限责任公司***分公司,real_estate,0.04395071825,0.04646414995,fixed_q2_under_robust,fixed_q2_under_robust,0.04646414995,贷,0.1025,50,50,0.1025,0.2851040729,0.7014055858,0.02786533784,0.006623559197,0.008553122187,0.01268865645,14.25520365,1.393266892,0.3311779599,0.4276561094,0.6344328226,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E226,***建设工程有限公司,construction,0.1712671043,0.1993656136,fixed_q2_under_robust,fixed_q2_under_robust,0.1993656136,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E227,***安全技术有限公司,unknown,0.06788151278,0.08485189097,fixed_q2_under_robust,fixed_q2_under_robust,0.08485189097,贷,0.1225,50,50,0.1225,0.1985871304,0.7786193693,0.02226273802,0.00842524677,0.005957613913,0.007879877336,9.929356522,1.113136901,0.4212623385,0.2978806957,0.3939938668,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E228,***文化发展有限公司,unknown,0.04793081534,0.05991351917,fixed_q2_under_robust,fixed_q2_under_robust,0.05991351917,贷,0.1065,50,50,0.1065,0.2673436796,0.6998395002,0.02676623806,0.008008750337,0.008020310388,0.01073717733,13.36718398,1.338311903,0.4004375168,0.4010155194,0.5368588665,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E229,***家贸易有限公司,wholesale_retail,0.09451816872,0.1102908881,fixed_q2_under_robust,fixed_q2_under_robust,0.1102908881,贷,0.1425,50,50,0.1425,0.1381619466,0.8509815697,0.01751666185,0.007619001899,0.004144858399,0.005752801555,6.908097331,0.8758330926,0.3809500949,0.2072429199,0.2876400777,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E230,***建筑劳务有限公司,construction,0.06582158636,0.07662044037,fixed_q2_under_robust,fixed_q2_under_robust,0.07662044037,贷,0.1225,100,100,0.1225,0.1967792257,0.7912062256,0.02225848456,0.007538655465,0.005903376772,0.008816452325,19.67792257,2.225848456,0.7538655465,0.5903376772,0.8816452325,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E231,***建筑科技有限公司,unknown,0.1729792696,0.216224087,fixed_q2_under_robust,fixed_q2_under_robust,0.216224087,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E232,***投资发展有限责任公司,unknown,0.2006365526,0.2507956907,fixed_q2_under_robust,fixed_q2_under_robust,0.2507956907,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E233,***劳务有限公司,unknown,0.3317632959,0.4147041199,fixed_q2_under_robust,fixed_q2_under_robust,0.4147041199,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E234,***机电设备商贸有限公司,wholesale_retail,0.05769963741,0.0673282644,fixed_q2_under_robust,fixed_q2_under_robust,0.0673282644,贷,0.1225,50,50,0.1225,0.1971111385,0.7898132732,0.02252039849,0.006635575425,0.005913334155,0.009971488908,9.855556925,1.126019924,0.3317787712,0.2956667078,0.4985744454,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E235,个体经营E235,unknown,0.04719287347,0.05899109184,fixed_q2_under_robust,fixed_q2_under_robust,0.05899109184,贷,0.1025,100,100,0.1025,0.2838549972,0.7056740892,0.0273787833,0.008372458104,0.008515649916,0.01049067528,28.38549972,2.73787833,0.8372458104,0.8515649916,1.049067528,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E236,个体经营E236,unknown,0.1133525056,0.141690632,fixed_q2_under_robust,fixed_q2_under_robust,0.141690632,贷,0.1425,50,50,0.1425,0.1440979477,0.8069314369,0.01762448812,0.01020866464,0.00432293843,0.003092885054,7.204897384,0.8812244061,0.5104332319,0.2161469215,0.1546442527,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E237,个体经营E237,unknown,0.1939082061,0.2423852576,fixed_q2_under_robust,fixed_q2_under_robust,0.2423852576,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E238,个体经营E238,unknown,0.03986630127,0.04983287659,fixed_q2_under_robust,fixed_q2_under_robust,0.04983287659,贷,0.0985,50,50,0.0985,0.3118239514,0.6684153127,0.02918405939,0.007769542244,0.009354718543,0.01205979861,15.59119757,1.45920297,0.3884771122,0.4677359271,0.6029899303,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E239,个体经营E239,unknown,0.1275079889,0.1593849861,fixed_q2_under_robust,fixed_q2_under_robust,0.1593849861,贷,0.1425,50,50,0.1425,0.1442902216,0.8163486299,0.01728418505,0.01149884749,0.004328706649,0.001456630914,7.214511082,0.8642092525,0.5749423743,0.2164353325,0.07283154568,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E240,个体经营E240,unknown,0.6356687049,0.7945858811,fixed_q2_under_robust,fixed_q2_under_robust,0.7945858811,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E241,个体经营E241,unknown,0.06738691305,0.08423364131,fixed_q2_under_robust,fixed_q2_under_robust,0.08423364131,贷,0.1225,50,50,0.1225,0.1979207662,0.7600149766,0.02220302447,0.008335793414,0.005937622986,0.007929608072,9.896038309,1.110151224,0.4167896707,0.2968811493,0.3964804036,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E242,个体经营E242,unknown,0.7586645487,0.9483306859,fixed_q2_under_robust,fixed_q2_under_robust,0.9483306859,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E243,***科技有限公司,unknown,0.06860574324,0.08575717905,fixed_q2_under_robust,fixed_q2_under_robust,0.08575717905,贷,0.1225,50,50,0.1225,0.1978057984,0.7861997011,0.02215321006,0.008481633634,0.005934173951,0.007737402475,9.890289919,1.107660503,0.4240816817,0.2967086976,0.3868701237,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E244,个体经营E244,unknown,0.0927428833,0.1159286041,fixed_q2_under_robust,fixed_q2_under_robust,0.1159286041,贷,0.1425,50,50,0.1425,0.1436262582,0.7988564242,0.01809406099,0.008325195816,0.004308787747,0.005460077427,7.181312912,0.9047030495,0.4162597908,0.2154393874,0.2730038714,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E245,***建筑劳务有限公司,construction,0.1151160159,0.1340022373,fixed_q2_under_robust,fixed_q2_under_robust,0.1340022373,贷,0.1425,50,50,0.1425,0.1440635596,0.8061610233,0.01777811765,0.009652419648,0.004321906789,0.003803791209,7.203177981,0.8889058823,0.4826209824,0.2160953394,0.1901895605,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E246,***物业服务有限公司,real_estate,0.05366797291,0.05673711011,fixed_q2_under_robust,fixed_q2_under_robust,0.05673711011,贷,0.1225,50,50,0.1225,0.1983213811,0.782197813,0.02291597688,0.005626091018,0.005949641432,0.01134024443,9.916069054,1.145798844,0.2813045509,0.2974820716,0.5670122216,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E247,***石化有限公司,unknown,0.1248915399,0.1561144249,fixed_q2_under_robust,fixed_q2_under_robust,0.1561144249,贷,0.1425,50,50,0.1425,0.1390080261,0.7582399492,0.0167162287,0.01085057903,0.004170240784,0.001695408891,6.950401306,0.835811435,0.5425289513,0.2085120392,0.08477044454,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E248,***智能科技有限公司,unknown,0.1381627205,0.1727034006,fixed_q2_under_robust,fixed_q2_under_robust,0.1727034006,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E249,***建筑工程有限公司,construction,0.2185132356,0.2543630633,fixed_q2_under_robust,fixed_q2_under_robust,0.2543630633,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E250,***塑料厂,manufacturing_industry,0.04804275462,0.05263684303,fixed_q2_under_robust,fixed_q2_under_robust,0.05263684303,贷,0.1025,100,100,0.1025,0.2843901722,0.7040208665,0.02761562907,0.007484700428,0.008531705167,0.01159922347,28.43901722,2.761562907,0.7484700428,0.8531705167,1.159922347,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E251,***医疗器械有限责任公司,unknown,0.2002959646,0.2503699557,fixed_q2_under_robust,fixed_q2_under_robust,0.2503699557,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E252,***印务有限公司,manufacturing_industry,0.08761255549,0.09599050611,fixed_q2_under_robust,fixed_q2_under_robust,0.09599050611,贷,0.1425,50,50,0.1425,0.1440256737,0.8243844017,0.01855358214,0.006912548655,0.004320770211,0.007320263269,7.201283685,0.9276791068,0.3456274328,0.2160385105,0.3660131634,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E253,***钢结构工程有限公司,construction,0.09195874466,0.1070457262,fixed_q2_under_robust,fixed_q2_under_robust,0.1070457262,贷,0.1425,50,50,0.1425,0.1441054165,0.8230099971,0.01833683552,0.007712934479,0.004323162494,0.006300738549,7.205270824,0.9168417761,0.3856467239,0.2161581247,0.3150369274,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E254,***设备安装工程有限公司,construction,0.0727954086,0.08473840532,fixed_q2_under_robust,fixed_q2_under_robust,0.08473840532,贷,0.1225,50,50,0.1225,0.1977765443,0.7863800389,0.02217461622,0.008379634485,0.005933296328,0.00786168541,9.888827213,1.108730811,0.4189817243,0.2966648164,0.3930842705,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E255,个体经营E255,unknown,0.085103501,0.1063793762,fixed_q2_under_robust,fixed_q2_under_robust,0.1063793762,贷,0.1425,50,50,0.1425,0.1435334382,0.797605456,0.01827768279,0.007634498815,0.004306003147,0.006337180824,7.176671912,0.9138841393,0.3817249408,0.2153001574,0.3168590412,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E256,***物资有限公司,unknown,0.04190990739,0.05238738424,fixed_q2_under_robust,fixed_q2_under_robust,0.05238738424,贷,0.1025,50,50,0.1025,0.2816720826,0.7110597454,0.02735889195,0.007378031811,0.008450162479,0.01153069766,14.08360413,1.367944597,0.3689015905,0.4225081239,0.5765348829,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E257,***门窗安装有限公司,construction,0.1029904499,0.1198873206,fixed_q2_under_robust,fixed_q2_under_robust,0.1198873206,贷,0.1425,50,50,0.1425,0.1437439652,0.8005471844,0.0180278013,0.008616539418,0.004312318956,0.005098942931,7.187198259,0.9013900652,0.4308269709,0.2156159478,0.2549471465,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E258,***国际货运有限公司,transport_storage_post,0.05331872098,0.06031680311,fixed_q2_under_robust,fixed_q2_under_robust,0.06031680311,贷,0.1225,50,50,0.1225,0.1977496352,0.7865430154,0.02276319615,0.005963812907,0.005932489057,0.01086689419,9.887481762,1.138159808,0.2981906453,0.2966244528,0.5433447095,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E259,***文化传媒有限公司,other_services,0.06085732094,0.06188428823,fixed_q2_under_robust,fixed_q2_under_robust,0.06188428823,贷,0.1225,50,50,0.1225,0.1986115266,0.7781121465,0.02282427272,0.006145466479,0.005958345798,0.01072046044,9.93057633,1.141213636,0.307273324,0.2979172899,0.5360230222,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E260,***广告有限公司,leasing_business_services,0.09531751593,0.103717372,fixed_q2_under_robust,fixed_q2_under_robust,0.103717372,贷,0.1425,50,50,0.1425,0.144283407,0.817209449,0.01842791634,0.007482347898,0.004328502209,0.006617066234,7.214170348,0.9213958171,0.3741173949,0.2164251104,0.3308533117,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E261,***医疗器械有限公司,unknown,0.06533010708,0.08166263385,fixed_q2_under_robust,fixed_q2_under_robust,0.08166263385,贷,0.1225,50,50,0.1225,0.1984286924,0.7810084728,0.02232249914,0.008102104827,0.005952860773,0.008267533539,9.921434621,1.116124957,0.4051052414,0.2976430386,0.413376677,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E262,个体经营E262,unknown,0.1149894534,0.1437368167,fixed_q2_under_robust,fixed_q2_under_robust,0.1437368167,贷,0.1425,50,50,0.1425,0.1436235438,0.7988189059,0.01752458628,0.0103219955,0.004308706314,0.002893884463,7.18117719,0.8762293138,0.5160997749,0.2154353157,0.1446942231,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E263,***通信工程有限公司,unknown,0.1057377901,0.1321722376,fixed_q2_under_robust,fixed_q2_under_robust,0.1321722376,贷,0.1425,50,50,0.1425,0.1440462873,0.8057933561,0.01781354982,0.009519460057,0.004321388619,0.003972701148,7.202314365,0.8906774912,0.4759730028,0.2160694309,0.1986350574,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E264,个体经营E264,unknown,0.7450622148,0.9313277685,fixed_q2_under_robust,fixed_q2_under_robust,0.9313277685,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E265,***净化工程有限公司,construction,0.09913207024,0.1153959255,fixed_q2_under_robust,fixed_q2_under_robust,0.1153959255,贷,0.1425,50,50,0.1425,0.1439106997,0.803222603,0.01814081877,0.008303354193,0.004317320992,0.005520143581,7.195534986,0.9070409383,0.4151677096,0.2158660496,0.276007179,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E266,***煤矿机械有限公司,unknown,0.09670787284,0.120884841,fixed_q2_under_robust,fixed_q2_under_robust,0.120884841,贷,0.1425,50,50,0.1425,0.1424350331,0.7856029671,0.01784339353,0.008609118166,0.004273050992,0.004961224376,7.121751653,0.8921696767,0.4304559083,0.2136525496,0.2480612188,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E267,***林园艺场,agriculture,0.1493498218,0.1532702546,fixed_q2_under_robust,fixed_q2_under_robust,0.1532702546,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E268,***建筑劳务有限公司,construction,0.1112176214,0.1294642624,fixed_q2_under_robust,fixed_q2_under_robust,0.1294642624,贷,0.1425,50,50,0.1425,0.1434499062,0.7965296468,0.01779515346,0.00928581815,0.004303497186,0.004205838126,7.172495311,0.8897576731,0.4642909075,0.2151748593,0.2102919063,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E269,***节能服务有限公司,other_services,0.1790853489,0.1821074142,fixed_q2_under_robust,fixed_q2_under_robust,0.1821074142,不贷,,0,0,,0,0,0,0,0,0,0,0,0,0,0,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E270,个体经营E270,unknown,0.09289703563,0.1161212945,fixed_q2_under_robust,fixed_q2_under_robust,0.1161212945,贷,0.1425,50,50,0.1425,0.1442681051,0.8125658656,0.0181709596,0.008376299559,0.004328043152,0.005466616884,7.213405253,0.9085479798,0.418814978,0.2164021576,0.2733308442,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E271,***科技有限公司,unknown,0.1124653432,0.140581679,fixed_q2_under_robust,fixed_q2_under_robust,0.140581679,贷,0.1425,50,50,0.1425,0.1418455951,0.7802368302,0.0173714202,0.009970445958,0.004255367852,0.003145606391,7.092279754,0.8685710101,0.4985222979,0.2127683926,0.1572803196,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E272,个体经营E272,unknown,0.1034142538,0.1292678173,fixed_q2_under_robust,fixed_q2_under_robust,0.1292678173,贷,0.1425,50,50,0.1425,0.1431044377,0.7924515714,0.01775630362,0.009249399152,0.004293133132,0.004213771334,7.155221886,0.8878151809,0.4624699576,0.2146566566,0.2106885667,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
E273,个体经营E273,unknown,0.05108800842,0.06386001052,fixed_q2_under_robust,fixed_q2_under_robust,0.06386001052,贷,0.1225,50,50,0.1225,0.1977649687,0.7864504809,0.02267912272,0.006314636491,0.005932949061,0.01043153717,9.888248434,1.133956136,0.3157318245,0.296647453,0.5215768586,robust_result.candidates from q2._run_scenario; Q2 decision/rate/amount fixed
