review_priority,enterprise_id,enterprise_name,current_industry_code,mapping_status,matched_keyword,rule_notes,required_external_evidence,recommended_review_action
3,E273,个体经营E273,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E280,个体经营E280,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E285,个体经营E285,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E288,个体经营E288,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E294,个体经营E294,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E306,个体经营E306,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E309,个体经营E309,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E316,个体经营E316,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E319,个体经营E319,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E327,个体经营E327,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E337,个体经营E337,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E346,个体经营E346,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E373,个体经营E373,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E384,个体经营E384,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E386,个体经营E386,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
3,E404,个体经营E404,unknown,generic_unknown,,个体经营E编号不含行业证据，按阶段合同强制unknown,企业登记行业、经营范围或可核验的主营业务资料,必须补充登记行业或主营业务；企业编号不含行业信息
