enterprise_id,enterprise_name,scenario_count,loan_frequency,loan_count,offered_amount_min_10k,offered_amount_max_10k,offered_amount_mean_10k,offered_amount_sd_10k,selected_rate_observation_count,selected_rate_missing_all,selected_rate_min,selected_rate_max,selected_rate_mean,selected_rate_sd,formal_robust_amount_10k,formal_robust_rate_missing,formal_robust_selected_rate,amount_delta_mean_vs_formal_robust_10k,rate_delta_mean_vs_formal_robust_pp,stability_label,analysis_rule,excluded_scenario,exclusion_reason,spread_interpretation
E177,***电力工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E178,***贸易有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1225,0.1425,0.12750000000000003,0.008660254037844381,100.0,0,0.1225,0.0,0.5000000000000032,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E179,***园林有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E180,***电气有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.10450000000000002,0.008246211251235319,100.0,0,0.1025,0.0,0.20000000000000295,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E181,***食品有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,100.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E182,***新材料科技有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.10683333333333335,0.009159087776022723,100.0,0,0.1025,0.0,0.43333333333333557,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E183,***建设工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1465,0.14283333333333334,0.0011055415967851344,50.0,0,0.1425,0.0,0.03333333333333521,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E184,***建筑装饰工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E185,***生态魔芋有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.11516666666666668,0.01043498389499902,50.0,0,0.1225,0.0,-0.7333333333333316,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E186,***建筑劳务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E187,个体经营E187,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E188,***硬质合金有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.10683333333333335,0.009159087776022723,100.0,0,0.1025,0.0,0.43333333333333557,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E189,***石油工程技术服务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E190,***劳务有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1425,0.12050000000000001,0.01051982255870633,100.0,0,0.1225,0.0,-0.1999999999999988,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E191,***商贸有限责任公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.1391666666666667,0.007453559924999296,50.0,0,0.1425,0.0,-0.33333333333332993,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E192,***建设工程有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E193,个体经营E193,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.10283333333333335,0.008863157200205552,50.0,0,0.0985,0.0,0.4333333333333342,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E194,***文化传播有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0945,0.1225,0.10650000000000003,0.00848528137423857,50.0,0,0.1065,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E195,***医药有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.10416666666666669,0.008399735445569432,100.0,0,0.1025,0.0,0.16666666666666913,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E196,***地质制图印刷厂,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.10683333333333335,0.009159087776022723,50.0,0,0.1025,0.0,0.43333333333333557,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E197,***医疗设备有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.10616666666666669,0.009585869229698936,50.0,0,0.1025,0.0,0.3666666666666693,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E198,***商贸有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,100.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E199,***建筑劳务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E200,个体经营E200,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1225,0.1465,0.1411666666666667,0.005734883511361749,100.0,0,0.1425,0.0,-0.13333333333332975,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E201,***物流有限责任公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E202,个体经营E202,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E203,***建设工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.1440833333333333,0.0028638067129065996,50.0,0,0.1425,0.0,0.15833333333333255,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E204,***科技发展有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1425,0.11916666666666668,0.013936363306911243,50.0,0,0.1225,0.0,-0.3333333333333313,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E205,个体经营E205,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.10416666666666669,0.008399735445569432,100.0,0,0.1025,0.0,0.16666666666666913,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E206,***建设工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.13283333333333336,0.012160957564636461,50.0,0,0.1425,0.0,-0.9666666666666629,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E207,个体经营E207,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E208,个体经营E208,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1225,0.1425,0.12750000000000003,0.008660254037844381,100.0,0,0.1225,0.0,0.5000000000000032,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E209,***工程检测有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.10783333333333335,0.007180219742846004,50.0,0,0.1065,0.0,0.1333333333333353,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E210,***建筑工程有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E211,个体经营E211,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.11516666666666668,0.01043498389499902,100.0,0,0.1225,0.0,-0.7333333333333316,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E212,***建电管理咨询有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1425,0.12050000000000001,0.01051982255870633,100.0,0,0.1225,0.0,-0.1999999999999988,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E213,***科技有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.12483333333333335,0.011714188927203715,50.0,0,0.1225,0.0,0.2333333333333354,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E214,***建筑工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.1391666666666667,0.007453559924999296,50.0,0,0.1425,0.0,-0.33333333333332993,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E215,***建筑工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E216,***建设工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.1391666666666667,0.007453559924999296,50.0,0,0.1425,0.0,-0.33333333333332993,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E217,个体经营E217,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E218,***建设工程有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E219,***品牌营销策划有限公司,12,0.75,9,0.0,50.0,37.5,21.650635094610966,9,0,0.1425,0.15,0.1454444444444444,0.0034435482705137215,50.0,0,0.1425,-12.5,0.2944444444444416,selection_sensitive,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E220,***文化传播有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.12316666666666669,0.010434983894999014,50.0,0,0.1225,0.0,0.06666666666666904,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E221,***测绘服务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.13683333333333336,0.012697331303160602,50.0,0,0.1425,0.0,-0.5666666666666625,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E222,***数码科技有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E223,***科技有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E224,***纸业有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1225,0.1425,0.12750000000000003,0.008660254037844381,100.0,0,0.1225,0.0,0.5000000000000032,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E225,***物业服务有限责任公司***分公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.10516666666666669,0.007888106377466154,50.0,0,0.1025,0.0,0.2666666666666692,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E226,***建设工程有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E227,***安全技术有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.1391666666666667,0.007453559924999296,50.0,0,0.1425,0.0,-0.33333333333332993,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E228,***文化发展有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.12216666666666669,0.013609637108395732,50.0,0,0.1225,0.0,-0.03333333333333105,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E229,***家贸易有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E230,***建筑劳务有限公司,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.1025,0.1425,0.12916666666666668,0.012472191289246468,100.0,0,0.1225,0.0,0.6666666666666682,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
