enterprise_id,enterprise_name,industry_code,unknown_industry_flag,industry_high_uncertainty_flag,risk_used_main_score,risk_used,decision,selected_rate,offered_loan_amount_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,selected_rate_is_observed_attachment3_point,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,pD,d_probability_reject_flag,max_loan_limit_10k,risk_override_only,selected_rate_missing,q2_main_risk,q3_robust_risk,scenario_id,scenario_kind,sensitivity_axis,sensitivity_level,c_pp,rho,lambda_severe,unknown_policy,unknown_S_value,lgd,funding_cost_rate,parameter_source,duration_assumption,risk_override_column
E347,***不锈钢材料有限公司,unknown,1,1,0.33358473359999996,0.33358473359999996,不贷,0.0,0.0,0.0,0.0,0.0,False,0.09728295209,0.3736947626,0.4497136571,0.07930862814,0.07930862814,False,50.0,True,1,0.2223898224,0.33358473359999996,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E348,***酒店管理有限公司,accommodation_catering,0,0,0.19204756365,0.19204756365,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1732699539,0.4606192569,0.3236967444,0.04241404479,0.04241404479,False,50.0,True,1,0.1280317091,0.19204756365,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E349,***营销策划广告有限公司,leasing_business_services,0,0,0.4581076123840625,0.4581076123840625,不贷,0.0,0.0,0.0,0.0,0.0,False,0.0144616483,0.09365523175,0.5043931859,0.3874899341,0.3874899341,False,50.0,True,1,0.3179922689,0.4581076123840625,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E350,***演艺设备有限公司,unknown,1,1,0.43927235594999997,0.43927235594999997,不贷,0.0,0.0,0.0,0.0,0.0,False,0.04646400195,0.2405494019,0.552964547,0.1600220492,0.1600220492,False,50.0,True,1,0.2928482373,0.43927235594999997,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E351,***文化传播有限公司,other_services,0,0,0.3312124010071875,0.3312124010071875,不贷,0.0,0.0,0.0,0.0,0.0,False,0.04793513601,0.2458193094,0.5505721256,0.155673429,0.155673429,False,50.0,True,1,0.3054408309,0.3312124010071875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E352,***居装饰工程有限公司,construction,0,0,0.46504759065,0.46504759065,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1040594819,0.3856055568,0.4363241924,0.07401076877,0.07401076877,False,50.0,True,1,0.3100317271,0.46504759065,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E353,***税务师事务所有限公司,leasing_business_services,0,0,0.3017980881334375,0.3017980881334375,不贷,0.0,0.0,0.0,0.0,0.0,False,0.0849398581,0.3490770472,0.4750683768,0.09091471789,0.09091471789,False,50.0,True,1,0.2094910807,0.3017980881334375,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E354,***广告有限公司,leasing_business_services,0,0,0.298430182186875,0.298430182186875,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1150223976,0.4027526456,0.4155626799,0.06666227699,0.06666227699,False,50.0,True,1,0.2071532718,0.298430182186875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E355,***地毯经营部,wholesale_retail,0,0,0.2287118433,0.2287118433,不贷,0.0,0.0,0.0,0.0,0.0,False,0.2239958028,0.4805490588,0.2642972054,0.03115793294,0.03115793294,False,50.0,True,1,0.1524745622,0.2287118433,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E356,***建材装饰部,wholesale_retail,0,0,0.30863846715,0.30863846715,不贷,0.0,0.0,0.0,0.0,0.0,False,0.05391898378,0.2661880478,0.5398240605,0.1400689079,0.1400689079,False,50.0,True,1,0.2057589781,0.30863846715,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E357,***家居经营部,wholesale_retail,0,0,0.28774279725,0.28774279725,不贷,0.0,0.0,0.0,0.0,0.0,False,0.140008647,0.4335407352,0.3725061025,0.05394451522,0.05394451522,False,50.0,True,1,0.1918285315,0.28774279725,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E358,***五金经营部,wholesale_retail,0,0,0.22822652594999998,0.22822652594999998,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1060041937,0.3888317863,0.4325586919,0.07260532809,0.07260532809,False,50.0,True,1,0.1521510173,0.22822652594999998,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E359,***厨房用品经营部,wholesale_retail,0,0,0.2518785078,0.2518785078,不贷,0.0,0.0,0.0,0.0,0.0,False,0.2281279758,0.4813095066,0.2601097216,0.03045279598,0.03045279598,False,50.0,True,1,0.1679190052,0.2518785078,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E360,***建筑劳务有限公司,construction,0,0,0.7074906170999999,0.7074906170999999,不贷,0.0,0.0,0.0,0.0,0.0,False,0.004447145436,0.03114222402,0.2892823212,0.6751283093,0.6751283093,False,50.0,True,1,0.4716604114,0.7074906170999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E361,***勘察设计工程有限公司,construction,0,0,0.3819779913,0.3819779913,不贷,0.0,0.0,0.0,0.0,0.0,False,0.05769616607,0.278214501,0.5324368561,0.1316524768,0.1316524768,False,50.0,True,1,0.2546519942,0.3819779913,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E362,***建材有限公司,unknown,1,1,0.48926936265,0.48926936265,不贷,0.0,0.0,0.0,0.0,0.0,False,0.03852832527,0.2101813702,0.5632038181,0.1880864864,0.1880864864,False,50.0,True,1,0.3261795751,0.48926936265,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E363,***建筑工程设计有限公司,construction,0,0,0.6176809161,0.6176809161,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01660132083,0.1057911387,0.5228132402,0.3547943003,0.3547943003,False,100.0,True,1,0.4117872774,0.6176809161,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E364,***电子有限公司,unknown,1,1,0.2516028642,0.2516028642,不贷,0.0,0.0,0.0,0.0,0.0,False,0.2084596091,0.4766447749,0.2808471191,0.03404849701,0.03404849701,False,50.0,True,1,0.1677352428,0.2516028642,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E365,***信息技术有限公司,information_software_it,0,0,0.3554073179,0.3554073179,不贷,0.0,0.0,0.0,0.0,0.0,False,0.03783737365,0.2073733742,0.5638126924,0.1909765597,0.1909765597,False,50.0,True,1,0.3554073179,0.3554073179,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E366,***房地产经纪有限公司,real_estate,0,0,0.2570963391190625,0.2570963391190625,不贷,0.0,0.0,0.0,0.0,0.0,False,0.08252814171,0.3437831918,0.4801421403,0.09354652614,0.09354652614,False,50.0,True,1,0.1999291094,0.2570963391190625,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E367,***电子商务有限公司,wholesale_retail,0,0,0.29495947215,0.29495947215,不贷,0.0,0.0,0.0,0.0,0.0,False,0.08600112716,0.3513539551,0.4728461462,0.0897987715,0.0897987715,False,50.0,True,1,0.1966396481,0.29495947215,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E368,***通信科技有限责任公司,information_software_it,0,0,0.5434393237,0.5434393237,不贷,0.0,0.0,0.0,0.0,0.0,False,0.003345183806,0.02363459446,0.2385700799,0.7344501418,0.7344501418,False,50.0,True,1,0.5434393237,0.5434393237,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E369,***网络技术有限公司,information_software_it,0,0,0.2283153679,0.2283153679,不贷,0.0,0.0,0.0,0.0,0.0,False,0.07233754482,0.3194608435,0.5018192978,0.1063823139,0.1063823139,False,50.0,True,1,0.2283153679,0.2283153679,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E370,***设计服务部,other_services,0,0,0.17400573927062502,0.17400573927062502,贷,0.15,50.0,0.6095564416328831,0.20017613677996857,-0.1896913029807303,True,0.2095855605,0.4769861871,0.2796030298,0.03382522264,0.03382522264,False,50.0,True,0,0.1604663878,0.17400573927062502,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E371,***自动化科技有限公司,unknown,1,1,0.58921575585,0.58921575585,不贷,0.0,0.0,0.0,0.0,0.0,False,0.02332651653,0.1414655806,0.5553167754,0.2798911276,0.2798911276,False,50.0,True,1,0.3928105039,0.58921575585,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E372,***汽车维修有限责任公司,other_services,0,0,0.15432274571250001,0.15432274571250001,贷,0.15,50.0,0.5355721743013205,0.19831246589407228,-0.1049783590143333,True,0.1305904419,0.4231554415,0.388049045,0.05820507153,0.05820507153,False,50.0,True,0,0.142314924,0.15432274571250001,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E373,个体经营E373,unknown,1,1,0.999999,0.999999,不贷,0.0,0.0,0.0,0.0,0.0,False,0.003428582981,0.02420749249,0.2427607061,0.7296032184,0.7296032184,False,50.0,True,1,0.6735708518,0.999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E374,***建材经营部,wholesale_retail,0,0,0.38793223649999997,0.38793223649999997,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1078423901,0.3918060135,0.4290318558,0.07131974058,0.07131974058,False,50.0,True,1,0.258621491,0.38793223649999997,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E375,***电器经营部,wholesale_retail,0,0,0.2161169439,0.2161169439,不贷,0.0,0.0,0.0,0.0,0.0,False,0.3604700124,0.4627388417,0.160588392,0.0162027539,0.0162027539,False,50.0,True,1,0.1440779626,0.2161169439,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E376,***建筑装饰设计有限责任公司,construction,0,0,0.7298822484,0.7298822484,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01582697132,0.1014450814,0.5167422251,0.3659857222,0.3659857222,False,50.0,True,1,0.4865881656,0.7298822484,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E377,***文化传播有限公司,other_services,0,0,0.4488592480421875,0.4488592480421875,不贷,0.0,0.0,0.0,0.0,0.0,False,0.02515814956,0.1505749882,0.5597203035,0.2645465587,0.2645465587,False,50.0,True,1,0.4139336005,0.4488592480421875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E378,***商贸有限公司,wholesale_retail,0,0,0.6864331821,0.6864331821,不贷,0.0,0.0,0.0,0.0,0.0,False,0.03472216861,0.1943651274,0.5657812481,0.2051314559,0.2051314559,False,50.0,True,1,0.4576221214,0.6864331821,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E379,***药业有限公司,unknown,1,1,0.38151783045,0.38151783045,不贷,0.0,0.0,0.0,0.0,0.0,False,0.03613352284,0.2003301488,0.565057924,0.1984784044,0.1984784044,False,50.0,True,1,0.2543452203,0.38151783045,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E380,***建材有限公司,unknown,1,1,0.6826985718,0.6826985718,不贷,0.0,0.0,0.0,0.0,0.0,False,0.002211574358,0.01576984962,0.1747633058,0.8072552702,0.8072552702,True,0.0,True,1,0.4551323812,0.6826985718,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E381,***通信网络工程有限公司,information_software_it,0,0,0.532733148,0.532733148,不贷,0.0,0.0,0.0,0.0,0.0,False,0.004869636919,0.03398535411,0.3063257656,0.6548192433,0.6548192433,False,50.0,True,1,0.532733148,0.532733148,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E382,***教育信息咨询有限公司***分公司,other_services,0,0,0.2472759860953125,0.2472759860953125,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1415349454,0.4350979787,0.3700629431,0.05330413274,0.05330413274,False,50.0,True,1,0.2280354915,0.2472759860953125,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E383,***通讯器材经营部,wholesale_retail,0,0,0.63364067235,0.63364067235,不贷,0.0,0.0,0.0,0.0,0.0,False,0.00381628934,0.02686062738,0.2614472483,0.707875835,0.707875835,False,100.0,True,1,0.4224271149,0.63364067235,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E384,个体经营E384,unknown,1,1,0.8518358874,0.8518358874,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01764821384,0.1115857055,0.530082277,0.3406838036,0.3406838036,False,50.0,True,1,0.5678905916,0.8518358874,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E385,***装饰工程有限公司,construction,0,0,0.9026390821499999,0.9026390821499999,不贷,0.0,0.0,0.0,0.0,0.0,False,0.002790622313,0.01980530388,0.2090335986,0.7683704753,0.7683704753,False,50.0,True,1,0.6017593881,0.9026390821499999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E386,个体经营E386,unknown,1,1,0.37962271875,0.37962271875,不贷,0.0,0.0,0.0,0.0,0.0,False,0.02111173896,0.130113606,0.5478660872,0.3009085679,0.3009085679,False,50.0,True,1,0.2530818125,0.37962271875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E387,***农副产品经营部,unknown,1,1,0.27329463795,0.27329463795,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1099833993,0.3951801515,0.4249641539,0.06987229535,0.06987229535,False,50.0,True,1,0.1821964253,0.27329463795,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E388,***商贸有限公司,wholesale_retail,0,0,0.26853073545,0.26853073545,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1760449062,0.4623002146,0.3200158441,0.04163903507,0.04163903507,False,50.0,True,1,0.1790204903,0.26853073545,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E389,***清洁服务有限公司,leasing_business_services,0,0,0.68148275409125,0.68148275409125,不贷,0.0,0.0,0.0,0.0,0.0,False,0.003376924613,0.02385272459,0.2401723704,0.7325979804,0.7325979804,False,50.0,True,1,0.4730465972,0.68148275409125,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E390,***建筑工程有限公司,construction,0,0,0.8743397574,0.8743397574,不贷,0.0,0.0,0.0,0.0,0.0,False,0.001185968566,0.008527862602,0.1036888901,0.8865972787,0.8865972787,True,0.0,True,1,0.5828931716,0.8743397574,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E391,***五金店,wholesale_retail,0,0,0.21731261775,0.21731261775,不贷,0.0,0.0,0.0,0.0,0.0,False,0.3519312893,0.4657930079,0.1654685806,0.01680712222,0.01680712222,False,50.0,True,1,0.1448750785,0.21731261775,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E392,***科技有限公司,unknown,1,1,0.38799433875,0.38799433875,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1023842574,0.3827592433,0.4395958316,0.07526066771,0.07526066771,False,50.0,True,1,0.2586628925,0.38799433875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E393,***商贸有限责任公司,wholesale_retail,0,0,0.22621234349999997,0.22621234349999997,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1787245723,0.4638492814,0.3165138056,0.04091234063,0.04091234063,False,50.0,True,1,0.150808229,0.22621234349999997,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E394,***环保设计研究院（有限合伙）,unknown,1,1,0.7545636057,0.7545636057,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01298049926,0.08501694016,0.4882131028,0.4137894578,0.4137894578,False,50.0,True,1,0.5030424038,0.7545636057,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E395,***网络科技有限公司,information_software_it,0,0,0.320971453,0.320971453,不贷,0.0,0.0,0.0,0.0,0.0,False,0.04097573498,0.2199098677,0.5606266698,0.1784877276,0.1784877276,False,50.0,True,1,0.320971453,0.320971453,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E396,***文化传播有限公司,other_services,0,0,0.534183096801875,0.534183096801875,不贷,0.0,0.0,0.0,0.0,0.0,False,0.009159805755,0.06179180769,0.4280071517,0.5010412349,0.5010412349,False,100.0,True,1,0.4926184178,0.534183096801875,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E397,***大闸蟹经营部,unknown,1,1,0.6240414426,0.6240414426,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01428938798,0.0926607167,0.5026704915,0.3903794038,0.3903794038,False,50.0,True,1,0.4160276284,0.6240414426,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E398,***医疗管理咨询有限公司,leasing_business_services,0,0,0.7514407339528126,0.7514407339528126,不贷,0.0,0.0,0.0,0.0,0.0,False,0.007596657385,0.05187982499,0.3924579201,0.5480655975,0.5480655975,False,50.0,True,1,0.5216074509,0.7514407339528126,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E399,***装饰工程有限公司,construction,0,0,0.7984832078999999,0.7984832078999999,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01601913327,0.1025284074,0.5183076754,0.3631447839,0.3631447839,False,50.0,True,1,0.5323221386,0.7984832078999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E400,***办公用品经营部,wholesale_retail,0,0,0.36834620009999997,0.36834620009999997,不贷,0.0,0.0,0.0,0.0,0.0,False,0.1174446311,0.4062154561,0.4111298971,0.06521001571,0.06521001571,False,50.0,True,1,0.2455641334,0.36834620009999997,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E401,***遮阳技术发展中心,unknown,1,1,0.999999,0.999999,不贷,0.0,0.0,0.0,0.0,0.0,False,0.001901098998,0.01359034652,0.1547585008,0.8297500537,0.8297500537,True,0.0,True,1,0.7449814988,0.999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E402,***商贸有限公司,wholesale_retail,0,0,0.5650529043,0.5650529043,不贷,0.0,0.0,0.0,0.0,0.0,False,0.01036775656,0.06928553246,0.4505425714,0.4698041396,0.4698041396,False,50.0,True,1,0.3767019362,0.5650529043,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E403,***机械有限公司,unknown,1,1,0.4290527943,0.4290527943,不贷,0.0,0.0,0.0,0.0,0.0,False,0.05936997222,0.2833501676,0.5290612544,0.1282186057,0.1282186057,False,50.0,True,1,0.2860351962,0.4290527943,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
E404,个体经营E404,unknown,1,1,0.999999,0.999999,不贷,0.0,0.0,0.0,0.0,0.0,False,0.001881788158,0.01345442067,0.153473607,0.8311901842,0.8311901842,True,0.0,True,1,0.7412520883,0.999999,exploratory_combined_adverse,exploratory_combined_adverse,combined_adverse,boundary,20.0,0.5,1.875,max_known_S,1.0,0.7,0.04,exploratory_combined_adverse_modeling_assumption,unconfirmed; Q1 retrospective stress marker only,robust_risk
