enterprise_id,enterprise_name,credit_rating,risk_model,risk_score,risk_score_source,risk_rank,risk_percentile,loan_decision,decision_reason,offered_loan_amount_10k,offered_loan_amount_yuan,interest_rate,interest_rate_percent,fitted_churn_rate,acceptance_probability,expected_disbursed_amount_10k,lgd,funding_cost_rate,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,expected_net_return_per_offered_unit,solver_scenario_id,budget_definition,representative_scenario_flag,conservative_risk_score
E7,***家电有限公司***分公司,A,elastic_net_logistic,0.02580342326,selected_model_risk_score,121,0.0243902439,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.5,0.03,2.799086028,0.3763403178,0.8750939301,1.54765178,0.0154765178,baseline_representative_parameterized_scenario,nominal_equality,True,0.03436137967
E70,***科技有限公司,B,elastic_net_logistic,0.1379471805,selected_model_risk_score,60,0.5203252033,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1557212843
E71,***农业科技有限公司,B,elastic_net_logistic,0.2041897012,selected_model_risk_score,45,0.6422764228,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.2461670708
E72,***图书有限公司,C,elastic_net_logistic,0.2897171126,selected_model_risk_score,32,0.7479674797,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3383260035
E73,***商贸有限责任公司,C,elastic_net_logistic,0.1183311273,selected_model_risk_score,67,0.4634146341,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.150943928
E74,***蔬菜专业合作社,B,elastic_net_logistic,0.1539591335,selected_model_risk_score,56,0.5528455285,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1754997095
E75,***酒店管理有限公司,C,elastic_net_logistic,0.1070850165,selected_model_risk_score,72,0.4227642276,放贷,优化模型选择,50,500000,0.1425,14.25,0.8405321006,0.1594678994,7.97339497,0.5,0.03,1.014537847,0.426915566,0.2392018491,0.3484204319,0.006968408637,baseline_representative_parameterized_scenario,nominal_equality,True,0.1282680192
E76,***信息科技有限公司,B,elastic_net_logistic,0.1706660196,selected_model_risk_score,53,0.5772357724,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1979402602
E77,***机电设备有限公司,C,elastic_net_logistic,0.3665492679,selected_model_risk_score,25,0.8048780488,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.4663549766
E78,个体经营E78,C,elastic_net_logistic,0.1211539626,selected_model_risk_score,65,0.4796747967,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1481587806
E79,***鞋业有限公司,B,elastic_net_logistic,0.2025177165,selected_model_risk_score,46,0.6341463415,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.2207361419
E8,***科学研究院有限公司,A,elastic_net_logistic,0.02606005345,selected_model_risk_score,120,0.0325203252,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.5,0.03,2.798348672,0.3800832432,0.8750939301,1.543171498,0.01543171498,baseline_representative_parameterized_scenario,nominal_equality,True,0.03439017911
E80,***实业有限责任公司,C,elastic_net_logistic,0.3432370641,selected_model_risk_score,26,0.7967479675,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3865190631
E81,***机械设备有限公司,A,elastic_net_logistic,0.1154202468,selected_model_risk_score,68,0.4552845528,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1339413155
E82,***商贸有限公司,D,elastic_net_logistic,0.194614899,selected_model_risk_score,47,0.6260162602,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.2318618526
E83,***社会福利院（***社会福利社会化服务中心）,B,elastic_net_logistic,0.5444532255,selected_model_risk_score,13,0.9024390244,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.6237840466
E84,***建材有限公司,A,elastic_net_logistic,0.1532688251,selected_model_risk_score,57,0.5447154472,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1694921296
E85,***安防科技有限公司,B,elastic_net_logistic,0.2264316686,selected_model_risk_score,42,0.6666666667,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.2483347601
E86,***地质工程勘察院***分院,C,elastic_net_logistic,0.2808208394,selected_model_risk_score,34,0.7317073171,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3548090468
E87,***实业有限责任公司,C,elastic_net_logistic,0.234076271,selected_model_risk_score,40,0.6829268293,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.2796569295
E88,***贸易有限公司,A,elastic_net_logistic,0.1654327803,selected_model_risk_score,55,0.5609756098,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.189066442
E89,***物资有限公司,A,elastic_net_logistic,0.3344336244,selected_model_risk_score,29,0.7723577236,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3672701532
E9,***生活用品服务有限公司***分公司,A,elastic_net_logistic,0.02174866462,selected_model_risk_score,122,0.0162601626,放贷,优化模型选择,100,1000000,0.0985,9.85,0.7083020233,0.2916979767,29.16979767,0.5,0.03,2.810736262,0.3172020733,0.8750939301,1.618440259,0.01618440259,baseline_representative_parameterized_scenario,nominal_equality,True,0.02531048472
E90,***文化传媒有限责任公司,C,elastic_net_logistic,0.2928954659,selected_model_risk_score,31,0.756097561,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3272754126
E91,***科技实业有限公司,A,elastic_net_logistic,0.123879862,selected_model_risk_score,62,0.5040650407,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1563985381
E92,***地质灾害防治有限公司,C,elastic_net_logistic,0.3701163354,selected_model_risk_score,24,0.8130081301,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.4190045907
E93,***电脑设计事务所,B,elastic_net_logistic,0.2376719561,selected_model_risk_score,39,0.6910569106,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.2575297987
E94,***汽车美容有限公司,C,elastic_net_logistic,0.3420261826,selected_model_risk_score,27,0.7886178862,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3879661601
E95,***兰花店,B,elastic_net_logistic,0.1441316116,selected_model_risk_score,59,0.5284552846,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.1745511804
E96,***土地整理有限公司,C,elastic_net_logistic,0.8080355745,selected_model_risk_score,1,1,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.854739214
E97,***美工装饰部,B,elastic_net_logistic,0.2602897628,selected_model_risk_score,35,0.7235772358,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3283525845
E98,***文化传播有限公司,B,elastic_net_logistic,0.2814270169,selected_model_risk_score,33,0.7398373984,不放贷,优化模型未选择,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.3034353338
E99,***建筑工程有限责任公司,D,elastic_net_logistic,0.5839846822,selected_model_risk_score,10,0.9268292683,不放贷,D级企业原则上不予放贷,0,0,,,,,0,0.5,0.03,0,0,0,0,,baseline_representative_parameterized_scenario,nominal_equality,True,0.6898712011
