firm,name,p_a,p_b,abs_p_difference,rank_a,rank_b,top20_a,top20_b,domain_distance_5nn,train_support_p95,outside_labeled_support,volume_log,complexity_log,volume_bin,complexity_bin,stratum,unlabeled_block
E275,***网络工程有限公司,0.2903199378470063,0.00158433368165118,0.28873560416535515,161,219,False,False,4.985639624738743,17.33052821724902,False,17.153362517662895,4.962844630259907,1,1,5,U07
E276,***体育设施工程有限公司,0.2708987597637484,0.27842122524524154,0.007522465481493157,188,94,False,False,7.854386851258593,17.33052821724902,False,16.749639070689142,5.575949103146316,1,2,6,U01
E277,***消防设备制造有限公司,0.22975013666817712,0.24075113731257855,0.011001000644401432,245,99,False,False,4.606510104142275,17.33052821724902,False,17.38073812941156,4.770684624465665,1,1,5,U08
E278,***贸易有限公司,0.3151109167308931,0.0020576014434287872,0.3130533152874643,128,216,False,False,3.844509321275848,17.33052821724902,False,17.149654533659746,4.919980925828125,1,1,5,U09
E279,***环保包装有限公司,0.23270366137096718,0.09515100066104813,0.13755266070991906,240,112,False,False,5.659547029947089,17.33052821724902,False,17.66902055431423,4.584967478670572,2,1,9,U02
E280,个体经营E280,0.3677667399454792,0.007236732234270906,0.3605300077112083,48,193,True,False,3.5308721726034897,17.33052821724902,False,17.346462278070668,5.43372200355424,1,2,6,U02
E281,***商业管理有限责任公司,0.3254128112210454,1.3572508140087579e-06,0.32541145397023136,111,282,False,False,5.146875723059976,17.33052821724902,False,17.49062044750047,5.438079308923196,2,2,10,U01
E282,***影城有限公司***分公司,0.07602842646841444,0.22995014539690473,0.15392171892849027,294,102,False,False,18.172878599482594,17.33052821724902,True,17.405051785424835,6.486160788944089,2,3,11,U04
E283,***机械铸造有限责任公司,0.32382400978489384,0.0022598083500411925,0.32156420143485265,118,214,False,False,3.8564606698616344,17.33052821724902,False,17.50591877866885,4.852030263919617,2,1,9,U03
E284,***成焊科技有限公司,0.3299471123081734,0.040927062534911664,0.28902004977326173,100,136,False,False,3.564409722264061,17.33052821724902,False,17.241842903470747,5.5053315359323625,1,2,6,U03
E285,个体经营E285,0.27780340632960937,0.011156292797468676,0.2666471135321407,181,184,False,False,7.091332023256197,17.33052821724902,False,17.801781263226633,5.627621113690637,2,2,10,U02
E286,***印务有限公司,0.2539111646861997,0.0014113316950454104,0.25249983299115425,216,220,False,False,5.176667867225808,17.33052821724902,False,17.12178330542318,4.718498871295094,1,1,5,U10
E287,***鞋材有限公司,0.2580680291856144,0.042729471365796,0.2153385578198184,210,133,False,False,4.165223567788539,17.33052821724902,False,17.350068939026517,4.795790545596741,1,1,5,U01
E288,个体经营E288,0.24014956381010105,0.00011676090904336409,0.2400328029010577,228,264,False,False,4.504787430711868,17.33052821724902,False,17.357153846884852,5.087596335232384,1,1,5,U02
E289,***运业有限公司***分公司,0.27653563850368923,0.031564749253351974,0.24497088925033725,183,150,False,False,4.854416645319539,17.33052821724902,False,17.21114268763282,6.343880434126331,1,3,7,U06
E290,***机电有限公司,0.37874602696569165,0.019872814735080235,0.3588732122306114,39,170,True,False,3.3700637274113054,17.33052821724902,False,17.07030327900316,5.796057750765372,1,2,6,U04
E291,***文业建设工程有限公司,0.07682743456163942,0.3101064854739777,0.23327905091233825,293,87,False,False,14.191086113193625,17.33052821724902,False,17.282409428629645,4.812184355372417,1,1,5,U03
E292,***物流有限公司,0.33686492493686426,0.000884928538292916,0.33597999639857135,84,229,False,False,3.83431306200571,17.33052821724902,False,16.810320655945045,4.6443908991413725,1,1,5,U04
E293,***物资有限公司,0.3265285189429358,0.4150962315236501,0.08856771258071433,109,43,False,True,5.468417258683681,17.33052821724902,False,16.672255243753174,3.4339872044851463,1,0,4,U10
E294,个体经营E294,0.33124317462710423,0.005070198641224479,0.32617297598587974,94,199,False,False,3.9169587257634397,17.33052821724902,False,17.25035502682877,5.641907070938114,1,2,6,U05
E295,***电器设备制造有限公司,0.3771270426522208,3.8310560033528365e-05,0.3770887320921873,40,275,True,False,3.8332636662527073,17.33052821724902,False,17.183559392991967,5.602118820879701,1,2,6,U06
E296,***装饰设计工程有限公司,0.20312772683675925,0.004005529743138434,0.1991221970936208,255,203,False,False,5.856678599105197,17.33052821724902,False,16.99426926482839,5.991464547107982,1,2,6,U07
E297,***建筑机械租赁有限公司,0.21358429540368767,0.866166182269265,0.6525818868655773,251,4,False,True,5.779695725948692,17.33052821724902,False,17.130035923229297,2.6390573296152584,1,0,4,U01
E298,***电器维护服务有限公司,0.2602951754531414,0.012599213872861479,0.24769596158027993,208,183,False,False,4.671123127469143,17.33052821724902,False,16.944827092120253,5.780743515792329,1,2,6,U08
E299,***压缩天然气有限责任公司,0.34822166962582146,1e-06,0.3482206696258215,71,298,False,False,5.429566598285667,17.33052821724902,False,17.733476370879657,5.926926025970411,2,2,10,U03
E300,***建设工程有限公司,0.4338244209328573,0.0007436294299715255,0.43308079150288575,20,232,True,False,4.17094504561868,17.33052821724902,False,17.43644789835192,5.545177444479562,2,2,10,U04
E301,***企业管理咨询有限公司,0.36508796692503276,0.0002583495344054048,0.36482961739062736,51,252,True,False,3.354190252768766,17.33052821724902,False,16.84786169307784,6.812345094177479,1,3,7,U07
E302,***机电设备有限公司,0.3740241753126629,0.017937074488276764,0.35608710082438616,42,174,True,False,3.61088818450376,17.33052821724902,False,16.494573911114564,5.598421958998375,1,2,6,U09
E303,***图书发行有限公司,0.24290960759632596,0.278421224680377,0.03551161708405104,226,95,False,False,7.6049029037482185,17.33052821724902,False,16.752300838693596,5.017279836814924,1,1,5,U05
E304,***环保科技有限公司,0.35630024257436005,1.356373610253719e-06,0.3562988862007498,62,283,False,False,5.173455741291763,17.33052821724902,False,17.21092619282785,5.831882477283517,1,2,6,U10
E305,***劳务有限公司,0.3356261103420921,0.02492728808740306,0.31069882225468903,87,163,False,False,4.505650380773605,17.33052821724902,False,18.073774789107134,5.1298987149230735,2,1,9,U04
E306,个体经营E306,0.3187874853673865,0.27643676710363446,0.04235071826375203,121,96,False,False,5.0305040728450825,17.33052821724902,False,16.714479697787414,6.003887067106539,1,2,6,U01
E307,***通信工程有限公司,0.36720507599561747,0.009444072379093334,0.35776100361652413,49,189,True,False,4.6506193571639685,17.33052821724902,False,16.109882853070093,4.795790545596741,1,1,5,U06
E308,***餐饮文化服务有限公司,0.12245532293364253,0.3463051454879851,0.22384982255434255,282,67,False,False,8.634964186071858,17.33052821724902,False,16.858473584246973,7.3777589082278725,1,3,7,U08
E309,个体经营E309,0.1941988188249681,0.0005635353418736226,0.19363528348309447,260,234,False,False,4.571160234425132,17.33052821724902,False,16.840820334555822,5.4510384535657,1,2,6,U02
E310,***律师事务所,0.3361604404199643,0.002153208875019051,0.3340072315449452,86,215,False,False,3.826385951711404,17.33052821724902,False,16.65040434986501,6.835184586147301,1,3,7,U09
E311,***律师事务所,0.30396747833280036,0.0002542385337527047,0.30371323979904763,142,253,False,False,4.429879625130742,17.33052821724902,False,16.487882664755773,6.169610732491456,1,3,7,U10
E312,***家居用品有限公司,0.3043207898496,1e-06,0.3043197898496,141,299,False,False,5.477421462586984,17.33052821724902,False,18.42797563144241,7.00033446027523,2,3,11,U05
E313,***物流有限公司,0.30233313847975335,0.0004500616991480429,0.30188307678060533,146,238,False,False,3.820729362300868,17.33052821724902,False,16.973915898986174,4.532599493153256,1,1,5,U07
E314,***房地产营销策划有限公司,0.26648824132023674,0.014189870066708658,0.2522983712535281,199,181,False,False,5.870261473128746,17.33052821724902,False,16.217975514743674,5.476463551931511,1,2,6,U03
E315,***轮胎有限公司,0.3291617491025689,0.030380715698187392,0.2987810334043815,102,151,False,False,3.710246742189189,17.33052821724902,False,16.58002209363275,5.4638318050256105,1,2,6,U04
E316,个体经营E316,0.3391574316698071,0.054281113623879614,0.2848763180459275,81,125,False,False,5.880136635072086,17.33052821724902,False,16.603007292140177,5.337538079701318,1,2,6,U05
E317,***科技有限公司,0.3655677248466225,0.004648325018461209,0.3609193998281613,50,201,True,False,6.571610607228858,17.33052821724902,False,15.950779359558336,4.948759890378168,1,1,5,U08
E318,***商贸有限公司,0.31001660204166803,0.8540118612926366,0.5439952592509686,133,5,False,True,4.786837118827873,17.33052821724902,False,16.48369146821882,3.7376696182833684,1,0,4,U02
E319,个体经营E319,0.24008078909366967,0.23771165557300883,0.0023691335206608433,229,100,False,False,3.3345227701779563,17.33052821724902,False,17.003675849747516,5.351858133476067,1,2,6,U06
E320,***建筑设计有限公司,0.273831423784458,0.4142117970747002,0.14038037329024217,185,44,False,True,6.069472069942568,17.33052821724902,False,16.5738874837093,4.418840607796598,1,1,5,U09
E321,***生物流有限公司,0.26911460347375105,0.5275108558998197,0.2583962524260687,192,23,False,True,4.544017978066572,17.33052821724902,False,16.76751983210777,4.948759890378168,1,1,5,U10
E322,***装饰工程设计有限公司,0.3626957775851611,0.00016498398754198485,0.3625307935976191,54,261,True,False,4.380382897981134,17.33052821724902,False,17.03546515155221,5.501258210544727,1,2,6,U07
E323,***建筑装饰工程有限公司,0.3486846125398169,0.022382732459874995,0.32630188007994193,70,165,False,False,5.749296318227043,17.33052821724902,False,16.193974049767203,5.0689042022202315,1,1,5,U01
E324,***汽贸有限公司,0.2652744900113954,1e-06,0.26527349001139544,203,300,False,False,5.720989676648633,17.33052821724902,False,18.492187867164493,4.820281565605037,2,1,9,U05
E325,***通讯器材有限公司,0.22153134563307503,1e-06,0.22153034563307503,249,301,False,False,6.860609925535641,17.33052821724902,False,17.705466124052524,7.3537223303996315,2,3,11,U06
E326,***包装材料有限公司,0.28650315899280804,0.3253160128865335,0.03881285389372546,167,77,False,False,3.922442971501737,17.33052821724902,False,16.951958403392066,4.31748811353631,1,0,4,U03
E327,个体经营E327,0.3246626558887231,0.15432397633229314,0.17033867955642998,113,110,False,False,4.424417582584548,17.33052821724902,False,17.32122508764973,4.23410650459726,1,0,4,U04
E328,***科技有限公司,0.29875376753342103,0.0009774432902686812,0.29777632424315237,151,227,False,False,3.8423046724183934,17.33052821724902,False,16.35081442911962,4.912654885736052,1,1,5,U02
E329,***园艺有限责任公司,0.37151468275396443,0.2362233447253953,0.13529133802856913,45,101,True,False,6.5769964752702395,17.33052821724902,False,16.219924004871007,2.9444389791664403,1,0,4,U05
E330,***酒店管理有限公司,0.37325011783945716,0.04977543466677123,0.3234746831726859,43,129,True,False,5.005435017987663,17.33052821724902,False,16.256366971604372,7.409741954080923,1,3,7,U01
E331,***广告有限公司,0.28534597876420276,0.0597049677461429,0.22564101101805986,170,121,False,False,4.2107800096817645,17.33052821724902,False,15.88389531936397,4.51085950651685,1,1,5,U03
E332,***商贸有限公司,0.28283167239464085,0.018428378696605605,0.2644032936980352,174,172,False,False,4.403112448423173,17.33052821724902,False,17.848392137439436,5.365976015021851,2,2,10,U05
E333,***房地产营销策划有限公司,0.331042319378312,0.2259871958363363,0.10505512354197571,95,103,False,False,4.259869492485198,17.33052821724902,False,15.989227575008194,5.25227342804663,1,2,6,U08
E334,***机械科技有限公司,0.3007155487196454,0.9267932255035656,0.6260776767839202,150,1,False,True,4.347795656767749,17.33052821724902,False,16.544740803301316,3.828641396489095,1,0,4,U06
E335,***挖掘机租赁经营部,0.316950814643455,0.03806849548457324,0.27888231915888173,125,140,False,False,9.00077641777828,17.33052821724902,False,16.079152536071074,4.219507705176107,1,0,4,U07
E336,***猕猴桃专业合作社,0.5480595503032533,0.6575742104934096,0.10951466019015632,4,14,True,True,7.110143838691981,17.33052821724902,False,14.960171513472613,3.1780538303479458,0,0,0,U01
E337,个体经营E337,0.3430010872450858,0.3802712612782986,0.037270174033212755,74,57,False,True,4.255104219646902,17.33052821724902,False,16.39693182556621,4.90527477843843,1,1,5,U04
E338,***商贸有限公司,0.3533748567014804,0.0334070879944196,0.3199677687070608,68,147,False,False,3.7322968771698712,17.33052821724902,False,15.930625732464453,4.543294782270004,1,1,5,U05
E339,***居益卫浴家俬厂,0.23579747969067663,0.5317701587216959,0.2959726790310192,234,22,False,True,4.856971434681276,17.33052821724902,False,15.91260198498258,4.23410650459726,1,0,4,U08
E340,***物流有限公司,0.2637065400901517,0.2812230353995109,0.01751649530935917,204,92,False,False,7.673393291432691,17.33052821724902,False,16.006574745671912,3.912023005428146,1,0,4,U09
E341,***纺织品有限公司,0.2279186273679169,0.4395863205083633,0.21166769314044642,247,38,False,True,6.171765707363874,17.33052821724902,False,15.526011207020321,3.7376696182833684,1,0,4,U10
E342,***裕华机械厂,0.32921103897249165,0.8842626781865419,0.5550516392140503,101,3,False,True,4.013839521576021,17.33052821724902,False,15.929008981505433,4.356708826689592,1,1,5,U06
E343,***五金工具经营部,0.38936241668783655,0.4869247797214804,0.09756236303364385,31,29,True,True,7.271373991380275,17.33052821724902,False,14.831590492916037,3.4339872044851463,0,0,0,U02
E344,***机械有限公司,0.28790752411136905,0.9249293177600911,0.6370217936487221,166,2,False,True,4.658042796952463,17.33052821724902,False,15.432914435680042,4.653960350157523,0,1,1,U03
E345,***科技有限公司,0.45701900888563624,0.4496624229133763,0.00735658597225991,13,33,True,True,3.1419116203539152,17.33052821724902,False,14.970754925315616,4.844187086458591,0,1,1,U04
E346,个体经营E346,0.3281182398233973,0.5337824622178086,0.2056642223944113,106,21,False,True,3.654083779045126,17.33052821724902,False,15.53667100582266,5.293304824724492,1,2,6,U09
E347,***不锈钢材料有限公司,0.13899248801968558,0.31017080902135363,0.17117832100166805,276,85,False,False,12.28715543493143,17.33052821724902,False,15.090754580373334,4.290459441148391,0,0,0,U03
E348,***酒店管理有限公司,0.24637269962911929,0.0682529811390453,0.178119718490074,224,118,False,False,5.947922457429407,17.33052821724902,False,14.979267337258353,6.927557906278317,0,3,3,U06
E349,***营销策划广告有限公司,0.310962511125103,0.08218272998493871,0.22877978114016428,130,117,False,False,7.412806938043255,17.33052821724902,False,15.049932947278622,2.302585092994046,0,0,0,U04
E350,***演艺设备有限公司,0.49591848318154663,0.38352554559742646,0.11239293758412017,9,56,True,True,3.827811722984032,17.33052821724902,False,14.506567189849296,5.14166355650266,0,1,1,U05
E351,***文化传播有限公司,0.4356496764608938,0.5922287183747547,0.15657904191386085,19,18,True,True,4.625412667153321,17.33052821724902,False,14.15282197808678,4.110873864173311,0,0,0,U05
E352,***居装饰工程有限公司,0.23497317589287198,1e-06,0.23497217589287198,237,302,False,False,6.409049224635089,17.33052821724902,False,16.725003013527697,4.532599493153256,1,1,5,U07
E353,***税务师事务所有限公司,0.33032323357111687,0.47669436334905374,0.14637112977793687,99,31,False,True,4.827039244257748,17.33052821724902,False,15.05936204547219,4.867534450455582,0,1,1,U06
E354,***广告有限公司,0.27021626836903995,0.780302059497421,0.5100857911283811,190,8,False,True,4.183489886738114,17.33052821724902,False,14.940369178405009,4.30406509320417,0,0,0,U06
E355,***地毯经营部,0.08617286922795021,0.17516506502482593,0.08899219579687571,290,107,False,False,20.751135968753562,17.33052821724902,True,14.38124860087806,4.672828834461906,0,1,1,U07
E356,***建材装饰部,0.45198248909189254,0.32082265499858426,0.13115983409330828,14,79,True,False,12.515442148109965,17.33052821724902,False,14.266390591319814,1.9459101490553132,0,0,0,U07
E357,***家居经营部,0.0870892839405911,0.05131008138578232,0.03577920255480877,289,126,False,False,14.476355323120345,17.33052821724902,False,14.178121009872227,3.044522437723423,0,0,0,U08
E358,***五金经营部,0.23558063850298983,0.7903990882767913,0.5548184497738015,236,7,False,True,10.828808656109327,17.33052821724902,False,14.639052655673009,3.2188758248682006,0,0,0,U09
E359,***厨房用品经营部,0.2664921118551307,0.4842589922518763,0.21776688039674558,197,30,False,True,7.239197040738945,17.33052821724902,False,14.046602453334309,3.5553480614894135,0,0,0,U10
E360,***建筑劳务有限公司,0.09584610097140406,0.09248732117774104,0.0033587797936630165,288,113,False,False,12.916639289285019,17.33052821724902,False,14.804875940585141,1.3862943611198906,0,0,0,U01
E361,***勘察设计工程有限公司,0.17067451585161958,0.3635739413860886,0.19289942553446904,266,61,False,True,9.089001560388457,17.33052821724902,False,15.95792295513575,3.6888794541139363,1,0,4,U01
E362,***建材有限公司,0.14255264628962275,0.4158264008795868,0.27327375458996406,274,41,False,True,6.854520211417191,17.33052821724902,False,15.479613306745392,4.330733340286331,1,0,4,U02
E363,***建筑工程设计有限公司,0.258512651210128,0.6855885319230967,0.42707588071296865,209,12,False,True,8.438234649671355,17.33052821724902,False,14.0900492128833,3.8918202981106265,0,0,0,U02
E364,***电子有限公司,0.22930939511965134,0.440156861371864,0.21084746625221265,246,37,False,True,5.814092731957002,17.33052821724902,False,14.89751046189656,4.382026634673881,0,1,1,U08
E365,***信息技术有限公司,0.4757196180790416,0.3129022641703485,0.16281735390869312,11,83,True,False,5.150953714686116,17.33052821724902,False,15.588871619717851,3.9318256327243257,1,0,4,U03
E366,***房地产经纪有限公司,0.2688571056466066,0.09053129966892139,0.17832580597768521,193,114,False,False,8.034934088344892,17.33052821724902,False,14.447736299849518,2.4849066497880004,0,0,0,U03
E367,***电子商务有限公司,0.16095158467468554,0.037293298692028416,0.12365828598265713,269,141,False,False,10.842578037717663,17.33052821724902,False,14.735736994781195,3.1780538303479458,0,0,0,U04
E368,***通信科技有限责任公司,0.5275498736215674,0.19276743961458515,0.3347824340069822,5,106,True,False,6.387795710631409,17.33052821724902,False,14.180010716890209,3.7612001156935624,0,0,0,U05
E369,***网络技术有限公司,0.3338088499789514,0.3587512648160606,0.02494241483710924,89,63,False,False,3.690175208311705,17.33052821724902,False,14.691885168224724,3.9318256327243257,0,0,0,U06
E370,***设计服务部,0.14227892638900594,0.4395228243213524,0.2972438979323465,275,39,False,True,12.264028044924757,17.33052821724902,False,14.59841619508328,4.5217885770490405,0,1,1,U09
E371,***自动化科技有限公司,0.32437355994819295,0.057511394908567735,0.26686216503962523,116,123,False,False,5.505713492231911,17.33052821724902,False,14.254271805856652,3.713572066704308,0,0,0,U07
E372,***汽车维修有限责任公司,0.43002091568734635,0.17492126099800315,0.2550996546893432,21,108,True,False,4.203676707262732,17.33052821724902,False,14.929036933350103,5.288267030694535,0,2,2,U02
E373,个体经营E373,0.4503743400667285,0.002806345499311222,0.44756799456741725,15,210,True,False,7.754511094503274,17.33052821724902,False,17.020142393570517,4.820281565605037,1,1,5,U08
E374,***建材经营部,0.12389549555731097,0.4048678908723938,0.2809723953150828,281,47,False,True,16.595165993164834,17.33052821724902,False,14.119281443563036,3.912023005428146,0,0,0,U08
E375,***电器经营部,0.27592344566765103,0.49544529662425224,0.2195218509566012,184,26,False,True,7.803664812215745,17.33052821724902,False,13.831508407244119,5.424950017481403,0,2,2,U03
E376,***建筑装饰设计有限责任公司,0.5562518252031752,0.32082265325386233,0.23542917194931284,3,80,True,False,11.875698468247137,17.33052821724902,False,13.288054546026922,2.772588722239781,0,0,0,U09
E377,***文化传播有限公司,0.41677446003575713,0.4744724344504602,0.05769797441470309,22,32,True,True,5.632171755146461,17.33052821724902,False,13.912661134108944,4.007333185232471,0,0,0,U10
E378,***商贸有限公司,0.4847659034500103,0.03025700622313378,0.45450889722687654,10,152,True,False,7.614159375002868,17.33052821724902,False,14.732809853067508,4.890349128221754,0,1,1,U10
E379,***药业有限公司,0.06716765426867438,0.033281659769089283,0.0338859944995851,296,149,False,False,26.4492303939002,17.33052821724902,True,15.180485693283634,4.962844630259907,0,1,1,U01
E380,***建材有限公司,0.27846168320573134,0.3590661533959481,0.08060447019021677,179,62,False,False,9.232817333090047,17.33052821724902,False,14.246091194099517,2.1972245773362196,0,0,0,U01
E381,***通信网络工程有限公司,0.2655465742760007,0.41545089327111295,0.14990431899511225,202,42,False,True,13.495139905582766,17.33052821724902,False,18.418337324588812,5.3471075307174685,2,2,10,U06
E382,***教育信息咨询有限公司***分公司,0.3274715387355287,0.3364413826427205,0.008969843907191799,107,71,False,False,7.68123027544811,17.33052821724902,False,13.185728710626002,4.382026634673881,0,1,1,U02
E383,***通讯器材经营部,0.2041564867321164,0.33867071861810716,0.13451423188599076,254,70,False,False,7.736800385994892,17.33052821724902,False,13.99553197145567,2.8903717578961645,0,0,0,U02
E384,个体经营E384,0.5172104753252658,0.49973281827474975,0.017477657050516016,6,25,True,True,8.657502897293604,17.33052821724902,False,15.477353326072713,4.418840607796598,0,1,1,U03
E385,***装饰工程有限公司,0.30637837690313313,0.03518379917099181,0.27119457773214134,139,145,False,False,13.6756219703445,17.33052821724902,False,13.333937200789435,2.70805020110221,0,0,0,U03
E386,个体经营E386,0.437959837022417,0.3498944102285251,0.0880654267938919,18,65,True,False,5.87962778351705,17.33052821724902,False,15.43830849845321,4.787491742782046,0,1,1,U04
E387,***农副产品经营部,0.40253659628044075,0.33347937957894525,0.0690572167014955,24,73,True,False,7.7956701269075435,17.33052821724902,False,13.654498727516104,2.302585092994046,0,0,0,U04
E388,***商贸有限公司,0.36057806418433347,0.6027804052140694,0.24220234102973592,58,17,True,True,4.25331239810043,17.33052821724902,False,13.971367752295592,4.948759890378168,0,1,1,U05
E389,***清洁服务有限公司,0.06564463963809758,0.043184975114816684,0.022459664523280895,297,132,False,False,14.791531632509196,17.33052821724902,False,13.078093780058584,1.6094379124341003,0,0,0,U05
E390,***建筑工程有限公司,0.4389567525709046,0.3214215975185899,0.11753515505231471,17,78,True,False,8.57302678367402,17.33052821724902,False,13.623363391579131,2.772588722239781,0,0,0,U06
E391,***五金店,0.3546179937665461,0.40795368287049255,0.053335689103946426,65,46,False,True,6.28507158014743,17.33052821724902,False,14.13365145470069,4.653960350157523,0,1,1,U06
E392,***科技有限公司,0.3601735835052643,0.5255450201920621,0.16537143668679777,59,24,True,True,5.148982603162487,17.33052821724902,False,13.94863203158348,5.278114659230517,0,2,2,U04
E393,***商贸有限责任公司,0.28287809683101267,0.3918318236606097,0.10895372682959703,173,51,False,True,5.2565586768998624,17.33052821724902,False,14.159138438930581,5.14166355650266,0,1,1,U07
E394,***环保设计研究院（有限合伙）,0.0627782892179048,0.016767050055606365,0.04601123916229844,298,176,False,False,55.512981795041995,17.33052821724902,True,14.461777350820254,4.962844630259907,0,1,1,U08
E395,***网络科技有限公司,0.0823419373600434,0.31017080813069847,0.22782887077065506,292,86,False,False,12.102966202265684,17.33052821724902,False,14.726586966854416,4.02535169073515,0,0,0,U07
E396,***文化传播有限公司,0.33432343722662144,0.294652963072277,0.03967047415434444,88,90,False,False,5.07740649039922,17.33052821724902,False,13.997456527567522,4.709530201312334,0,1,1,U09
E397,***大闸蟹经营部,0.11576142631582943,0.3138990643503113,0.19813763803448187,285,82,False,False,11.523792408719245,17.33052821724902,False,13.92199668987836,4.2626798770413155,0,0,0,U08
E398,***医疗管理咨询有限公司,0.39624709407078423,0.05751733493748207,0.33872975913330217,27,122,True,False,5.146499253687756,17.33052821724902,False,13.48456621037242,3.8066624897703196,0,0,0,U09
E399,***装饰工程有限公司,0.29594038864467703,0.26895786361498814,0.026982525029688897,153,98,False,False,6.87691063967983,17.33052821724902,False,13.072326135957171,3.1354942159291497,0,0,0,U10
E400,***办公用品经营部,0.3383132286502135,0.5380908495864846,0.19977762093627105,82,20,False,True,5.165612775911881,17.33052821724902,False,13.723364950614412,3.258096538021482,0,0,0,U01
E401,***遮阳技术发展中心,0.10415644141968039,0.033281668251418865,0.07087477316826152,287,148,False,False,29.56196797829589,17.33052821724902,True,13.212870842616068,3.2188758248682006,0,0,0,U02
E402,***商贸有限公司,0.3439110849846468,0.6248121790673908,0.28090109408274405,73,16,False,True,7.003713336063674,17.33052821724902,False,13.938474213229451,2.302585092994046,0,0,0,U03
E403,***机械有限公司,0.35671117780900713,0.2735751637496726,0.08313601405933452,60,97,True,False,4.108866468673037,17.33052821724902,False,14.110255799902284,4.1588830833596715,0,0,0,U04
E404,个体经营E404,0.11941393584110363,0.20091464683975374,0.08150071099865011,283,105,False,False,9.141176310636558,17.33052821724902,False,14.43236291541557,2.833213344056216,0,0,0,U05
E405,***职业技能服务有限公司,0.02915535342034857,0.016766979774264296,0.012388373646084274,301,177,False,False,41.68682187494863,17.33052821724902,True,13.459572656628614,2.8903717578961645,0,0,0,U06
E406,***招投标代理有限公司,0.5114379448703009,0.49034300150036175,0.021094943369939168,7,27,True,True,5.676487375714606,17.33052821724902,False,13.924386702550361,3.6888794541139363,0,0,0,U07
E407,***装饰工程有限公司,0.4639754705366778,0.3275962588368566,0.1363792116998212,12,75,True,False,6.0597179412919315,17.33052821724902,False,14.808171852973027,4.07753744390572,0,0,0,U08
E408,***空调制冷有限责任公司,0.39663744203457796,0.15364534769556284,0.2429920943390151,26,111,True,False,5.1967500473002906,17.33052821724902,False,13.313976863534252,3.091042453358316,0,0,0,U09
E409,***塑胶有限公司,0.32389269452770336,0.30015175803141975,0.023740936496283616,117,88,False,False,5.69049116930891,17.33052821724902,False,12.515846524577299,3.7612001156935624,0,0,0,U10
E410,***网络科技有限公司,0.19522262240722182,0.3880770390409974,0.19285441663377556,259,54,False,True,7.487258201215774,17.33052821724902,False,13.01786882002971,3.9512437185814275,0,0,0,U01
E411,***机电设备有限公司,0.40797927545816953,0.5879651409235929,0.17998586546542333,23,19,True,True,6.223439164554683,17.33052821724902,False,13.238361763743262,4.127134385045092,0,0,0,U02
E412,***汽车贸易有限公司,0.38140675961274373,0.388914522612414,0.007507762999670264,34,53,True,True,4.2142743391542465,17.33052821724902,False,12.90167271529618,4.624972813284271,0,1,1,U10
E413,***石材工艺品有限公司,0.6561382689791226,0.3278684933224034,0.3282697756567192,1,74,True,False,7.0415730433113835,17.33052821724902,False,12.684891091126932,2.833213344056216,0,0,0,U03
E414,***物流有限责任公司***分公司,0.05447919630091545,0.02200176041845137,0.03247743588246409,299,166,False,False,8.794066333435959,17.33052821724902,False,12.895922721609969,2.3978952727983707,0,0,0,U04
E415,***广告设计服务部,0.2007242315396631,0.6469154249597403,0.4461911934200772,257,15,False,True,10.12645524984455,17.33052821724902,False,11.63417094389013,5.231108616854587,0,2,2,U05
E416,***科技有限公司,0.33807106644661783,0.05101807277865555,0.2870529936679623,83,127,False,False,10.267356147495928,17.33052821724902,False,12.699107508039615,2.3978952727983707,0,0,0,U05
E417,***园林景观工程有限公司,0.0837549797470738,0.08933641043155179,0.0055814306844779865,291,115,False,False,10.073181349409035,17.33052821724902,False,12.737698810275523,3.258096538021482,0,0,0,U06
E418,***营销策划有限公司,0.1301566753512954,0.028876917965553632,0.10127975738574177,278,155,False,False,7.719949688068726,17.33052821724902,False,13.097840412422988,3.784189633918261,0,0,0,U07
E419,***科技有限公司,0.1363195684624153,0.20800305368207006,0.07168348521965476,277,104,False,False,10.08809074708595,17.33052821724902,False,16.304891430141243,5.278114659230517,1,2,6,U10
E420,***康药房,0.33079654911242223,0.021940318469549726,0.3088562306428725,97,167,False,False,7.475455253102323,17.33052821724902,False,14.612978153965297,4.532599493153256,0,1,1,U01
E421,***保温材料有限公司,0.17930853462554655,0.2964149701353632,0.11710643550981667,265,89,False,False,10.724374706377073,17.33052821724902,False,12.561096131562662,2.3978952727983707,0,0,0,U08
E422,***童装店,0.49708003059277317,0.16816511213032523,0.3289149184624479,8,109,True,False,8.43900404623687,17.33052821724902,False,10.268741937592893,3.1354942159291497,0,0,0,U09
E423,***通风设备有限公司,0.12468654586250384,0.05040911989628628,0.07427742596621756,280,128,False,False,9.905782813072928,17.33052821724902,False,12.008735111131877,2.4849066497880004,0,0,0,U10
E424,***贸易有限公司,0.1937225844370857,0.34755787940099364,0.15383529496390794,261,66,False,False,9.562623625999207,17.33052821724902,False,12.776216447498422,3.5553480614894135,0,0,0,U01
E425,***商贸有限公司,0.015945921731321654,0.01032155582784403,0.0056243659034776235,302,187,False,False,10.397942093234999,17.33052821724902,False,11.924169840892429,3.4011973816621555,0,0,0,U02
